Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,6e-06,20.613855,[1 3] ; [74  5],[3.61445783 0.38554217] ; [71.38554217  7.61445783],1
p2,1,0.002343,9.259292,[2 2] ; [73  5],[3.65853659 0.34146341] ; [71.34146341  6.65853659],0
a5,1,0.014686,5.953795,[1 3] ; [62 17],[3.03614458 0.96385542] ; [59.96385542 19.03614458],0
r3,1,0.020713,5.350774,[3 1] ; [75  2],[3.85185185 0.14814815] ; [74.14814815  2.85185185],0
d4,1,0.040183,4.210134,[2 2] ; [68 10],[3.41463415 0.58536585] ; [66.58536585 11.41463415],0
v1,1,0.062613,3.466787,[1 3] ; [53 23],[2.7 1.3] ; [51.3 24.7],0
s5,1,0.073139,3.211125,[1 3] ; [48 22],[2.64864865 1.35135135] ; [46.35135135 23.64864865],0
a6,1,0.08914,2.889829,[1 3] ; [52 26],[2.58536585 1.41463415] ; [50.41463415 27.58536585],0
v2,1,0.08961,2.881361,[1 3] ; [50 25],[2.58227848 1.41772152] ; [48.41772152 26.58227848],0
a8,1,0.098333,2.732378,[2 2] ; [12 59],[0.74666667 3.25333333] ; [13.25333333 57.74666667],0
s1,1,0.10206,2.673053,[1 3] ; [ 4 75],[0.24096386 3.75903614] ; [ 4.75903614 74.24096386],0
s8,1,0.106832,2.600477,[1 3] ; [50 27],[2.51851852 1.48148148] ; [48.48148148 28.51851852],0
v4,1,0.108551,2.575197,[3 1] ; [73  4],[3.75308642 0.24691358] ; [72.24691358  4.75308642],0
a3,1,0.159008,1.983631,[2 2] ; [63 16],[3.13253012 0.86746988] ; [61.86746988 17.13253012],0
b5,1,0.229294,1.445235,[3 1] ; [35 44],[1.8313253 2.1686747] ; [36.1686747 42.8313253],0
r2,1,0.232399,1.426121,[3 1] ; [71  6],[3.65432099 0.34567901] ; [70.34567901  6.65432099],0
p6,1,0.259795,1.269852,[2 2] ; [58 19],[2.96296296 1.03703704] ; [57.03703704 19.96296296],0
r4,1,0.285943,1.138623,[3 1] ; [72  7],[3.61445783 0.38554217] ; [71.38554217  7.61445783],0
b3,1,0.286296,1.136956,[1 3] ; [31 28],[2.03174603 1.96825397] ; [29.96825397 29.03174603],0
b2,1,0.286296,1.136956,[1 3] ; [31 28],[2.03174603 1.96825397] ; [29.96825397 29.03174603],0
s7,1,0.319979,0.989031,[2 2] ; [54 20],[2.87179487 1.12820513] ; [53.12820513 20.87179487],0
a7,1,0.409146,0.681281,[2 2] ; [55 24],[2.74698795 1.25301205] ; [54.25301205 24.74698795],0
b4,1,0.447242,0.577631,[3 1] ; [44 35],[2.26506024 1.73493976] ; [44.73493976 34.26506024],0
a4,1,0.447242,0.577631,[1 3] ; [35 44],[1.73493976 2.26506024] ; [34.26506024 44.73493976],0
u3,1,0.45675,0.553846,[1 1] ; [12  4],[1.44444444 0.55555556] ; [11.55555556  4.44444444],0
p8,1,0.477563,0.504423,[3 1] ; [69 10],[3.46987952 0.53012048] ; [68.53012048 10.46987952],0
b1,1,0.505745,0.442861,[1 3] ; [33 46],[1.63855422 2.36144578] ; [32.36144578 46.63855422],0
s3,1,0.542734,0.370496,[3 1] ; [46 31],[2.41975309 1.58024691] ; [46.58024691 30.41975309],0
u2,1,0.595883,0.28125,[1 1] ; [11  5],[1.33333333 0.66666667] ; [10.66666667  5.33333333],0
a1,1,0.598425,0.277379,[1 3] ; [12 67],[0.62650602 3.37349398] ; [12.37349398 66.62650602],0
d1,1,0.629749,0.232401,[2 2] ; [49 30],[2.45783133 1.54216867] ; [48.54216867 30.45783133],0
v3,1,0.65105,0.204579,[2 2] ; [46 29],[2.43037975 1.56962025] ; [45.56962025 29.43037975],0
p3,1,0.665741,0.186625,[3 1] ; [65 13],[3.31707317 0.68292683] ; [64.68292683 13.31707317],0
s6,1,0.666611,0.185592,[3 1] ; [60 12],[3.31578947 0.68421053] ; [59.68421053 12.31578947],0
r1,1,0.722013,0.126572,[3 1] ; [64 14],[3.26829268 0.73170732] ; [63.73170732 14.26829268],0
d3,1,0.729424,0.119641,[3 1] ; [52 26],[2.68292683 1.31707317] ; [52.31707317 25.68292683],0
u1,1,0.766156,0.088451,[1 3] ; [15 64],[0.77108434 3.22891566] ; [15.22891566 63.77108434],0
s2,1,0.778576,0.079059,[2 2] ; [44 33],[2.27160494 1.72839506] ; [43.72839506 33.27160494],0
d5,1,0.829056,0.046618,[3 1] ; [62 16],[3.17073171 0.82926829] ; [61.82926829 16.17073171],0
p1,1,0.901185,0.015417,[1 3] ; [22 57],[1.10843373 2.89156627] ; [21.89156627 57.10843373],0
d2,1,0.920225,0.01003,[2 2] ; [41 37],[2.09756098 1.90243902] ; [40.90243902 37.09756098],0
