Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.002583,9.081164,[4 3] ; [ 4 35],[1.2173913 5.7826087] ; [ 6.7826087 32.2173913],0
v3,1,0.002583,9.081164,[4 3] ; [ 4 35],[1.2173913 5.7826087] ; [ 6.7826087 32.2173913],0
s6,1,0.01436,5.99335,[6 1] ; [14 25],[3.04347826 3.95652174] ; [16.95652174 22.04347826],0
b5,1,0.029301,4.749861,[1 6] ; [23 16],[3.65217391 3.34782609] ; [20.34782609 18.65217391],0
a6,1,0.029301,4.749861,[6 1] ; [16 23],[3.34782609 3.65217391] ; [18.65217391 20.34782609],0
n1,1,0.074982,3.170437,[3 1] ; [ 4 11],[1.47368421 2.52631579] ; [5.52631579 9.47368421],0
a5,1,0.105214,2.624683,[5 2] ; [15 24],[3.04347826 3.95652174] ; [16.95652174 22.04347826],0
p3,1,0.105457,2.621011,[4 3] ; [10 28],[2.17777778 4.82222222] ; [11.82222222 26.17777778],0
d5,1,0.137028,2.211017,[5 2] ; [16 23],[3.19565217 3.80434783] ; [17.80434783 21.19565217],0
s4,1,0.141252,2.164265,[3 4] ; [ 7 32],[1.52173913 5.47826087] ; [ 8.47826087 30.52173913],0
d4,1,0.143534,2.139659,[6 1] ; [22 17],[4.26086957 2.73913043] ; [23.73913043 15.26086957],0
s3,1,0.145894,2.114662,[4 3] ; [11 27],[2.33333333 4.66666667] ; [12.66666667 25.33333333],0
p4,1,0.174568,1.843268,[5 2] ; [17 22],[3.34782609 3.65217391] ; [18.65217391 20.34782609],0
p10,1,0.194212,1.685377,[5 2] ; [17 21],[3.42222222 3.57777778] ; [18.57777778 19.42222222],0
p11,1,0.216244,1.529121,[6 1] ; [24 15],[4.56521739 2.43478261] ; [25.43478261 13.56521739],0
v2,1,0.244687,1.353383,[1 6] ; [14 24],[2.33333333 4.66666667] ; [12.66666667 25.33333333],0
d2,1,0.26139,1.261381,[1 6] ; [14 25],[2.2826087 4.7173913] ; [12.7173913 26.2826087],0
b4,1,0.268046,1.226718,[2 5] ; [20 19],[3.34782609 3.65217391] ; [18.65217391 20.34782609],0
s5,1,0.285395,1.14122,[2 5] ; [ 5 34],[1.06521739 5.93478261] ; [ 5.93478261 33.06521739],0
b1,1,0.324463,0.97087,[5 2] ; [20 19],[3.80434783 3.19565217] ; [21.19565217 17.80434783],0
a3,1,0.355334,0.854315,[4 3] ; [15 24],[2.89130435 4.10869565] ; [16.10869565 22.89130435],0
v4,1,0.387562,0.746577,[5 2] ; [21 18],[3.95652174 3.04347826] ; [22.04347826 16.95652174],0
p7,1,0.428336,0.627332,[4 3] ; [16 23],[3.04347826 3.95652174] ; [16.95652174 22.04347826],0
s2,1,0.4379,0.601779,[3 4] ; [11 28],[2.13043478 4.86956522] ; [11.86956522 27.13043478],0
p2,1,0.457447,0.552135,[5 2] ; [22 17],[4.10869565 2.89130435] ; [22.89130435 16.10869565],0
v1,1,0.529885,0.394612,[3 4] ; [12 27],[2.2826087 4.7173913] ; [12.7173913 26.2826087],0
n3,1,0.539222,0.376984,[2 2] ; [10  5],[2.52631579 1.47368421] ; [9.47368421 5.52631579],0
p1,1,0.568642,0.324961,[1 6] ; [ 3 36],[0.60869565 6.39130435] ; [ 3.39130435 35.60869565],0
n2,1,0.580543,0.305357,[3 1] ; [9 6],[2.52631579 1.47368421] ; [9.47368421 5.52631579],0
p9,1,0.584575,0.298896,[5 2] ; [23 15],[4.35555556 2.64444444] ; [23.64444444 14.35555556],0
d1,1,0.603602,0.269597,[1 6] ; [ 9 30],[1.52173913 5.47826087] ; [ 8.47826087 30.52173913],0
a4,1,0.603602,0.269597,[1 6] ; [ 9 30],[1.52173913 5.47826087] ; [ 8.47826087 30.52173913],0
b2,1,0.63893,0.220145,[2 4] ; [ 6 19],[1.5483871 4.4516129] ; [ 6.4516129 18.5483871],0
b3,1,0.63893,0.220145,[2 4] ; [ 6 19],[1.5483871 4.4516129] ; [ 6.4516129 18.5483871],0
p8,1,0.660537,0.192872,[3 4] ; [13 25],[2.48888889 4.51111111] ; [13.51111111 24.48888889],0
n6,1,0.725394,0.123383,[4 3] ; [25 14],[4.41304348 2.58695652] ; [24.58695652 14.41304348],0
n5,1,0.725394,0.123383,[4 3] ; [25 14],[4.41304348 2.58695652] ; [24.58695652 14.41304348],0
a7,1,0.871908,0.025997,[3 4] ; [18 21],[3.19565217 3.80434783] ; [17.80434783 21.19565217],0
r3,1,0.874499,0.024947,[5 2] ; [26 12],[4.82222222 2.17777778] ; [26.17777778 11.82222222],0
p6,1,0.898105,0.016398,[1 6] ; [ 6 31],[1.11363636 5.88636364] ; [ 5.88636364 31.11363636],0
d3,1,0.971281,0.001296,[3 4] ; [17 22],[3.04347826 3.95652174] ; [16.95652174 22.04347826],0
n4,1,0.971281,0.001296,[4 3] ; [22 17],[3.95652174 3.04347826] ; [22.04347826 16.95652174],0
