Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,53.078821,[115  32] ; [ 90 136],[80.79088472 66.20911528] ; [124.20911528 101.79088472],1
p5,1,0.0,34.52346,[ 43 105] ; [ 15 212],[ 22.89066667 125.10933333] ; [ 35.10933333 191.89066667],1
s6,1,0.0,25.801819,[126  20] ; [142  87],[104.34133333  41.65866667] ; [163.65866667  65.34133333],1
s3,1,2e-06,22.57807,[104  40] ; [106 119],[81.95121951 62.04878049] ; [128.04878049  96.95121951],1
s8,1,4e-06,21.15673,[97 50] ; [ 95 133],[75.264 71.736] ; [116.736 111.264],1
s7,1,6e-06,20.614972,[100  44] ; [ 96 117],[79.05882353 64.94117647] ; [116.94117647  96.05882353],1
d4,1,0.000945,10.93322,[135  12] ; [181  48],[123.54255319  23.45744681] ; [192.45744681  36.54255319],1
p7,1,0.000976,10.872283,[117  28] ; [143  78],[103.00546448  41.99453552] ; [156.99453552  64.00546448],1
a3,1,0.001117,10.62358,[126  22] ; [160  67],[112.87466667  35.12533333] ; [173.12533333  53.87466667],0
p6,1,0.00159,9.971231,[81 64] ; [ 88 137],[66.22972973 78.77027027] ; [102.77027027 122.22972973],0
p8,1,0.001836,9.706298,[102  44] ; [119 103],[87.67934783 58.32065217] ; [133.32065217  88.67934783],0
s4,1,0.003146,8.7206,[ 29 117] ; [ 21 207],[ 19.51871658 126.48128342] ; [ 30.48128342 197.51871658],0
r4,1,0.004682,7.998476,[145   4] ; [205  24],[137.96296296  11.03703704] ; [212.03703704  16.96296296],0
p12,1,0.009242,6.775453,[ 23 125] ; [ 16 209],[ 15.47453083 132.52546917] ; [ 23.52546917 201.47453083],0
d1,1,0.010903,6.481104,[107  42] ; [135  94],[95.39153439 53.60846561] ; [146.60846561  82.39153439],0
d5,1,0.011133,6.443886,[133  14] ; [185  44],[124.32446809  22.67553191] ; [193.67553191  35.32446809],0
p10,1,0.014934,5.924237,[135  13] ; [185  40],[126.97050938  21.02949062] ; [193.02949062  31.97050938],0
a5,1,0.022005,5.24537,[126  23] ; [171  58],[117.07142857  31.92857143] ; [179.92857143  49.07142857],0
p3,1,0.030383,4.687502,[95 52] ; [121 106],[84.89839572 62.10160428] ; [131.10160428  95.89839572],0
n2,1,0.042265,4.124568,[21  2] ; [24 11],[17.84482759  5.15517241] ; [27.15517241  7.84482759],0
p9,1,0.048269,3.900587,[135  12] ; [192  34],[128.87131367  18.12868633] ; [198.12868633  27.87131367],0
b5,1,0.054698,3.691263,[85 64] ; [153  76],[93.81481481 55.18518519] ; [144.18518519  84.81481481],0
p1,1,0.081322,3.038282,[ 20 129] ; [ 18 210],[ 15.01856764 133.98143236] ; [ 22.98143236 205.01856764],0
a6,1,0.083126,3.00269,[90 57] ; [160  69],[97.7393617 49.2606383] ; [152.2606383  76.7393617],0
p4,1,0.095114,2.785611,[108  38] ; [150  78],[100.71657754  45.28342246] ; [157.28342246  70.71657754],0
n5,1,0.113101,2.510354,[137  10] ; [202  27],[132.53457447  14.46542553] ; [206.46542553  22.53457447],0
r1,1,0.11369,2.502163,[132  16] ; [190  38],[126.74468085  21.25531915] ; [195.25531915  32.74468085],0
v4,1,0.115417,2.478439,[145   3] ; [215  12],[142.08   5.92] ; [217.92   9.08],0
d2,1,0.118826,2.432724,[84 63] ; [112 117],[76.62765957 70.37234043] ; [119.37234043 109.62765957],0
n6,1,0.142869,2.146786,[135  11] ; [200  28],[130.77540107  15.22459893] ; [204.22459893  23.77540107],0
a4,1,0.145788,2.115779,[80 69] ; [104 122],[73.10933333 75.89066667] ; [110.89066667 115.10933333],0
a2,1,0.152532,2.046742,[ 45 104] ; [ 54 175],[ 39.02380952 109.97619048] ; [ 59.97619048 169.02380952],0
u1,1,0.159026,1.983465,[ 37 112] ; [ 43 186],[ 31.53439153 117.46560847] ; [ 48.46560847 180.53439153],0
b4,1,0.165155,1.926378,[94 55] ; [128 101],[87.50793651 61.49206349] ; [134.49206349  94.50793651],0
a7,1,0.215506,1.53405,[101  48] ; [168  60],[106.31564987  42.68435013] ; [162.68435013  65.31564987],0
b2,1,0.253225,1.305425,[45 52] ; [61 95],[40.64031621 56.35968379] ; [65.35968379 90.64031621],0
b3,1,0.253225,1.305425,[45 52] ; [61 95],[40.64031621 56.35968379] ; [65.35968379 90.64031621],0
u3,1,0.331356,0.94359,[15  8] ; [37 32],[13. 10.] ; [39. 30.],0
d3,1,0.348774,0.877911,[110  38] ; [160  69],[105.99469496  42.00530504] ; [164.00530504  64.99469496],0
n1,1,0.408293,0.683766,[15  8] ; [19 16],[13.48275862  9.51724138] ; [20.51724138 14.48275862],0
v3,1,0.430545,0.621354,[81 66] ; [112 108],[77.30517711 69.69482289] ; [115.69482289 104.30517711],0
b1,1,0.509441,0.435216,[61 88] ; [ 86 143],[57.94444444 91.05555556] ; [ 89.05555556 139.94444444],0
u4,1,0.536789,0.381524,[  3 146] ; [  7 222],[  3.94179894 145.05820106] ; [  6.05820106 222.94179894],0
p2,1,0.556881,0.345133,[132  16] ; [197  29],[130.19251337  17.80748663] ; [198.80748663  27.19251337],0
a8,1,0.651058,0.204569,[ 23 113] ; [ 30 169],[ 21.51641791 114.48358209] ; [ 31.48358209 167.51641791],0
s1,1,0.683568,0.166137,[  4 141] ; [  8 219],[  4.67741935 140.32258065] ; [  7.32258065 219.67741935],0
a1,1,0.739996,0.110131,[  9 140] ; [ 12 217],[  8.27777778 140.72222222] ; [ 12.72222222 216.27777778],0
r2,1,0.754122,0.098099,[144   5] ; [217   9],[143.43733333   5.56266667] ; [217.56266667   8.43733333],0
p11,1,0.764958,0.089387,[126  23] ; [191  38],[124.95502646  24.04497354] ; [192.04497354  36.95502646],0
n3,1,0.778565,0.079068,[17  6] ; [27  8],[17.44827586  5.55172414] ; [26.55172414  8.44827586],0
u2,1,0.949199,0.004059,[12 11] ; [36 32],[12.13186813 10.86813187] ; [35.86813187 32.13186813],0
v2,1,0.968956,0.001515,[101  45] ; [154  68],[101.16847826  44.83152174] ; [153.83152174  68.16847826],0
r3,1,0.96921,0.00149,[143   6] ; [219   9],[143.07161804   5.92838196] ; [218.92838196   9.07161804],0
