Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.980731,[22 15] ; [ 4 41],[11.73170732 25.26829268] ; [14.26829268 30.73170732],1
s7,1,0.000247,13.43681,[20 16] ; [ 7 36],[12.30379747 23.69620253] ; [14.69620253 28.30379747],1
s8,1,0.001198,10.492717,[18 19] ; [ 7 38],[11.2804878 25.7195122] ; [13.7195122 31.2804878],0
p7,1,0.00444,8.094409,[24 13] ; [15 30],[17.59756098 19.40243902] ; [21.40243902 23.59756098],0
s6,1,0.007425,7.167178,[23 12] ; [16 29],[17.0625 17.9375] ; [21.9375 23.0625],0
r4,1,0.010745,6.507089,[29  8] ; [23 22],[23.46341463 13.53658537] ; [28.53658537 16.46341463],0
a4,1,0.014668,5.955882,[12 24] ; [ 5 40],[ 7.55555556 28.44444444] ; [ 9.44444444 35.55555556],0
a3,1,0.020757,5.347092,[20 17] ; [13 32],[14.8902439 22.1097561] ; [18.1097561 26.8902439],0
r3,1,0.022871,5.178245,[32  5] ; [29 16],[27.52439024  9.47560976] ; [33.47560976 11.52439024],0
p1,1,0.024026,5.092748,[ 6 31] ; [ 1 44],[ 3.15853659 33.84146341] ; [ 3.84146341 41.15853659],0
p2,1,0.036603,4.368787,[28  9] ; [24 21],[23.46341463 13.53658537] ; [28.53658537 16.46341463],0
b2,1,0.038493,4.283101,[ 5 23] ; [11 14],[ 8.45283019 19.54716981] ; [ 7.54716981 17.45283019],0
b3,1,0.038493,4.283101,[ 5 23] ; [11 14],[ 8.45283019 19.54716981] ; [ 7.54716981 17.45283019],0
s4,1,0.063585,3.441322,[10 27] ; [ 5 40],[ 6.76829268 30.23170732] ; [ 8.23170732 36.76829268],0
v3,1,0.068464,3.319476,[12 24] ; [ 7 37],[ 8.55 27.45] ; [10.45 33.55],0
n2,1,0.090926,2.857898,[12  2] ; [13  9],[9.72222222 4.27777778] ; [15.27777778  6.72222222],0
p10,1,0.099931,2.706639,[23 13] ; [20 24],[19.35 16.65] ; [23.65 20.35],0
v4,1,0.155566,2.016807,[32  3] ; [36  9],[29.75  5.25] ; [38.25  6.75],0
p4,1,0.15934,1.980478,[18 19] ; [15 30],[14.8902439 22.1097561] ; [18.1097561 26.8902439],0
b1,1,0.175869,1.832189,[15 22] ; [25 20],[18.04878049 18.95121951] ; [21.95121951 23.04878049],0
v2,1,0.192665,1.69712,[ 8 28] ; [15 27],[10.61538462 25.38461538] ; [12.38461538 29.61538462],0
d3,1,0.200174,1.641103,[ 9 28] ; [ 6 39],[ 6.76829268 30.23170732] ; [ 8.23170732 36.76829268],0
v1,1,0.207021,1.592138,[15 22] ; [12 32],[12.33333333 24.66666667] ; [14.66666667 29.33333333],0
u3,1,0.231427,1.43207,[ 4 13] ; [13 19],[ 5.89795918 11.10204082] ; [11.10204082 20.89795918],0
r2,1,0.235752,1.405817,[31  5] ; [34 11],[28.88888889  7.11111111] ; [36.11111111  8.88888889],0
s1,1,0.254945,1.296,[ 4 32] ; [ 2 43],[ 2.66666667 33.33333333] ; [ 3.33333333 41.66666667],0
r1,1,0.267168,1.231231,[21 16] ; [20 25],[18.5 18.5] ; [22.5 22.5],0
d5,1,0.268208,1.225889,[15 22] ; [13 32],[12.63414634 24.36585366] ; [15.36585366 29.63414634],0
p5,1,0.29844,1.081154,[ 5 32] ; [ 3 42],[ 3.6097561 33.3902439] ; [ 4.3902439 40.6097561],0
s5,1,0.314669,1.010976,[ 8 28] ; [ 6 38],[ 6.3 29.7] ; [ 7.7 36.3],0
a5,1,0.357097,0.848078,[16 21] ; [15 30],[13.98780488 23.01219512] ; [17.01219512 27.98780488],0
n3,1,0.362999,0.827491,[10  3] ; [13  8],[8.79411765 4.20588235] ; [14.20588235  6.79411765],0
b5,1,0.363029,0.827387,[16 21] ; [24 21],[18.04878049 18.95121951] ; [21.95121951 23.04878049],0
p8,1,0.374156,0.789814,[15 22] ; [14 31],[13.08536585 23.91463415] ; [15.91463415 29.08536585],0
n1,1,0.391504,0.734266,[4 9] ; [10 12],[5.2 7.8] ; [ 8.8 13.2],0
p11,1,0.408882,0.682048,[27 10] ; [29 16],[25.26829268 11.73170732] ; [30.73170732 14.26829268],0
u1,1,0.444859,0.583718,[ 2 35] ; [ 1 44],[ 1.35365854 35.64634146] ; [ 1.64634146 43.35365854],0
a8,1,0.445613,0.581787,[ 6 27] ; [ 5 37],[ 4.84 28.16] ; [ 6.16 35.84],0
b4,1,0.449664,0.571498,[22 15] ; [23 22],[20.30487805 16.69512195] ; [24.69512195 20.30487805],0
p6,1,0.473765,0.51318,[11 26] ; [10 34],[ 9.59259259 27.40740741] ; [11.40740741 32.59259259],0
n4,1,0.537051,0.381034,[27 10] ; [30 15],[25.7195122 11.2804878] ; [31.2804878 13.7195122],0
p3,1,0.567986,0.326064,[12 25] ; [12 33],[10.82926829 26.17073171] ; [13.17073171 31.82926829],0
n6,1,0.576428,0.312045,[26 11] ; [29 16],[24.81707317 12.18292683] ; [30.18292683 14.81707317],0
a6,1,0.609937,0.260267,[16 21] ; [22 23],[17.14634146 19.85365854] ; [20.85365854 24.14634146],0
n5,1,0.61414,0.25419,[27 10] ; [35 10],[27.97560976  9.02439024] ; [34.02439024 10.97560976],0
u2,1,0.715446,0.132898,[ 6 11] ; [13 19],[ 6.59183673 10.40816327] ; [12.40816327 19.59183673],0
p12,1,0.812258,0.056413,[ 2 35] ; [ 3 42],[ 2.25609756 34.74390244] ; [ 2.74390244 42.25609756],0
a2,1,0.840682,0.04041,[ 2 35] ; [ 2 43],[ 1.80487805 35.19512195] ; [ 2.19512195 42.80487805],0
d2,1,0.851853,0.034877,[10 27] ; [13 32],[10.37804878 26.62195122] ; [12.62195122 32.37804878],0
p9,1,0.904824,0.014297,[22 15] ; [25 18],[21.7375 15.2625] ; [25.2625 17.7375],0
