Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,51.8704,[10 33] ; [83 14],[28.56428571 14.43571429] ; [64.43571429 32.56428571],1
r3,1,0.0,28.200272,[21 22] ; [87 10],[33.17142857  9.82857143] ; [74.82857143 22.17142857],1
r2,1,0.000105,15.037063,[26 14] ; [89  8],[33.57664234  6.42335766] ; [81.42335766 15.57664234],1
v4,1,0.000235,13.531752,[25 17] ; [83 12],[33.10948905  8.89051095] ; [74.89051095 20.10948905],1
u2,1,0.001334,10.294557,[ 6 12] ; [26  7],[11.29411765  6.70588235] ; [20.70588235 12.29411765],0
a1,1,0.001651,9.901797,[ 8 35] ; [ 3 94],[ 3.37857143 39.62142857] ; [ 7.62142857 89.37857143],0
d4,1,0.003221,8.677953,[24 19] ; [76 19],[31.15942029 11.84057971] ; [68.84057971 26.15942029],0
d5,1,0.003558,8.496493,[22 21] ; [73 23],[29.38848921 13.61151079] ; [65.61151079 30.38848921],0
a5,1,0.005226,7.799532,[20 23] ; [69 28],[27.33571429 15.66428571] ; [61.66428571 35.33571429],0
v2,1,0.016333,5.766648,[10 31] ; [41 47],[16.20930233 24.79069767] ; [34.79069767 53.20930233],0
d3,1,0.01753,5.642518,[19 24] ; [63 33],[25.36690647 17.63309353] ; [56.63309353 39.36690647],0
a7,1,0.022287,5.223245,[22 21] ; [69 28],[27.95 15.05] ; [63.05 33.95],0
n5,1,0.024183,5.081434,[24 19] ; [34 62],[17.94244604 25.05755396] ; [40.05755396 55.94244604],0
d1,1,0.030583,4.676219,[12 31] ; [46 51],[17.81428571 25.18571429] ; [40.18571429 56.81428571],0
b1,1,0.043875,4.061376,[27 16] ; [43 54],[21.5 21.5] ; [48.5 48.5],0
p8,1,0.044931,4.021214,[ 7 34] ; [33 64],[11.88405797 29.11594203] ; [28.11594203 68.88405797],0
u3,1,0.04589,3.985646,[ 8 10] ; [24  9],[11.29411765  6.70588235] ; [20.70588235 12.29411765],0
p11,1,0.046776,3.953427,[17 26] ; [56 41],[22.42142857 20.57857143] ; [50.57857143 46.42142857],0
p2,1,0.072644,3.222249,[21 22] ; [63 34],[25.8 17.2] ; [58.2 38.8],0
v3,1,0.082621,3.012571,[ 7 35] ; [27 60],[11.06976744 30.93023256] ; [22.93023256 64.06976744],0
s4,1,0.099174,2.718772,[ 7 36] ; [ 7 90],[ 4.3 38.7] ; [ 9.7 87.3],0
s8,1,0.112597,2.517382,[ 7 36] ; [28 69],[10.75 32.25] ; [24.25 72.75],0
b4,1,0.115123,2.482445,[20 23] ; [59 38],[24.26428571 18.73571429] ; [54.73571429 42.26428571],0
p1,1,0.175766,1.833062,[ 5 38] ; [ 5 91],[ 3.09352518 39.90647482] ; [ 6.90647482 89.09352518],0
b5,1,0.178898,1.806751,[20 23] ; [57 40],[23.65 19.35] ; [53.35 43.65],0
u1,1,0.187536,1.736873,[ 1 42] ; [ 8 89],[ 2.76428571 40.23571429] ; [ 6.23571429 90.76428571],0
a6,1,0.219775,1.505838,[24 19] ; [64 32],[27.22302158 15.77697842] ; [60.77697842 35.22302158],0
p3,1,0.271077,1.211288,[ 9 34] ; [29 68],[11.67142857 31.32857143] ; [26.32857143 70.67142857],0
s6,1,0.342696,0.90032,[16 27] ; [44 52],[18.56115108 24.43884892] ; [41.43884892 54.56115108],0
a4,1,0.367448,0.812275,[13 30] ; [37 60],[15.35714286 27.64285714] ; [34.64285714 62.35714286],0
s3,1,0.376065,0.783526,[18 24] ; [49 47],[20.39130435 21.60869565] ; [46.60869565 49.39130435],0
d2,1,0.387579,0.746524,[19 24] ; [35 61],[16.70503597 26.29496403] ; [37.29496403 58.70503597],0
a3,1,0.397336,0.716373,[25 18] ; [63 33],[27.22302158 15.77697842] ; [60.77697842 35.22302158],0
n1,1,0.408501,0.68316,[7 8] ; [12 23],[5.7 9.3] ; [13.3 21.7],0
p10,1,0.411173,0.675406,[20 22] ; [53 43],[22.2173913 19.7826087] ; [50.7826087 45.2173913],0
p7,1,0.452777,0.563692,[15 27] ; [40 54],[16.98529412 25.01470588] ; [38.01470588 55.98529412],0
s1,1,0.558715,0.341934,[ 2 41] ; [ 7 89],[ 2.78417266 40.21582734] ; [ 6.21582734 89.78417266],0
v1,1,0.595615,0.28166,[14 27] ; [37 58],[15.375 25.625] ; [35.625 59.375],0
p5,1,0.60548,0.26681,[ 1 41] ; [ 4 92],[ 1.52173913 40.47826087] ; [ 3.47826087 92.52173913],0
s2,1,0.631407,0.230158,[13 30] ; [33 63],[14.23021583 28.76978417] ; [31.76978417 64.23021583],0
p4,1,0.631407,0.230158,[13 30] ; [33 63],[14.23021583 28.76978417] ; [31.76978417 64.23021583],0
s7,1,0.635746,0.224349,[11 31] ; [26 60],[12.140625 29.859375] ; [24.859375 61.140625],0
a2,1,0.703091,0.145276,[ 6 37] ; [16 81],[ 6.75714286 36.24285714] ; [15.24285714 81.75714286],0
s5,1,0.744062,0.106588,[ 6 37] ; [15 78],[ 6.63970588 36.36029412] ; [14.36029412 78.63970588],0
b3,1,0.761177,0.092377,[ 8 21] ; [14 43],[ 7.41860465 21.58139535] ; [14.58139535 42.41860465],0
b2,1,0.761177,0.092377,[ 8 21] ; [14 43],[ 7.41860465 21.58139535] ; [14.58139535 42.41860465],0
n4,1,0.877168,0.023889,[22 21] ; [51 46],[22.42142857 20.57857143] ; [50.57857143 46.42142857],0
a8,1,0.883623,0.021426,[ 4 39] ; [ 9 80],[ 4.23484848 38.76515152] ; [ 8.76515152 80.23484848],0
p9,1,0.921477,0.009717,[25 17] ; [58 38],[25.26086957 16.73913043] ; [57.73913043 38.26086957],0
p12,1,0.93449,0.006756,[ 1 42] ; [ 2 93],[ 0.93478261 42.06521739] ; [ 2.06521739 92.93478261],0
n3,1,0.938323,0.005987,[10  6] ; [21 12],[10.12244898  5.87755102] ; [20.87755102 12.12244898],0
n2,1,0.980472,0.000599,[10  6] ; [22 13],[10.03921569  5.96078431] ; [21.96078431 13.03921569],0
