Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,39.860701,[ 9 19] ; [90 11],[21.48837209  6.51162791] ; [77.51162791 23.48837209],1
p2,1,0.000233,13.543629,[11 17] ; [76 24],[19.03125  8.96875] ; [67.96875 32.03125],1
p8,1,0.000716,11.447482,[ 2 26] ; [41 58],[ 9.48031496 18.51968504] ; [33.51968504 65.48031496],1
p11,1,0.004272,8.164227,[15 13] ; [81 20],[20.8372093  7.1627907] ; [75.1627907 25.8372093],0
s1,1,0.009617,6.704481,[ 5 22] ; [ 4 95],[ 1.92857143 25.07142857] ; [ 7.07142857 91.92857143],0
b1,1,0.010072,6.622192,[16 12] ; [31 70],[10.20155039 17.79844961] ; [36.79844961 64.20155039],0
r4,1,0.010178,6.603535,[19  9] ; [89 12],[23.44186047  4.55813953] ; [84.55813953 16.44186047],0
r3,1,0.019618,5.445607,[22  5] ; [96  5],[24.890625  2.109375] ; [93.109375  7.890625],0
u3,1,0.020212,5.393498,[8 1] ; [13 16],[4.97368421 4.02631579] ; [16.02631579 12.97368421],0
v2,1,0.027196,4.878326,[16 12] ; [78 22],[20.5625  7.4375] ; [73.4375 26.5625],0
s8,1,0.039351,4.245645,[ 8 20] ; [51 50],[12.80620155 15.19379845] ; [46.19379845 54.80620155],0
p7,1,0.055775,3.658778,[ 9 18] ; [52 44],[13.3902439 13.6097561] ; [47.6097561 48.3902439],0
n1,1,0.069436,3.296314,[4 4] ; [ 4 19],[2.06451613 5.93548387] ; [ 5.93548387 17.06451613],0
a5,1,0.078769,3.090125,[16 12] ; [75 26],[19.75193798  8.24806202] ; [71.24806202 29.75193798],0
s6,1,0.081496,3.034817,[13 15] ; [64 35],[16.97637795 11.02362205] ; [60.02362205 38.97637795],0
v4,1,0.086213,2.943706,[24  4] ; [96  5],[26.04651163  1.95348837] ; [93.95348837  7.04651163],0
d1,1,0.107761,2.586753,[11 17] ; [57 44],[14.75968992 13.24031008] ; [53.24031008 47.75968992],0
u1,1,0.109087,2.567398,[ 1 27] ; [15 86],[ 3.47286822 24.52713178] ; [12.52713178 88.47286822],0
n6,1,0.125611,2.345928,[20  8] ; [85 16],[22.79069767  5.20930233] ; [82.20930233 18.79069767],0
s3,1,0.141384,2.162826,[11 17] ; [55 45],[14.4375 13.5625] ; [51.5625 48.4375],0
s2,1,0.165699,1.921428,[10 18] ; [51 50],[13.24031008 14.75968992] ; [47.75968992 53.24031008],0
d3,1,0.214252,1.542457,[15 13] ; [67 34],[17.79844961 10.20155039] ; [64.20155039 36.79844961],0
p1,1,0.238044,1.392143,[ 1 27] ; [11 90],[ 2.60465116 25.39534884] ; [ 9.39534884 91.60465116],0
p6,1,0.24156,1.371465,[ 3 25] ; [20 78],[ 5.11111111 22.88888889] ; [17.88888889 80.11111111],0
r1,1,0.25623,1.289014,[19  9] ; [79 22],[21.27131783  6.72868217] ; [76.72868217 24.27131783],0
u2,1,0.311898,1.022623,[6 2] ; [16 13],[4.75675676 3.24324324] ; [17.24324324 11.75675676],0
s5,1,0.321844,0.981437,[ 4 23] ; [23 74],[ 5.87903226 21.12096774] ; [21.12096774 75.87903226],0
a7,1,0.346712,0.885454,[17 10] ; [73 28],[18.984375  8.015625] ; [71.015625 29.984375],0
b2,1,0.354335,0.857872,[ 4 12] ; [21 35],[ 5.55555556 10.44444444] ; [19.44444444 36.55555556],0
b3,1,0.354335,0.857872,[ 4 12] ; [21 35],[ 5.55555556 10.44444444] ; [19.44444444 36.55555556],0
d5,1,0.368486,0.808764,[19  9] ; [77 24],[20.8372093  7.1627907] ; [75.1627907 25.8372093],0
n4,1,0.444743,0.584014,[23  5] ; [76 25],[21.48837209  6.51162791] ; [77.51162791 23.48837209],0
a4,1,0.495059,0.465513,[11 17] ; [47 54],[12.58914729 15.41085271] ; [45.41085271 55.58914729],0
a2,1,0.506875,0.440513,[ 4 24] ; [20 81],[ 5.20930233 22.79069767] ; [18.79069767 82.20930233],0
s7,1,0.520248,0.413401,[10 14] ; [48 50],[11.40983607 12.59016393] ; [46.59016393 51.40983607],0
n2,1,0.53621,0.382609,[7 2] ; [16  8],[6.27272727 2.72727273] ; [16.72727273  7.27272727],0
v1,1,0.537417,0.380347,[14 14] ; [56 43],[15.43307087 12.56692913] ; [54.56692913 44.43307087],0
s4,1,0.576134,0.312526,[ 3 25] ; [15 86],[ 3.90697674 24.09302326] ; [14.09302326 86.90697674],0
b4,1,0.59386,0.284356,[19  9] ; [63 38],[17.79844961 10.20155039] ; [64.20155039 36.79844961],0
n3,1,0.632142,0.229167,[6 3] ; [18  6],[6.54545455 2.45454545] ; [17.45454545  6.54545455],0
a1,1,0.656611,0.197666,[ 2 26] ; [10 91],[ 2.60465116 25.39534884] ; [ 9.39534884 91.60465116],0
a8,1,0.664128,0.188548,[ 3 23] ; [14 80],[ 3.68333333 22.31666667] ; [13.31666667 80.68333333],0
a3,1,0.669068,0.182694,[19  9] ; [72 28],[19.90625  8.09375] ; [71.09375 28.90625],0
a6,1,0.676126,0.174519,[17 11] ; [65 35],[17.9375 10.0625] ; [64.0625 35.9375],0
n5,1,0.724612,0.124116,[19  9] ; [72 29],[19.75193798  8.24806202] ; [71.24806202 29.75193798],0
