Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,41.686349,[276  24] ; [31 21],[261.64772727  38.35227273] ; [45.35227273  6.64772727],1
s7,1,0.000424,12.422326,[236  50] ; [31 20],[226.59347181  59.40652819] ; [40.40652819 10.59347181],1
v1,1,0.001038,10.759403,[191 101] ; [20 29],[180.68035191 111.31964809] ; [30.31964809 18.68035191],0
p4,1,0.012019,6.308103,[214  86] ; [28 24],[206.25  93.75] ; [35.75 16.25],0
p8,1,0.015949,5.808462,[183 112] ; [23 29],[175.129683 119.870317] ; [30.870317 21.129683],0
p5,1,0.025502,4.989444,[ 54 243] ; [ 3 49],[ 48.50716332 248.49283668] ; [ 8.49283668 43.50716332],0
v3,1,0.025921,4.961272,[151 140] ; [17 32],[143.78823529 147.21176471] ; [24.21176471 24.78823529],0
p10,1,0.041574,4.152462,[268  30] ; [40 10],[263.74712644  34.25287356] ; [44.25287356  5.74712644],0
b3,1,0.046939,3.947561,[ 96 110] ; [10 25],[ 90.60580913 115.39419087] ; [15.39419087 19.60580913],0
b2,1,0.046939,3.947561,[ 96 110] ; [10 25],[ 90.60580913 115.39419087] ; [15.39419087 19.60580913],0
p12,1,0.049889,3.845176,[ 40 258] ; [ 2 50],[ 35.76 262.24] ; [ 6.24 45.76],0
a7,1,0.057916,3.596085,[203  97] ; [42 10],[208.80681818  91.19318182] ; [36.19318182 15.80681818],0
n3,1,0.064092,3.428196,[40 20] ; [12  1],[42.73972603 17.26027397] ; [9.26027397 3.73972603],0
r1,1,0.069201,3.301876,[259  40] ; [40 12],[254.7037037  44.2962963] ; [44.2962963  7.7037037],0
p3,1,0.07697,3.127756,[184 117] ; [25 27],[178.21246459 122.78753541] ; [30.78753541 21.21246459],0
s5,1,0.081407,3.036589,[134 152] ; [16 32],[128.44311377 157.55688623] ; [21.55688623 26.44311377],0
s3,1,0.099206,2.718257,[227  71] ; [34 18],[222.22285714  75.77714286] ; [38.77714286 13.22285714],0
b1,1,0.110328,2.549517,[122 179] ; [15 37],[116.81869688 184.18130312] ; [20.18130312 31.81869688],0
s2,1,0.110552,2.546317,[221  77] ; [33 19],[216.26285714  81.73714286] ; [37.73714286 14.26285714],0
p6,1,0.116101,2.469143,[149 149] ; [19 31],[143.86206897 154.13793103] ; [24.13793103 25.86206897],0
d1,1,0.128479,2.310782,[206  95] ; [30 22],[201.23512748  99.76487252] ; [34.76487252 17.23512748],0
p11,1,0.184504,1.760969,[249  52] ; [39 13],[245.57507082  55.42492918] ; [42.42492918  9.57507082],0
n1,1,0.226517,1.462599,[30 31] ; [4 9],[28.02702703 32.97297297] ; [5.97297297 7.02702703],0
