Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.001491,10.090079,[101 186] ; [26 17],[110.45151515 176.54848485] ; [16.54848485 26.45151515],0
n4,1,0.00363,8.460443,[253  41] ; [31 14],[246.30088496  47.69911504] ; [37.69911504  7.30088496],0
s6,1,0.00392,8.320634,[194  97] ; [38  5],[202.13173653  88.86826347] ; [29.86826347 13.13173653],0
n5,1,0.007801,7.078551,[245  49] ; [30 15],[238.49557522  55.50442478] ; [36.50442478  8.49557522],0
s3,1,0.015881,5.816034,[160 127] ; [33 11],[167.34441088 119.65558912] ; [25.65558912 18.34441088],0
s2,1,0.029021,4.766382,[155 138] ; [31 13],[161.71513353 131.28486647] ; [24.28486647 19.71513353],0
v1,1,0.038189,4.296587,[200  90] ; [24 21],[193.91044776  96.08955224] ; [30.08955224 14.91044776],0
s7,1,0.074263,3.186177,[155 121] ; [31 13],[160.425 115.575] ; [25.575 18.425],0
b2,1,0.146587,2.107414,[ 79 110] ; [ 7 19],[ 75.6 113.4] ; [10.4 15.6],0
b3,1,0.146587,2.107414,[ 79 110] ; [ 7 19],[ 75.6 113.4] ; [10.4 15.6],0
n1,1,0.155725,2.01526,[19 34] ; [ 2 11],[16.86363636 36.13636364] ; [4.13636364 8.86363636],0
v2,1,0.163663,1.940051,[231  57] ; [32 13],[227.45945946  60.54054054] ; [35.54054054  9.45945946],0
p11,1,0.170378,1.879613,[241  53] ; [33 12],[237.62831858  56.37168142] ; [36.37168142  8.62831858],0
a8,1,0.231313,1.43277,[ 38 225] ; [ 3 37],[ 35.58745875 227.41254125] ; [ 5.41254125 34.58745875],0
r4,1,0.235208,1.40909,[274  20] ; [44  1],[275.78761062  18.21238938] ; [42.21238938  2.78761062],0
a3,1,0.266076,1.236863,[217  74] ; [37  8],[219.98214286  71.01785714] ; [34.01785714 10.98214286],0
s8,1,0.271486,1.209222,[149 142] ; [27 18],[152.42857143 138.57142857] ; [23.57142857 21.42857143],0
d3,1,0.317203,1.000446,[206  86] ; [35 10],[208.8189911  83.1810089] ; [32.1810089 12.8189911],0
r1,1,0.318023,0.997059,[252  42] ; [36  9],[249.7699115  44.2300885] ; [38.2300885  6.7699115],0
p1,1,0.32017,0.988251,[ 34 258] ; [ 3 42],[ 32.05934718 259.94065282] ; [ 4.94065282 40.05934718],0
a5,1,0.347674,0.881929,[227  66] ; [32 13],[224.51775148  68.48224852] ; [34.48224852 10.51775148],0
p7,1,0.387759,0.745957,[194  89] ; [33 11],[196.45565749  86.54434251] ; [30.54434251 13.45565749],0
a7,1,0.418023,0.655867,[211  80] ; [30 15],[208.72321429  82.27678571] ; [32.27678571 12.72321429],0
u1,1,0.430186,0.62232,[ 57 237] ; [11 34],[ 58.97345133 235.02654867] ; [ 9.02654867 35.97345133],0
p12,1,0.461148,0.543108,[ 37 253] ; [ 4 41],[ 35.49253731 254.50746269] ; [ 5.50746269 39.49253731],0
a4,1,0.528269,0.397721,[138 154] ; [19 26],[136.03560831 155.96439169] ; [20.96439169 24.03560831],0
p5,1,0.55424,0.349776,[ 49 242] ; [ 6 39],[ 47.63392857 243.36607143] ; [ 7.36607143 37.63392857],0
b1,1,0.597147,0.279321,[110 184] ; [15 30],[108.40707965 185.59292035] ; [16.59292035 28.40707965],0
r3,1,0.60509,0.267387,[282  11] ; [44  1],[282.59763314  10.40236686] ; [43.40236686  1.59763314],0
d4,1,0.623103,0.24153,[243  47] ; [39  6],[244.11940299  45.88059701] ; [37.88059701  7.11940299],0
p3,1,0.650242,0.205595,[163 126] ; [27 18],[164.4011976 124.5988024] ; [25.5988024 19.4011976],0
d1,1,0.65854,0.195302,[186 108] ; [30 15],[187.32743363 106.67256637] ; [28.67256637 16.32743363],0
p4,1,0.659216,0.194478,[182 105] ; [27 18],[180.67168675 106.32831325] ; [28.32831325 16.67168675],0
a6,1,0.665168,0.187306,[197  94] ; [29 16],[195.73214286  95.26785714] ; [30.26785714 14.73214286],0
r2,1,0.670132,0.181448,[281  10] ; [44  1],[281.47321429   9.52678571] ; [43.52678571  1.47321429],0
b5,1,0.676867,0.173674,[173 121] ; [25 20],[171.71681416 122.28318584] ; [26.28318584 18.71681416],0
p2,1,0.699043,0.14947,[245  45] ; [37  8],[244.11940299  45.88059701] ; [37.88059701  7.11940299],0
p10,1,0.740771,0.109451,[245  44] ; [39  6],[245.73652695  43.26347305] ; [38.26347305  6.73652695],0
s1,1,0.743978,0.106661,[  9 280] ; [ 1 44],[  8.65269461 280.34730539] ; [ 1.34730539 43.65269461],0
p6,1,0.790627,0.070488,[111 175] ; [18 26],[111.8 174.2] ; [17.2 26.8],0
b4,1,0.830008,0.046092,[178 116] ; [28 17],[178.65486726 115.34513274] ; [27.34513274 17.65486726],0
a1,1,0.845297,0.038073,[ 22 272] ; [ 3 42],[ 21.68141593 272.31858407] ; [ 3.31858407 41.68141593],0
u4,1,0.846286,0.037581,[  8 286] ; [ 1 44],[  7.80530973 286.19469027] ; [ 1.19469027 43.80530973],0
d2,1,0.856868,0.032531,[151 140] ; [24 21],[151.5625 139.4375] ; [23.4375 21.5625],0
u3,1,0.856918,0.032508,[45 31] ; [5 3],[45.23809524 30.76190476] ; [4.76190476 3.23809524],0
n3,1,0.874969,0.024759,[40 16] ; [9 4],[39.76811594 16.23188406] ; [9.23188406 3.76811594],0
p8,1,0.878356,0.023425,[166 120] ; [25 19],[165.53333333 120.46666667] ; [25.46666667 18.53333333],0
a2,1,0.878388,0.023413,[ 75 219] ; [11 34],[ 74.5840708 219.4159292] ; [11.4159292 33.5840708],0
n2,1,0.884739,0.021015,[42 14] ; [10  3],[42.20289855 13.79710145] ; [9.79710145 3.20289855],0
u2,1,0.913421,0.011821,[46 30] ; [5 3],[46.14285714 29.85714286] ; [4.85714286 3.14285714],0
d5,1,0.913783,0.011722,[242  50] ; [37  8],[241.74480712  50.25519288] ; [37.25519288  7.74480712],0
n6,1,0.91718,0.010813,[258  34] ; [40  5],[258.20771513  33.79228487] ; [39.79228487  5.20771513],0
