Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000163,14.213913,[95 42] ; [19 30],[83.96774194 53.03225806] ; [30.03225806 18.96774194],1
a5,1,0.003597,8.476891,[119  19] ; [33 16],[112.17112299  25.82887701] ; [39.82887701  9.17112299],0
d1,1,0.005394,7.742225,[98 40] ; [24 25],[90.03208556 47.96791444] ; [31.96791444 17.03208556],0
v3,1,0.009356,6.753569,[75 61] ; [16 32],[67.26086957 68.73913043] ; [23.73913043 24.26086957],0
a6,1,0.009399,6.74545,[93 44] ; [23 26],[85.44086022 51.55913978] ; [30.55913978 18.44086022],0
v4,1,0.020703,5.351586,[135   2] ; [44  4],[132.55675676   4.44324324] ; [46.44324324  1.55675676],0
u1,1,0.02722,4.876818,[42 96] ; [ 7 42],[ 36.16042781 101.83957219] ; [12.83957219 36.16042781],0
b4,1,0.029767,4.722719,[77 61] ; [36 13],[83.39037433 54.60962567] ; [29.60962567 19.39037433],0
v2,1,0.041792,4.143617,[91 44] ; [25 24],[85.10869565 49.89130435] ; [30.89130435 18.10869565],0
r4,1,0.052644,3.75517,[132   6] ; [43  6],[129.14438503   8.85561497] ; [45.85561497  3.14438503],0
p10,1,0.068164,3.326691,[125  12] ; [40  9],[121.53225806  15.46774194] ; [43.46774194  5.53225806],0
r1,1,0.069324,3.298951,[120  16] ; [38 11],[116.15135135  19.84864865] ; [41.84864865  7.15135135],0
b1,1,0.09613,2.768604,[61 77] ; [15 34],[56.0855615 81.9144385] ; [19.9144385 29.0855615],0
a3,1,0.123121,2.377161,[119  18] ; [38 11],[115.63978495  21.36021505] ; [41.36021505  7.63978495],0
n5,1,0.137787,2.2025,[115  21] ; [36 12],[111.60869565  24.39130435] ; [39.39130435  8.60869565],0
d5,1,0.172491,1.861161,[120  17] ; [39 10],[117.11290323  19.88709677] ; [41.88709677  7.11290323],0
s1,1,0.20267,1.623031,[  5 130] ; [ 4 44],[  6.63934426 128.36065574] ; [ 2.36065574 45.63934426],0
p8,1,0.224325,1.476485,[86 50] ; [25 22],[82.49180328 53.50819672] ; [28.50819672 18.49180328],0
d2,1,0.239011,1.386417,[81 57] ; [24 25],[77.48663102 60.51336898] ; [27.51336898 21.48663102],0
p12,1,0.255137,1.294956,[ 20 118] ; [ 4 45],[ 17.71122995 120.28877005] ; [ 6.28877005 42.71122995],0
n6,1,0.266622,1.234046,[123  12] ; [41  7],[120.98360656  14.01639344] ; [43.01639344  4.98360656],0
p5,1,0.270185,1.215806,[ 33 105] ; [ 8 41],[ 30.25668449 107.74331551] ; [10.74331551 38.25668449],0
a2,1,0.288877,1.124846,[45 93] ; [12 37],[42.06417112 95.93582888] ; [14.93582888 34.06417112],0
d4,1,0.301925,1.065671,[120  17] ; [40  9],[117.84946237  19.15053763] ; [42.15053763  6.84946237],0
p7,1,0.304096,1.056143,[106  28] ; [33 13],[103.47777778  30.52222222] ; [35.52222222 10.47777778],0
d3,1,0.324914,0.969061,[103  35] ; [33 16],[100.36363636  37.63636364] ; [35.63636364 13.36363636],0
n1,1,0.373717,0.791268,[23 15] ; [5 6],[21.71428571 16.28571429] ; [6.28571429 4.71428571],0
n3,1,0.396946,0.717559,[28 10] ; [6 4],[26.91666667 11.08333333] ; [7.08333333 2.91666667],0
s6,1,0.416348,0.660602,[130   7] ; [44  4],[128.85405405   8.14594595] ; [45.14594595  2.85405405],0
