Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.048328,3.898526,[5 1] ; [2 5],[3.23076923 2.76923077] ; [3.76923077 3.23076923],0
a4,1,0.094264,2.8,[4 3] ; [1 6],[2.5 4.5] ; [2.5 4.5],0
b1,1,0.108809,2.571429,[2 5] ; [5 2],[3.5 3.5] ; [3.5 3.5],0
s8,1,0.169583,1.886621,[4 2] ; [2 5],[2.76923077 3.23076923] ; [3.23076923 3.76923077],0
s7,1,0.169583,1.886621,[5 2] ; [2 4],[3.76923077 3.23076923] ; [3.23076923 2.76923077],0
s3,1,0.169583,1.886621,[5 2] ; [2 4],[3.76923077 3.23076923] ; [3.23076923 2.76923077],0
p9,1,0.236724,1.4,[6 1] ; [4 3],[5. 2.] ; [5. 2.],0
v3,1,0.236724,1.4,[4 3] ; [6 1],[5. 2.] ; [5. 2.],0
r3,1,0.236724,1.4,[4 3] ; [6 1],[5. 2.] ; [5. 2.],0
b5,1,0.236724,1.4,[4 3] ; [6 1],[5. 2.] ; [5. 2.],0
a7,1,0.236724,1.4,[6 1] ; [4 3],[5. 2.] ; [5. 2.],0
p12,1,0.236724,1.4,[3 4] ; [1 6],[2. 5.] ; [2. 5.],0
v1,1,0.280087,1.166667,[5 2] ; [3 4],[4. 3.] ; [4. 3.],0
b2,1,0.303052,1.060714,[3 3] ; [1 4],[2.18181818 3.81818182] ; [1.81818182 3.18181818],0
b3,1,0.303052,1.060714,[3 3] ; [1 4],[2.18181818 3.81818182] ; [1.81818182 3.18181818],0
p7,1,0.390636,0.736961,[4 2] ; [3 4],[3.23076923 2.76923077] ; [3.76923077 3.23076923],0
u2,1,0.414216,0.666667,[1 2] ; [2 1],[1.5 1.5] ; [1.5 1.5],0
u3,1,0.414216,0.666667,[2 1] ; [1 2],[1.5 1.5] ; [1.5 1.5],0
p11,1,0.514828,0.424242,[6 1] ; [5 2],[5.5 1.5] ; [5.5 1.5],0
b4,1,0.514828,0.424242,[6 1] ; [5 2],[5.5 1.5] ; [5.5 1.5],0
s1,1,0.514828,0.424242,[1 6] ; [2 5],[1.5 5.5] ; [1.5 5.5],0
r1,1,0.514828,0.424242,[6 1] ; [5 2],[5.5 1.5] ; [5.5 1.5],0
p4,1,0.558185,0.342857,[4 2] ; [3 3],[3.5 2.5] ; [3.5 2.5],0
s2,1,0.576999,0.311111,[3 4] ; [2 5],[2.5 4.5] ; [2.5 4.5],0
p8,1,0.576999,0.311111,[5 2] ; [4 3],[4.5 2.5] ; [4.5 2.5],0
v2,1,0.576999,0.311111,[3 4] ; [2 5],[2.5 4.5] ; [2.5 4.5],0
p3,1,0.796762,0.066327,[3 3] ; [3 4],[2.76923077 3.23076923] ; [3.23076923 3.76923077],0
p10,1,0.852876,0.034392,[5 2] ; [4 2],[4.84615385 2.15384615] ; [4.15384615 1.84615385],0
s5,1,1.0,0.0,[4 3] ; [4 3],[4. 3.] ; [4. 3.],0
a3,1,1.0,0.0,[4 3] ; [4 3],[4. 3.] ; [4. 3.],0
p6,1,1.0,0.0,[3 4] ; [3 4],[3. 4.] ; [3. 4.],0
