Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,85.211417,[528  13] ; [75 27],[507.34525661  33.65474339] ; [95.65474339  6.34525661],1
a5,1,3e-06,21.648673,[421 120] ; [57 45],[402.17418351 138.82581649] ; [75.82581649 26.17418351],1
u1,1,1.7e-05,18.49384,[136 405] ; [ 6 96],[119.47433904 421.52566096] ; [22.52566096 79.47433904],1
d1,1,6.3e-05,16.010511,[357 184] ; [46 56],[339.07153966 201.92846034] ; [63.92846034 38.07153966],1
v2,1,0.000129,14.659298,[318 198] ; [41 59],[300.72077922 215.27922078] ; [58.27922078 41.72077922],1
a2,1,0.000153,14.339832,[175 366] ; [14 88],[159.01866252 381.98133748] ; [29.98133748 72.01866252],1
r3,1,0.000176,14.066597,[523  15] ; [91 11],[516.14375  21.85625] ; [97.85625  4.14375],1
a4,1,0.000295,13.101861,[258 281] ; [29 73],[241.33073323 297.66926677] ; [45.66926677 56.33073323],1
v4,1,0.000528,12.012726,[528  12] ; [92  9],[522.30889236  17.69110764] ; [97.69110764  3.30889236],1
d2,1,0.001302,10.340144,[278 260] ; [35 67],[263.115625 274.884375] ; [49.884375 52.115625],0
p4,1,0.001379,10.233944,[337 198] ; [47 55],[322.51177394 212.48822606] ; [61.48822606 40.51177394],0
s6,1,0.001691,9.858447,[370 161] ; [53 46],[356.52857143 174.47142857] ; [66.47142857 32.52857143],0
n4,1,0.001799,9.744485,[422 118] ; [65 37],[409.62616822 130.37383178] ; [77.37383178 24.62616822],0
d3,1,0.003621,8.464601,[433 106] ; [68 33],[421.9359375 117.0640625] ; [79.0640625 21.9359375],0
a6,1,0.008124,7.005891,[428 110] ; [69 33],[417.790625 120.209375] ; [79.209375 22.790625],0
d4,1,0.008143,7.001667,[463  76] ; [77 25],[454.07176287  84.92823713] ; [85.92823713 16.07176287],0
a3,1,0.014907,5.92742,[396 142] ; [63 39],[385.846875 152.153125] ; [73.153125 28.846875],0
