Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,50.912689,[39  8] ; [13 62],[20.03278689 26.96721311] ; [31.96721311 43.03278689],1
s6,1,2e-06,22.269734,[43  7] ; [35 44],[30.23255814 19.76744186] ; [47.76744186 31.23255814],1
p9,1,8.9e-05,15.361876,[41  9] ; [38 42],[30.38461538 19.61538462] ; [48.61538462 31.38461538],1
d5,1,0.000267,13.289012,[45  6] ; [46 33],[35.7 15.3] ; [55.3 23.7],1
s2,1,0.00047,12.229369,[33 18] ; [26 52],[23.3255814 27.6744186] ; [35.6744186 42.3255814],1
d2,1,0.000501,12.111746,[34 17] ; [28 51],[24.32307692 26.67692308] ; [37.67692308 41.32307692],1
n6,1,0.002087,9.471005,[44  7] ; [49 31],[36.20610687 14.79389313] ; [56.79389313 23.20610687],0
a5,1,0.00299,8.813611,[41 10] ; [44 36],[33.09160305 17.90839695] ; [51.90839695 28.09160305],0
s3,1,0.003437,8.559584,[34 17] ; [31 46],[25.8984375 25.1015625] ; [39.1015625 37.8984375],0
v1,1,0.007351,7.1851,[27 22] ; [25 55],[19.75193798 29.24806202] ; [32.24806202 47.75193798],0
p10,1,0.008388,6.948674,[37 13] ; [40 39],[29.84496124 20.15503876] ; [47.15503876 31.84496124],0
d1,1,0.010422,6.561356,[34 17] ; [35 45],[26.86259542 24.13740458] ; [42.13740458 37.86259542],0
s5,1,0.01267,6.214606,[19 28] ; [15 61],[12.99186992 34.00813008] ; [21.00813008 54.99186992],0
u1,1,0.018462,5.551794,[13 38] ; [ 8 72],[ 8.17557252 42.82442748] ; [12.82442748 67.17557252],0
s1,1,0.020272,5.388304,[ 1 50] ; [11 67],[ 4.74418605 46.25581395] ; [ 7.25581395 70.74418605],0
r4,1,0.020655,5.355658,[49  2] ; [66 14],[44.77099237  6.22900763] ; [70.22900763  9.77099237],0
n4,1,0.021234,5.307461,[41 10] ; [49 31],[35.03816794 15.96183206] ; [54.96183206 25.03816794],0
n5,1,0.023128,5.158864,[39 12] ; [45 34],[32.95384615 18.04615385] ; [51.04615385 27.95384615],0
p6,1,0.03379,4.505277,[14 37] ; [10 69],[ 9.41538462 41.58461538] ; [14.58461538 64.41538462],0
v4,1,0.045373,4.004738,[49  2] ; [68 12],[45.54961832  5.45038168] ; [71.45038168  8.54961832],0
a4,1,0.049078,3.872697,[29 22] ; [31 48],[23.53846154 27.46153846] ; [36.46153846 42.53846154],0
u3,1,0.049499,3.858339,[12  2] ; [19 15],[9.04166667 4.95833333] ; [21.95833333 12.04166667],0
b1,1,0.049657,3.853009,[30 21] ; [33 47],[24.52671756 26.47328244] ; [38.47328244 41.52671756],0
a2,1,0.07317,3.210439,[15 36] ; [13 67],[10.90076336 40.09923664] ; [17.09923664 62.90076336],0
r3,1,0.077228,3.122296,[48  3] ; [67 13],[44.77099237  6.22900763] ; [70.22900763  9.77099237],0
u2,1,0.08389,2.987888,[11  3] ; [17 16],[8.34042553 5.65957447] ; [19.65957447 13.34042553],0
v3,1,0.086011,2.947495,[23 24] ; [25 50],[18.49180328 28.50819672] ; [29.50819672 45.49180328],0
a3,1,0.115543,2.476718,[37 14] ; [46 32],[32.81395349 18.18604651] ; [50.18604651 27.81395349],0
a7,1,0.124546,2.359196,[29 22] ; [56 24],[33.09160305 17.90839695] ; [51.90839695 28.09160305],0
p12,1,0.145071,2.123333,[ 6 44] ; [ 4 76],[ 3.84615385 46.15384615] ; [ 6.15384615 73.84615385],0
d3,1,0.149914,2.073126,[33 18] ; [41 38],[29.03076923 21.96923077] ; [44.96923077 34.03076923],0
b5,1,0.168535,1.895922,[33 18] ; [42 38],[29.19847328 21.80152672] ; [45.80152672 34.19847328],0
n3,1,0.179712,1.8,[12  3] ; [18 12],[10.  5.] ; [20. 10.],0
d4,1,0.182646,1.775959,[42  9] ; [57 22],[38.83846154 12.16153846] ; [60.16153846 18.83846154],0
p4,1,0.209234,1.576718,[20 31] ; [22 55],[16.734375 34.265625] ; [25.265625 51.734375],0
n2,1,0.209652,1.57383,[13  3] ; [21 12],[11.10204082  4.89795918] ; [22.89795918 10.10204082],0
