Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,66.255581,[67 24] ; [ 33 124],[36.69354839 54.30645161] ; [63.30645161 93.69354839],1
s2,1,0.0,40.516022,[68 29] ; [ 47 113],[43.40466926 53.59533074] ; [71.59533074 88.40466926],1
s6,1,0.0,31.557619,[82 16] ; [79 83],[60.68461538 37.31538462] ; [100.31538462  61.68461538],1
s3,1,0.0,29.030792,[70 27] ; [ 60 100],[49.06614786 47.93385214] ; [80.93385214 79.06614786],1
d2,1,0.000104,15.071212,[63 36] ; [63 99],[47.79310345 51.20689655] ; [78.20689655 83.79310345],1
p3,1,0.001436,10.159263,[43 56] ; [ 40 123],[31.36259542 67.63740458] ; [ 51.63740458 111.36259542],0
u1,1,0.002197,9.376824,[26 73] ; [ 19 145],[16.9391635 82.0608365] ; [ 28.0608365 135.9391635],0
a3,1,0.003945,8.308837,[77 22] ; [98 64],[66.37931034 32.62068966] ; [108.62068966  53.37931034],0
v3,1,0.004286,8.158409,[42 49] ; [ 44 112],[31.68421053 59.31578947] ; [ 54.31578947 101.68421053],0
n6,1,0.004582,8.037637,[86 13] ; [117  46],[76.70610687 22.29389313] ; [126.29389313  36.70610687],0
p9,1,0.007209,7.220036,[79 17] ; [109  54],[69.68339768 26.31660232] ; [118.31660232  44.68339768],0
p12,1,0.008274,6.973164,[14 84] ; [  8 155],[ 8.2605364 89.7394636] ; [ 13.7394636 149.2605364],0
u3,1,0.010502,6.547619,[19  3] ; [37 29],[14.  8.] ; [42. 24.],0
p4,1,0.019515,5.45474,[51 48] ; [ 60 103],[41.94274809 57.05725191] ; [69.05725191 93.94274809],0
p6,1,0.019653,5.442454,[19 80] ; [ 15 148],[12.84732824 86.15267176] ; [ 21.15267176 141.84732824],0
d5,1,0.021264,5.305054,[85 14] ; [121  43],[77.54372624 21.45627376] ; [128.45627376  35.54372624],0
d1,1,0.022078,5.239632,[65 34] ; [84 80],[56.08745247 42.91254753] ; [92.91254753 71.08745247],0
a2,1,0.024526,5.057066,[30 69] ; [ 30 134],[22.58555133 76.41444867] ; [ 37.41444867 126.58555133],0
n5,1,0.025424,4.994763,[73 25] ; [100  64],[64.70992366 33.29007634] ; [108.29007634  55.70992366],0
v4,1,0.028753,4.782355,[96  3] ; [146  17],[91.44274809  7.55725191] ; [150.55725191  12.44274809],0
