Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,85.039124,[232  30] ; [29 47],[202.31360947  59.68639053] ; [58.68639053 17.31360947],1
n6,1,0.0,37.672429,[242  19] ; [49 26],[226.04464286  34.95535714] ; [64.95535714 10.04464286],1
a4,1,6.8e-05,15.869404,[140 124] ; [21 56],[124.64516129 139.35483871] ; [36.35483871 40.64516129],1
a5,1,7.7e-05,15.631597,[215  49] ; [46 31],[202.06451613  61.93548387] ; [58.93548387 18.06451613],1
s7,1,0.000437,12.367005,[183  71] ; [36 36],[170.63190184  83.36809816] ; [48.36809816 23.63190184],1
p4,1,0.000841,11.148433,[185  77] ; [38 38],[172.85798817  89.14201183] ; [50.14201183 25.85798817],1
s4,1,0.000853,11.122132,[ 50 209] ; [29 48],[ 60.89583333 198.10416667] ; [18.10416667 58.89583333],1
d2,1,0.001188,10.509116,[153 108] ; [29 48],[140.53846154 120.46153846] ; [41.46153846 35.53846154],0
r4,1,0.001472,10.113814,[253  11] ; [66 11],[246.96774194  17.03225806] ; [72.03225806  4.96774194],0
a8,1,0.001613,9.945023,[ 48 192] ; [ 3 68],[ 39.35691318 200.64308682] ; [11.64308682 59.35691318],0
p11,1,0.001812,9.73056,[213  51] ; [49 28],[202.83870968  61.16129032] ; [59.16129032 17.83870968],0
a3,1,0.002357,9.248664,[203  60] ; [46 31],[192.60882353  70.39117647] ; [56.39117647 20.60882353],0
p3,1,0.003085,8.756557,[147 115] ; [28 48],[135.65088757 126.34911243] ; [39.34911243 36.65088757],0
a2,1,0.005403,7.739332,[ 96 168] ; [15 62],[ 85.93548387 178.06451613] ; [25.06451613 51.93548387],0
r1,1,0.010698,6.51483,[229  34] ; [57 19],[221.8820059  41.1179941] ; [64.1179941 11.8820059],0
u1,1,0.019991,5.412698,[ 80 184] ; [13 64],[ 72. 192.] ; [21. 56.],0
v3,1,0.024558,5.054773,[112 140] ; [21 50],[103.76470588 148.23529412] ; [29.23529412 41.76470588],0
p5,1,0.028126,4.820355,[ 39 222] ; [ 4 71],[ 33.40178571 227.59821429] ; [ 9.59821429 65.40178571],0
p6,1,0.02871,4.784891,[121 141] ; [24 51],[112.72997033 149.27002967] ; [32.27002967 42.72997033],0
d1,1,0.034044,4.492514,[188  76] ; [45 32],[180.38709677  83.61290323] ; [52.61290323 24.38709677],0
v1,1,0.048795,3.882392,[149 107] ; [33 40],[141.61702128 114.38297872] ; [40.38297872 32.61702128],0
p10,1,0.063303,3.44867,[235  29] ; [59 14],[230.31454006  33.68545994] ; [63.68545994  9.31454006],0
r2,1,0.10997,2.554649,[257   3] ; [74  3],[255.37091988   4.62908012] ; [75.62908012  1.37091988],0
p12,1,0.111301,2.535653,[ 35 229] ; [ 5 71],[ 31.05882353 232.94117647] ; [ 8.94117647 67.05882353],0
d5,1,0.113002,2.511732,[224  38] ; [60 17],[219.49262537  42.50737463] ; [64.50737463 12.49262537],0
n1,1,0.122436,2.385883,[17 24] ; [ 6 20],[14.07462687 26.92537313] ; [ 8.92537313 17.07462687],0
n3,1,0.189999,1.717626,[34  7] ; [18  8],[31.82089552  9.17910448] ; [20.17910448  5.82089552],0
n2,1,0.215145,1.536466,[35  6] ; [19  7],[33.04477612  7.95522388] ; [20.95522388  5.04477612],0
p8,1,0.22037,1.50196,[145 117] ; [35 39],[140.35714286 121.64285714] ; [39.64285714 34.35714286],0
b1,1,0.232271,1.426902,[102 162] ; [24 53],[ 97.5483871 166.4516129] ; [28.4516129 48.5483871],0
p7,1,0.244735,1.353111,[172  85] ; [41 28],[167.91717791  89.08282209] ; [45.08282209 23.91717791],0
u3,1,0.257821,1.280418,[39 22] ; [22  7],[41.34444444 19.65555556] ; [19.65555556  9.34444444],0
p9,1,0.26067,1.265195,[237  24] ; [63 10],[234.43113772  26.56886228] ; [65.56886228  7.43113772],0
a6,1,0.265498,1.239859,[194  67] ; [62 15],[197.68047337  63.31952663] ; [58.31952663 18.68047337],0
s1,1,0.274773,1.192762,[ 15 246] ; [ 2 74],[ 13.16617211 247.83382789] ; [ 3.83382789 72.16617211],0
v4,1,0.303246,1.059864,[257   5] ; [73  3],[255.79881657   6.20118343] ; [74.20118343  1.79881657],0
a1,1,0.323226,0.975847,[ 14 250] ; [ 2 75],[ 12.38709677 251.61290323] ; [ 3.61290323 73.38709677],0
u4,1,0.33416,0.932709,[  9 255] ; [ 1 76],[  7.74193548 256.25806452] ; [ 2.25806452 74.74193548],0
r3,1,0.337049,0.921622,[253   9] ; [75  1],[254.24852071   7.75147929] ; [73.75147929  2.24852071],0
v2,1,0.378049,0.777035,[156 100] ; [38 31],[152.81230769 103.18769231] ; [41.18769231 27.81230769],0
d4,1,0.384269,0.756999,[234  28] ; [66 11],[231.85840708  30.14159292] ; [68.14159292  8.85840708],0
s8,1,0.421954,0.644865,[153 109] ; [41 36],[149.93510324 112.06489676] ; [44.06489676 32.93510324],0
p1,1,0.447929,0.575888,[ 29 234] ; [ 6 69],[ 27.23372781 235.76627219] ; [ 7.76627219 67.23372781],0
b2,1,0.488179,0.480538,[ 58 103] ; [14 19],[ 59.75257732 101.24742268] ; [12.24742268 20.75257732],0
b3,1,0.488179,0.480538,[ 58 103] ; [14 19],[ 59.75257732 101.24742268] ; [12.24742268 20.75257732],0
d3,1,0.550685,0.356092,[209  53] ; [59 18],[207.12684366  54.87315634] ; [60.87315634 16.12684366],0
p2,1,0.604362,0.268468,[228  36] ; [63 12],[226.61946903  37.38053097] ; [64.38053097 10.61946903],0
b5,1,0.72196,0.126623,[176  88] ; [53 24],[177.29032258  86.70967742] ; [51.70967742 25.29032258],0
u2,1,0.851441,0.035074,[36 24] ; [18 11],[36.40449438 23.59550562] ; [17.59550562 11.40449438],0
s6,1,0.862598,0.029953,[224  35] ; [66 11],[223.54166667  35.45833333] ; [66.45833333 10.54166667],0
s3,1,0.874046,0.025129,[228  32] ; [67 10],[227.59643917  32.40356083] ; [67.40356083  9.59643917],0
s5,1,0.963468,0.002098,[119 131] ; [35 39],[118.82716049 131.17283951] ; [35.17283951 38.82716049],0
b4,1,0.993166,7.3e-05,[161 103] ; [47 30],[161.03225806 102.96774194] ; [46.96774194 30.03225806],0
