Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,80.391829,[38 75] ; [107  11],[70.93073593 42.06926407] ; [74.06926407 43.93073593],1
d5,1,0.0,62.361757,[60 54] ; [114   3],[85.87012987 28.12987013] ; [88.12987013 28.87012987],1
d4,1,0.0,58.336555,[63 52] ; [114   3],[87.73706897 27.26293103] ; [89.26293103 27.73706897],1
d2,1,0.0,54.549792,[21 94] ; [78 40],[48.86266094 66.13733906] ; [50.13733906 67.86266094],1
a5,1,0.0,30.104978,[58 57] ; [100  19],[77.64957265 37.35042735] ; [80.35042735 38.64957265],1
u1,1,0.0,26.431719,[  1 114] ; [27 92],[ 13.76068376 101.23931624] ; [ 14.23931624 104.76068376],1
a2,1,0.0,26.104843,[  6 109] ; [37 82],[21.13247863 93.86752137] ; [21.86752137 97.13247863],1
a4,1,3e-06,21.937522,[28 86] ; [65 54],[45.50214592 68.49785408] ; [47.49785408 71.50214592],1
r4,1,3e-06,21.735452,[89 26] ; [116   3],[100.74786325  14.25213675] ; [104.25213675  14.74786325],1
r1,1,6e-06,20.486159,[70 44] ; [103  15],[85.00862069 28.99137931] ; [87.99137931 30.00862069],1
a3,1,1.3e-05,18.981632,[60 54] ; [94 24],[75.67241379 38.32758621] ; [78.32758621 39.67241379],1
n4,1,5.1e-05,16.423376,[70 44] ; [101  18],[83.66523605 30.33476395] ; [87.33476395 31.66523605],1
r2,1,8.4e-05,15.456713,[96 19] ; [115   2],[104.59051724  10.40948276] ; [106.40948276  10.59051724],1
s8,1,0.000159,14.260685,[34 79] ; [65 54],[48.21982759 64.78017241] ; [50.78017241 68.21982759],1
p10,1,0.000236,13.517116,[76 37] ; [104  15],[87.67241379 25.32758621] ; [92.32758621 26.67241379],1
r3,1,0.000868,11.089573,[100  15] ; [116   2],[106.60944206   8.39055794] ; [109.39055794   8.60944206],1
p9,1,0.00282,8.920327,[82 31] ; [104  14],[90.98701299 22.01298701] ; [95.01298701 22.98701299],0
p6,1,0.002915,8.85989,[43 70] ; [68 50],[54.2987013 58.7012987] ; [56.7012987 61.2987013],0
b2,1,0.010525,6.543861,[18 51] ; [35 40],[25.39583333 43.60416667] ; [27.60416667 47.39583333],0
b3,1,0.010525,6.543861,[18 51] ; [35 40],[25.39583333 43.60416667] ; [27.60416667 47.39583333],0
a6,1,0.021537,5.282776,[60 55] ; [79 39],[68.60515021 46.39484979] ; [70.39484979 47.60515021],0
p8,1,0.026399,4.929704,[66 47] ; [86 33],[74.03448276 38.96551724] ; [77.96551724 41.03448276],0
p11,1,0.031597,4.620226,[81 34] ; [98 21],[87.97008547 27.02991453] ; [91.02991453 27.97008547],0
