Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,132.695822,[318  50] ; [ 61 102],[262.65913371 105.34086629] ; [116.34086629  46.65913371],1
n6,1,0.0,54.048131,[313  54] ; [91 72],[279.7509434  87.2490566] ; [124.2490566  38.7509434],1
p10,1,0.0,27.21946,[292  73] ; [93 67],[267.66666667  97.33333333] ; [117.33333333  42.66666667],1
s7,1,3.8e-05,16.983252,[150 198] ; [ 37 118],[129.37574553 218.62425447] ; [57.62425447 97.37574553],1
a2,1,0.000261,13.328874,[ 95 274] ; [ 19 144],[ 79.07142857 289.92857143] ; [ 34.92857143 128.07142857],1
d2,1,0.000535,11.990492,[187 178] ; [ 57 106],[168.67424242 196.32575758] ; [75.32575758 87.67424242],1
v3,1,0.000639,11.658384,[148 208] ; [ 38 111],[131.12079208 224.87920792] ; [54.87920792 94.12079208],1
p9,1,0.000877,11.070715,[290  71] ; [107  53],[275.0806142  85.9193858] ; [121.9193858  38.0806142],1
a5,1,0.00105,10.736744,[274  95] ; [98 65],[258.02255639 110.97744361] ; [113.97744361  49.02255639],0
p11,1,0.001613,9.944485,[286  83] ; [105  58],[271.20112782  97.79887218] ; [119.79887218  43.20112782],0
v1,1,0.001864,9.679164,[178 177] ; [ 55 101],[161.86888454 193.13111546] ; [71.13111546 84.86888454],0
a6,1,0.002789,8.940733,[263 105] ; [95 68],[248.10546139 119.89453861] ; [109.89453861  53.10546139],0
r4,1,0.004385,8.116989,[316  53] ; [123  40],[304.4943609  64.5056391] ; [134.5056391  28.4943609],0
s6,1,0.004792,7.95646,[214 151] ; [74 89],[199.09090909 165.90909091] ; [88.90909091 74.09090909],0
p4,1,0.004942,7.900485,[183 183] ; [ 60 103],[168.12476371 197.87523629] ; [74.87523629 88.12476371],0
r2,1,0.007544,7.138627,[337  27] ; [137  24],[328.64  35.36] ; [145.36  15.64],0
n1,1,0.009215,6.780641,[42 49] ; [11 36],[34.94927536 56.05072464] ; [18.05072464 28.94927536],0
a8,1,0.009253,6.77325,[ 56 279] ; [ 12 140],[ 46.7761807 288.2238193] ; [ 21.2238193 130.7761807],0
p3,1,0.0093,6.764199,[154 213] ; [ 49 114],[140.56792453 226.43207547] ; [ 62.43207547 100.56792453],0
a4,1,0.009962,6.641743,[165 201] ; [ 54 109],[151.51984877 214.48015123] ; [67.48015123 95.51984877],0
u1,1,0.010462,6.554565,[ 60 309] ; [ 13 150],[ 50.63345865 318.36654135] ; [ 22.36654135 140.63345865],0
a3,1,0.015649,5.841927,[259 108] ; [97 65],[246.97920605 120.02079395] ; [109.02079395  52.97920605],0
s8,1,0.018227,5.574158,[135 231] ; [ 43 120],[123.15311909 242.84688091] ; [ 54.84688091 108.15311909],0
d1,1,0.032764,4.558076,[209 160] ; [76 87],[197.67857143 171.32142857] ; [87.32142857 75.67857143],0
s2,1,0.04678,3.953272,[152 213] ; [ 53 110],[141.71401515 223.28598485] ; [63.28598485 99.71401515],0
n2,1,0.073356,3.206283,[71 23] ; [28 18],[66.47142857 27.52857143] ; [32.52857143 13.47142857],0
r1,1,0.089552,2.882408,[287  79] ; [116  46],[279.35227273  86.64772727] ; [123.64772727  38.35227273],0
b2,1,0.112523,2.518421,[ 86 146] ; [24 63],[ 80. 152.] ; [30. 57.],0
b3,1,0.112523,2.518421,[ 86 146] ; [24 63],[ 80. 152.] ; [30. 57.],0
p7,1,0.113761,2.501185,[184 177] ; [70 91],[175.65900383 185.34099617] ; [78.34099617 82.65900383],0
s3,1,0.127715,2.320059,[182 182] ; [68 91],[173.99617591 190.00382409] ; [76.00382409 82.99617591],0
p1,1,0.141936,2.15684,[ 29 339] ; [  7 153],[ 25.09090909 342.90909091] ; [ 10.90909091 149.09090909],0
d5,1,0.142939,2.146027,[290  78] ; [119  44],[283.45009416  84.54990584] ; [125.54990584  37.45009416],0
v4,1,0.154542,2.02684,[336  31] ; [141  20],[331.55113636  35.44886364] ; [145.44886364  15.55113636],0
p12,1,0.163061,1.94561,[ 22 346] ; [  5 157],[ 18.74716981 349.25283019] ; [  8.25283019 153.74716981],0
p2,1,0.179588,1.801032,[283  85] ; [115  46],[276.86956522  91.13043478] ; [121.13043478  39.86956522],0
p5,1,0.179603,1.800908,[ 30 333] ; [  8 153],[ 26.32442748 336.67557252] ; [ 11.67557252 149.32442748],0
p8,1,0.183779,1.766793,[156 207] ; [ 60 103],[149.06463878 213.93536122] ; [66.93536122 96.06463878],0
u4,1,0.199946,1.64277,[  8 361] ; [  1 162],[  6.2424812 362.7575188] ; [  2.7575188 160.2424812],0
v2,1,0.275592,1.1887,[186 165] ; [73 80],[180.375 170.625] ; [78.625 74.375],0
b1,1,0.304014,1.056503,[151 218] ; [ 59 104],[145.65789474 223.34210526] ; [64.34210526 98.65789474],0
b4,1,0.400107,0.708004,[212 157] ; [100  63],[216.40601504 152.59398496] ; [95.59398496 67.40601504],0
s5,1,0.440861,0.594039,[ 90 273] ; [ 34 123],[ 86.56153846 276.43846154] ; [ 37.43846154 119.56153846],0
n3,1,0.44105,0.593548,[60 33] ; [32 13],[62. 31.] ; [30. 15.],0
b5,1,0.539714,0.376071,[221 148] ; [93 70],[217.79323308 151.20676692] ; [96.20676692 66.79323308],0
a7,1,0.620076,0.245761,[254 114] ; [116  47],[256.42184557 111.57815443] ; [113.57815443  49.42184557],0
a1,1,0.628278,0.234403,[ 17 352] ; [  6 157],[ 15.95300752 353.04699248] ; [  7.04699248 155.95300752],0
u2,1,0.633058,0.227937,[55 53] ; [35 29],[56.51162791 51.48837209] ; [33.48837209 30.51162791],0
d4,1,0.6603,0.193159,[288  78] ; [131  32],[289.89413989  76.10586011] ; [129.10586011  33.89413989],0
u3,1,0.753198,0.098864,[56 54] ; [31 33],[55. 55.] ; [32. 32.],0
r3,1,0.902807,0.014912,[330  37] ; [146  17],[329.60754717  37.39245283] ; [146.39245283  16.60754717],0
d3,1,0.926646,0.008476,[231 137] ; [103  60],[231.47269303 136.52730697] ; [102.52730697  60.47269303],0
s1,1,0.959336,0.0026,[ 13 349] ; [  6 157],[ 13.10095238 348.89904762] ; [  5.89904762 157.10095238],0
