Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000787,11.272506,[68  3] ; [89 26],[59.93010753 11.06989247] ; [97.06989247 17.93010753],1
p9,1,0.001203,10.486127,[64  4] ; [88 29],[55.87027027 12.12972973] ; [96.12972973 20.87027027],0
p5,1,0.005441,7.726691,[ 9 61] ; [  3 114],[ 4.49197861 65.50802139] ; [  7.50802139 109.49197861],0
s7,1,0.005519,7.700946,[52 15] ; [64 48],[43.41899441 23.58100559] ; [72.58100559 39.41899441],0
n6,1,0.010316,6.579436,[65  5] ; [92 25],[58.77005348 11.22994652] ; [98.22994652 18.77005348],0
s4,1,0.027931,4.832323,[26 43] ; [26 89],[19.5 49.5] ; [32.5 82.5],0
b4,1,0.030323,4.690899,[49 22] ; [62 55],[41.92021277 29.07978723] ; [69.07978723 47.92021277],0
p6,1,0.035418,4.424915,[32 39] ; [35 82],[25.30319149 45.69680851] ; [41.69680851 75.30319149],0
a8,1,0.083349,2.998366,[ 4 58] ; [17 93],[ 7.56976744 54.43023256] ; [13.43023256 96.56976744],0
b1,1,0.095648,2.77665,[24 47] ; [54 63],[29.45744681 41.54255319] ; [48.54255319 68.45744681],0
s3,1,0.103064,2.657476,[64  6] ; [97 20],[60.26737968  9.73262032] ; [100.73262032  16.26737968],0
p10,1,0.112065,2.524857,[61  9] ; [91 26],[56.89839572 13.10160428] ; [95.10160428 21.89839572],0
p12,1,0.128789,2.307043,[ 7 64] ; [  5 112],[ 4.53191489 66.46808511] ; [  7.46808511 109.53191489],0
p2,1,0.143052,2.144822,[62  8] ; [94 23],[58.39572193 11.60427807] ; [97.60427807 19.39572193],0
a4,1,0.145225,2.121705,[35 36] ; [45 72],[30.21276596 40.78723404] ; [49.78723404 67.21276596],0
r2,1,0.169776,1.884917,[68  2] ; [107   9],[65.86021505  4.13978495] ; [109.13978495   6.86021505],0
v4,1,0.180617,1.792541,[67  2] ; [108   9],[64.91935484  4.08064516] ; [110.08064516   6.91935484],0
p3,1,0.213452,1.547858,[36 35] ; [48 68],[31.89304813 39.10695187] ; [52.10695187 63.89304813],0
r4,1,0.217492,1.520844,[65  6] ; [100  17],[62.31382979  8.68617021] ; [102.68617021  14.31382979],0
a2,1,0.229362,1.444817,[20 51] ; [24 93],[16.61702128 54.38297872] ; [27.38297872 89.61702128],0
p4,1,0.242457,1.366251,[45 26] ; [64 53],[41.16489362 29.83510638] ; [67.83510638 49.16489362],0
b3,1,0.24552,1.348617,[15 24] ; [17 45],[12.35643564 26.64356436] ; [19.64356436 42.35643564],0
b2,1,0.24552,1.348617,[15 24] ; [17 45],[12.35643564 26.64356436] ; [19.64356436 42.35643564],0
a5,1,0.274515,1.194047,[51 20] ; [75 42],[47.58510638 23.41489362] ; [78.41489362 38.58510638],0
s1,1,0.366271,0.816278,[ 6 65] ; [  6 111],[ 4.53191489 66.46808511] ; [  7.46808511 109.53191489],0
a1,1,0.412151,0.672588,[ 5 66] ; [  5 112],[ 3.77659574 67.22340426] ; [  6.22340426 110.77659574],0
p1,1,0.423586,0.640344,[ 7 62] ; [  8 109],[ 5.56451613 63.43548387] ; [  9.43548387 107.56451613],0
v3,1,0.436732,0.604853,[22 46] ; [31 84],[19.69398907 48.30601093] ; [33.30601093 81.69398907],0
r1,1,0.455158,0.557775,[53 17] ; [94 23],[55.02673797 14.97326203] ; [91.97326203 25.02673797],0
d3,1,0.485693,0.486054,[51 20] ; [77 38],[48.86021505 22.13978495] ; [79.13978495 35.86021505],0
d2,1,0.486297,0.48471,[33 38] ; [60 56],[35.31016043 35.68983957] ; [57.68983957 58.31016043],0
p11,1,0.521448,0.411028,[54 17] ; [84 33],[52.11702128 18.88297872] ; [85.88297872 31.11702128],0
n2,1,0.557177,0.344615,[14  4] ; [21  9],[13.125  4.875] ; [21.875  8.125],0
n3,1,0.557177,0.344615,[14  4] ; [21  9],[13.125  4.875] ; [21.875  8.125],0
n1,1,0.580672,0.30515,[ 7 11] ; [ 9 20],[ 6.12765957 11.87234043] ; [ 9.87234043 19.12765957],0
p8,1,0.593458,0.284976,[32 37] ; [59 58],[33.75806452 35.24193548] ; [57.24193548 59.75806452],0
a7,1,0.608193,0.262815,[55 16] ; [86 30],[53.53475936 17.46524064] ; [87.46524064 28.53475936],0
v2,1,0.610307,0.259729,[31 38] ; [46 66],[29.35359116 39.64640884] ; [47.64640884 64.35359116],0
d1,1,0.66849,0.183374,[39 32] ; [68 49],[40.40957447 30.59042553] ; [66.59042553 50.40957447],0
u3,1,0.68872,0.160474,[14  8] ; [21 15],[13.27586207  8.72413793] ; [21.72413793 14.27586207],0
d4,1,0.691784,0.157161,[58 13] ; [92 24],[56.95187166 14.04812834] ; [93.04812834 22.95187166],0
u4,1,0.71975,0.128732,[ 1 70] ; [  1 116],[ 0.75531915 70.24468085] ; [  1.24468085 115.75531915],0
p7,1,0.730742,0.118431,[45 22] ; [75 41],[43.93442623 23.06557377] ; [76.06557377 39.93442623],0
u2,1,0.747416,0.103715,[11 10] ; [21 16],[11.5862069  9.4137931] ; [20.4137931 16.5862069],0
u1,1,0.80793,0.059096,[15 56] ; [23 94],[14.35106383 56.64893617] ; [23.64893617 93.35106383],0
a3,1,0.831435,0.04531,[49 22] ; [79 38],[48.34042553 22.65957447] ; [79.65957447 37.34042553],0
n5,1,0.845334,0.038055,[50 20] ; [82 35],[49.41176471 20.58823529] ; [82.58823529 34.41176471],0
s8,1,0.880419,0.022632,[35 36] ; [59 58],[35.5 35.5] ; [58.5 58.5],0
a6,1,0.882974,0.021668,[47 24] ; [78 38],[47.45989305 23.54010695] ; [77.54010695 38.45989305],0
b5,1,0.900978,0.015482,[40 31] ; [67 50],[40.40957447 30.59042553] ; [66.59042553 50.40957447],0
