Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,38.58275,[ 24 142] ; [27 19],[ 39.93396226 126.06603774] ; [11.06603774 34.93396226],1
v3,1,1.9e-05,18.270711,[ 52 122] ; [30 17],[ 64.56108597 109.43891403] ; [17.43891403 29.56108597],1
s2,1,9.9e-05,15.154883,[ 26 150] ; [19 28],[ 35.51569507 140.48430493] ; [ 9.48430493 37.51569507],1
p8,1,0.000256,13.364539,[ 69 104] ; [34 15],[80.26576577 92.73423423] ; [22.73423423 26.26576577],1
d1,1,0.000976,10.873021,[83 94] ; [36 13],[93.19911504 83.80088496] ; [25.80088496 23.19911504],1
p6,1,0.001418,10.182093,[ 38 135] ; [22 27],[ 46.75675676 126.24324324] ; [13.24324324 35.75675676],0
s3,1,0.00183,9.712781,[ 39 138] ; [21 26],[ 47.41071429 129.58928571] ; [12.58928571 34.41071429],0
p3,1,0.001996,9.553283,[ 64 111] ; [30 19],[ 73.4375 101.5625] ; [20.5625 28.4375],0
p4,1,0.004335,8.138049,[ 74 101] ; [32 17],[82.8125 92.1875] ; [23.1875 25.8125],0
v2,1,0.004571,8.041807,[74 93] ; [33 16],[82.72685185 84.27314815] ; [24.27314815 24.72685185],0
s5,1,0.007793,7.080526,[ 17 159] ; [11 34],[ 22.29864253 153.70135747] ; [ 5.70135747 39.29864253],0
b3,1,0.017304,5.665294,[38 62] ; [23 15],[44.20289855 55.79710145] ; [16.79710145 21.20289855],0
b2,1,0.017304,5.665294,[38 62] ; [23 15],[44.20289855 55.79710145] ; [16.79710145 21.20289855],0
r1,1,0.017321,5.663576,[112  64] ; [40  9],[118.89777778  57.10222222] ; [33.10222222 15.89777778],0
p12,1,0.021833,5.259039,[  3 172] ; [ 4 45],[  5.46875 169.53125] ; [ 1.53125 47.46875],0
d2,1,0.022567,5.201556,[78 96] ; [31 18],[85.04932735 88.95067265] ; [23.95067265 25.04932735],0
p10,1,0.022933,5.17355,[125  50] ; [42  6],[131.05381166  43.94618834] ; [35.94618834 12.05381166],0
a5,1,0.025088,5.01781,[119  58] ; [41  8],[125.30973451  51.69026549] ; [34.69026549 14.30973451],0
p7,1,0.028705,4.785231,[87 88] ; [33 16],[93.75 81.25] ; [26.25 22.75],0
p11,1,0.033275,4.531583,[125  52] ; [42  7],[130.7920354  46.2079646] ; [36.2079646 12.7920354],0
a3,1,0.039571,4.236204,[112  63] ; [39 10],[117.96875  57.03125] ; [33.03125 15.96875],0
p9,1,0.041743,4.145592,[127  46] ; [42  6],[132.29411765  40.70588235] ; [36.70588235 11.29411765],0
a6,1,0.042064,4.132646,[128  49] ; [28 21],[122.17699115  54.82300885] ; [33.82300885 15.17699115],0
b5,1,0.043605,4.0718,[101  76] ; [20 29],[94.76548673 82.23451327] ; [26.23451327 22.76548673],0
d4,1,0.044492,4.037786,[121  54] ; [41  8],[126.5625  48.4375] ; [35.4375 13.5625],0
r4,1,0.054548,3.695851,[128  49] ; [42  7],[133.14159292  43.85840708] ; [36.85840708 12.14159292],0
v1,1,0.064504,3.417627,[77 97] ; [29 20],[82.70852018 91.29147982] ; [23.29147982 25.70852018],0
n6,1,0.082918,3.006761,[138  37] ; [44  5],[142.1875  32.8125] ; [39.8125  9.1875],0
v4,1,0.093171,2.818721,[149  27] ; [46  3],[152.53333333  23.46666667] ; [42.46666667  6.53333333],0
b4,1,0.160305,1.971343,[92 85] ; [31 18],[96.33185841 80.66814159] ; [26.66814159 22.33185841],0
n4,1,0.16211,1.954429,[144  33] ; [44  5],[147.23893805  29.76106195] ; [40.76106195  8.23893805],0
p5,1,0.165393,1.92421,[  9 167] ; [ 5 42],[ 11.04932735 164.95067265] ; [ 2.95067265 44.04932735],0
n3,1,0.186326,1.746429,[33 19] ; [10  2],[34.9375 17.0625] ; [8.0625 3.9375],0
p2,1,0.198117,1.656201,[123  52] ; [39 10],[126.5625  48.4375] ; [35.4375 13.5625],0
r3,1,0.205796,1.600757,[144  31] ; [44  5],[146.875  28.125] ; [41.125  7.875],0
n2,1,0.219749,1.506007,[35 17] ; [11  2],[36.8 15.2] ; [9.2 3.8],0
d3,1,0.285911,1.138778,[100  76] ; [32 17],[103.25333333  72.74666667] ; [28.74666667 20.25333333],0
