Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000745,11.372253,[26 46] ; [23  9],[33.92307692 38.07692308] ; [15.07692308 16.92307692],1
d1,1,0.016936,5.703012,[39 34] ; [25  7],[44.4952381 28.5047619] ; [19.5047619 12.4952381],0
a3,1,0.021784,5.262987,[48 25] ; [28  4],[52.83809524 20.16190476] ; [23.16190476  8.83809524],0
s2,1,0.023926,5.100012,[47 25] ; [27  4],[51.72815534 20.27184466] ; [22.27184466  8.72815534],0
d4,1,0.029387,4.744786,[52 21] ; [29  3],[56.31428571 16.68571429] ; [24.68571429  7.31428571],0
s7,1,0.036943,4.35303,[42 30] ; [24  6],[46.58823529 25.41176471] ; [19.41176471 10.58823529],0
r4,1,0.041614,4.150833,[60 13] ; [31  1],[63.26666667  9.73333333] ; [27.73333333  4.26666667],0
s3,1,0.047773,3.917946,[50 23] ; [27  4],[54.04807692 18.95192308] ; [22.95192308  8.04807692],0
a1,1,0.048557,3.890615,[ 1 72] ; [ 3 29],[ 2.78095238 70.21904762] ; [ 1.21904762 30.78095238],0
s8,1,0.048854,3.880368,[35 38] ; [22 10],[39.62857143 33.37142857] ; [17.37142857 14.62857143],0
d5,1,0.071531,3.247539,[55 18] ; [29  3],[58.4 14.6] ; [25.6  6.4],0
s6,1,0.071719,3.243225,[55 15] ; [28  2],[58.1 11.9] ; [24.9  5.1],0
r2,1,0.129755,2.295437,[62  9] ; [31  1],[64.10679612  6.89320388] ; [28.89320388  3.10679612],0
v1,1,0.132875,2.258595,[34 39] ; [20 12],[37.54285714 35.45714286] ; [16.45714286 15.54285714],0
s5,1,0.155832,2.014217,[31 34] ; [19 11],[34.21052632 30.78947368] ; [15.78947368 14.21052632],0
r1,1,0.158821,1.98542,[55 18] ; [28  4],[57.7047619 15.2952381] ; [25.2952381  6.7047619],0
u1,1,0.1751,1.838732,[14 59] ; [10 22],[16.68571429 56.31428571] ; [ 7.31428571 24.68571429],0
a4,1,0.181308,1.786871,[33 40] ; [19 13],[36.15238095 36.84761905] ; [15.84761905 16.15238095],0
p2,1,0.20335,1.618151,[56 17] ; [28  4],[58.4 14.6] ; [25.6  6.4],0
d2,1,0.212555,1.553938,[36 37] ; [20 12],[38.93333333 34.06666667] ; [17.06666667 14.93333333],0
p7,1,0.218504,1.514168,[45 28] ; [23  8],[47.73076923 25.26923077] ; [20.26923077 10.73076923],0
a7,1,0.226724,1.461295,[50 23] ; [18 14],[47.27619048 25.72380952] ; [20.72380952 11.27619048],0
a2,1,0.235947,1.404645,[15 58] ; [10 22],[17.38095238 55.61904762] ; [ 7.61904762 24.38095238],0
n1,1,0.262193,1.257143,[ 3 12] ; [3 4],[ 4.09090909 10.90909091] ; [1.90909091 5.09090909],0
d3,1,0.314581,1.011344,[50 23] ; [25  7],[52.14285714 20.85714286] ; [22.85714286  9.14285714],0
p3,1,0.364171,0.823457,[41 32] ; [21 11],[43.1047619 29.8952381] ; [18.8952381 13.1047619],0
p5,1,0.370873,0.800738,[ 7 66] ; [ 5 27],[ 8.34285714 64.65714286] ; [ 3.65714286 28.34285714],0
a8,1,0.396395,0.719236,[ 4 65] ; [ 3 25],[ 4.97938144 64.02061856] ; [ 2.02061856 25.97938144],0
p10,1,0.403284,0.698512,[59 14] ; [28  4],[60.48571429 12.51428571] ; [26.51428571  5.48571429],0
r3,1,0.437677,0.602364,[64  8] ; [30  2],[65.07692308  6.92307692] ; [28.92307692  3.07692308],0
p8,1,0.460055,0.545762,[39 34] ; [19 12],[40.71153846 32.28846154] ; [17.28846154 13.71153846],0
p11,1,0.491829,0.472522,[57 16] ; [23  9],[55.61904762 17.38095238] ; [24.38095238  7.61904762],0
b5,1,0.494346,0.467054,[44 29] ; [17 15],[42.40952381 30.59047619] ; [18.59047619 13.40952381],0
a5,1,0.5512,0.355171,[53 20] ; [25  7],[54.22857143 18.77142857] ; [23.77142857  8.22857143],0
b4,1,0.572462,0.318581,[39 34] ; [19 13],[40.32380952 32.67619048] ; [17.67619048 14.32380952],0
v4,1,0.592814,0.285971,[68  4] ; [31  1],[68.53846154  3.46153846] ; [30.46153846  1.53846154],0
