Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,6e-05,16.090604,[43 16] ; [29 47],[31.46666667 27.53333333] ; [40.53333333 35.46666667],1
d4,1,0.002771,8.952632,[33 24] ; [62 14],[40.71428571 16.28571429] ; [54.28571429 21.71428571],0
d5,1,0.027036,4.88848,[33 25] ; [57 19],[38.95522388 19.04477612] ; [51.04477612 24.95522388],0
r3,1,0.035227,4.434159,[39 19] ; [63 13],[44.14925373 13.85074627] ; [57.85074627 18.14925373],0
p3,1,0.040089,4.214129,[11 47] ; [26 48],[16.25757576 41.74242424] ; [20.74242424 53.25757576],0
p8,1,0.051721,3.784779,[12 43] ; [28 46],[17.05426357 37.94573643] ; [22.94573643 51.05426357],0
r1,1,0.053004,3.743808,[33 26] ; [54 21],[38.30597015 20.69402985] ; [48.69402985 26.30597015],0
p9,1,0.063822,3.435182,[36 20] ; [36 39],[30.77862595 25.22137405] ; [41.22137405 33.77862595],0
d1,1,0.066577,3.365457,[18 41] ; [35 41],[23.16296296 35.83703704] ; [29.83703704 46.16296296],0
a1,1,0.081467,3.035393,[ 7 52] ; [ 3 73],[ 4.37037037 54.62962963] ; [ 5.62962963 70.37037037],0
d3,1,0.143242,2.142778,[28 29] ; [47 29],[32.14285714 24.85714286] ; [42.85714286 33.14285714],0
a5,1,0.150876,2.063369,[30 29] ; [48 28],[34.08888889 24.91111111] ; [43.91111111 32.08888889],0
n1,1,0.173689,1.850815,[12 13] ; [ 8 19],[ 9.61538462 15.38461538] ; [10.38461538 16.61538462],0
s1,1,0.195139,1.67839,[ 2 55] ; [ 7 69],[ 3.85714286 53.14285714] ; [ 5.14285714 70.85714286],0
u3,1,0.242501,1.365995,[ 9 14] ; [14 11],[11.02083333 11.97916667] ; [11.97916667 13.02083333],0
r4,1,0.243053,1.362797,[33 26] ; [50 26],[36.27407407 22.72592593] ; [46.72592593 29.27407407],0
v2,1,0.403273,0.698545,[20 34] ; [32 40],[22.28571429 31.71428571] ; [29.71428571 42.28571429],0
p7,1,0.408058,0.684451,[26 29] ; [30 45],[23.69230769 31.30769231] ; [32.30769231 42.69230769],0
p4,1,0.416151,0.661159,[17 41] ; [27 48],[19.18796992 38.81203008] ; [24.81203008 50.18796992],0
n3,1,0.422536,0.643251,[14 10] ; [18  8],[15.36  8.64] ; [16.64  9.36],0
b3,1,0.461971,0.541114,[ 9 20] ; [ 9 30],[ 7.67647059 21.32352941] ; [10.32352941 28.67647059],0
b2,1,0.461971,0.541114,[ 9 20] ; [ 9 30],[ 7.67647059 21.32352941] ; [10.32352941 28.67647059],0
p10,1,0.467312,0.528325,[27 28] ; [32 43],[24.96153846 30.03846154] ; [34.03846154 40.96153846],0
s6,1,0.487541,0.481948,[22 37] ; [24 52],[20.1037037 38.8962963] ; [25.8962963 50.1037037],0
n2,1,0.513121,0.427697,[17  8] ; [16 11],[15.86538462  9.13461538] ; [17.13461538  9.86538462],0
b4,1,0.534743,0.38537,[31 28] ; [44 32],[32.77777778 26.22222222] ; [42.22222222 33.77777778],0
a7,1,0.540286,0.37501,[35 24] ; [49 27],[36.71111111 22.28888889] ; [47.28888889 28.71111111],0
p2,1,0.547791,0.36129,[32 25] ; [46 29],[33.68181818 23.31818182] ; [44.31818182 30.68181818],0
a6,1,0.589642,0.290903,[37 21] ; [45 31],[35.49253731 22.50746269] ; [46.50746269 29.49253731],0
v3,1,0.605267,0.267124,[12 44] ; [18 53],[13.22834646 42.77165354] ; [16.77165354 54.22834646],0
s3,1,0.607444,0.263914,[27 32] ; [31 44],[25.53731343 33.46268657] ; [32.46268657 42.53731343],0
p6,1,0.629063,0.233333,[10 44] ; [11 61],[ 9. 45.] ; [12. 60.],0
a3,1,0.656286,0.198067,[36 22] ; [50 26],[37.2238806 20.7761194] ; [48.7761194 27.2238806],0
