Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,6e-05,16.090604,[43 16] ; [29 47],[31.46666667 27.53333333] ; [40.53333333 35.46666667],1
r2,1,0.6575,0.196575,[47 12] ; [62 13],[47.99253731 11.00746269] ; [61.00746269 13.99253731],0
s4,1,0.658218,0.195696,[ 7 52] ; [11 65],[ 7.86666667 51.13333333] ; [10.13333333 65.86666667],0
u1,1,0.711259,0.137023,[ 4 55] ; [ 4 72],[ 3.4962963 55.5037037] ; [ 4.5037037 71.4962963],0
s5,1,0.73637,0.113342,[ 7 51] ; [10 61],[ 7.64341085 50.35658915] ; [ 9.35658915 61.64341085],0
a4,1,0.766147,0.088458,[24 35] ; [29 47],[23.16296296 35.83703704] ; [29.83703704 46.16296296],0
p1,1,0.789579,0.071213,[ 4 55] ; [ 6 69],[ 4.40298507 54.59701493] ; [ 5.59701493 69.40298507],0
b5,1,0.819269,0.052205,[33 26] ; [44 32],[33.65185185 25.34814815] ; [43.34814815 32.65185185],0
p12,1,0.852038,0.034789,[ 1 56] ; [ 1 73],[ 0.87022901 56.12977099] ; [ 1.12977099 72.87022901],0
p11,1,0.871064,0.026344,[28 31] ; [35 41],[27.53333333 31.46666667] ; [35.46666667 40.53333333],0
s7,1,0.902286,0.015074,[11 44] ; [13 55],[10.73170732 44.26829268] ; [13.26829268 54.73170732],0
a2,1,0.932174,0.007244,[ 9 50] ; [12 64],[ 9.17777778 49.82222222] ; [11.82222222 64.17777778],0
u2,1,0.934143,0.006828,[13 10] ; [15 11],[13.14285714  9.85714286] ; [14.85714286 11.14285714],0
v4,1,0.944736,0.004805,[43 15] ; [56 19],[43.17293233 14.82706767] ; [55.82706767 19.17293233],0
s2,1,0.947159,0.004392,[16 43] ; [21 55],[16.17037037 42.82962963] ; [20.82962963 55.17037037],0
b1,1,0.956939,0.002916,[30 29] ; [39 37],[30.15555556 28.84444444] ; [38.84444444 37.15555556],0
v1,1,0.958238,0.002742,[20 37] ; [27 49],[20.14285714 36.85714286] ; [26.85714286 49.14285714],0
d2,1,0.978621,0.000718,[22 36] ; [29 47],[22.07462687 35.92537313] ; [28.92537313 47.07462687],0
