Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,36.795629,[123 161] ; [68 16],[147.40217391 136.59782609] ; [43.59782609 40.40217391],1
p4,1,0.0,32.359377,[107 180] ; [62 24],[130.03485255 156.96514745] ; [38.96514745 47.03485255],1
p8,1,0.0,27.885329,[101 185] ; [58 28],[122.24193548 163.75806452] ; [36.75806452 49.24193548],1
p3,1,0.000323,12.931273,[ 87 202] ; [44 42],[100.95733333 188.04266667] ; [30.04266667 55.95733333],1
p2,1,0.000352,12.770581,[203  85] ; [77  9],[215.61497326  72.38502674] ; [64.38502674 21.61497326],1
r3,1,0.002879,8.882584,[248  40] ; [84  2],[255.65775401  32.34224599] ; [76.34224599  9.65775401],0
s8,1,0.00552,7.700736,[ 38 252] ; [22 64],[ 46.27659574 243.72340426] ; [13.72340426 72.27659574],0
p11,1,0.006121,7.514385,[199  91] ; [72 14],[209.01595745  80.98404255] ; [61.98404255 24.01595745],0
r4,1,0.008787,6.865674,[222  68] ; [77  9],[230.61170213  59.38829787] ; [68.38829787 17.61170213],0
p9,1,0.014749,5.946235,[197  88] ; [71 15],[205.87601078  79.12398922] ; [62.12398922 23.87601078],0
a7,1,0.019881,5.422338,[204  85] ; [70 14],[212.29490617  76.70509383] ; [61.70509383 22.29490617],0
b3,1,0.020903,5.334881,[ 43 115] ; [20 24],[ 49.27722772 108.72277228] ; [13.72277228 30.27722772],0
b2,1,0.020903,5.334881,[ 43 115] ; [20 24],[ 49.27722772 108.72277228] ; [13.72277228 30.27722772],0
v1,1,0.025905,4.962317,[110 174] ; [44 40],[118.84782609 165.15217391] ; [35.15217391 48.84782609],0
d1,1,0.027182,4.879187,[126 164] ; [49 37],[134.97340426 155.02659574] ; [40.02659574 45.97340426],0
v2,1,0.035802,4.40653,[122 151] ; [48 35],[130.36516854 142.63483146] ; [39.63483146 43.36516854],0
