Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000142,14.481914,[ 3 25] ; [5 1],[ 6.58823529 21.41176471] ; [1.41176471 4.58823529],1
n5,1,0.134842,2.235853,[23  6] ; [3 3],[21.54285714  7.45714286] ; [4.45714286 1.54285714],0
a3,1,0.195424,1.676245,[11 18] ; [4 2],[12.42857143 16.57142857] ; [2.57142857 3.42857143],0
b5,1,0.195424,1.676245,[18 11] ; [2 4],[16.57142857 12.42857143] ; [3.42857143 2.57142857],0
p12,1,0.204177,1.612243,[ 1 28] ; [1 5],[ 1.65714286 27.34285714] ; [0.34285714 5.65714286],0
p5,1,0.204177,1.612243,[ 1 28] ; [1 5],[ 1.65714286 27.34285714] ; [0.34285714 5.65714286],0
r1,1,0.254133,1.300438,[17 12] ; [5 1],[18.22857143 10.77142857] ; [3.77142857 2.22857143],0
n4,1,0.281695,1.158895,[21  8] ; [3 3],[19.88571429  9.11428571] ; [4.11428571 1.88571429],0
b4,1,0.329919,0.949215,[13 16] ; [4 2],[14.08571429 14.91428571] ; [2.91428571 3.08571429],0
s2,1,0.335292,0.928352,[16 12] ; [4 1],[16.96969697 11.03030303] ; [3.03030303 1.96969697],0
s3,1,0.363602,0.825414,[17 12] ; [4 1],[17.91176471 11.08823529] ; [3.08823529 1.91176471],0
p9,1,0.392166,0.732214,[19 10] ; [5 1],[19.88571429  9.11428571] ; [4.11428571 1.88571429],0
p11,1,0.392166,0.732214,[19 10] ; [5 1],[19.88571429  9.11428571] ; [4.11428571 1.88571429],0
s5,1,0.442695,0.589286,[ 9 18] ; [3 3],[ 9.81818182 17.18181818] ; [2.18181818 3.81818182],0
p10,1,0.47824,0.502874,[20  9] ; [5 1],[20.71428571  8.28571429] ; [4.28571429 1.71428571],0
a7,1,0.557706,0.343693,[15 13] ; [4 2],[15.64705882 12.35294118] ; [3.35294118 2.64705882],0
p2,1,0.577484,0.31032,[21  8] ; [5 1],[21.54285714  7.45714286] ; [4.45714286 1.54285714],0
v1,1,0.582804,0.301724,[11 18] ; [3 3],[11.6 17.4] ; [2.4 3.6],0
u2,1,0.639207,0.21978,[ 6 12] ; [1 1],[ 6.3 11.7] ; [0.7 1.3],0
d2,1,0.691579,0.157381,[ 7 22] ; [1 5],[ 6.62857143 22.37142857] ; [1.37142857 4.62857143],0
a5,1,0.697713,0.150862,[12 17] ; [3 3],[12.42857143 16.57142857] ; [2.57142857 3.42857143],0
p4,1,0.816921,0.053596,[13 16] ; [3 3],[13.25714286 15.74285714] ; [2.74285714 3.25714286],0
p8,1,0.816921,0.053596,[13 16] ; [3 3],[13.25714286 15.74285714] ; [2.74285714 3.25714286],0
p6,1,0.822564,0.050287,[ 6 23] ; [1 5],[ 5.8 23.2] ; [1.2 4.8],0
p3,1,0.831981,0.045012,[11 18] ; [2 4],[10.77142857 18.22857143] ; [2.22857143 3.77142857],0
p7,1,0.831981,0.045012,[18 11] ; [4 2],[18.22857143 10.77142857] ; [3.77142857 2.22857143],0
d5,1,0.873628,0.025298,[13 15] ; [3 3],[13.17647059 14.82352941] ; [2.82352941 3.17647059],0
s7,1,0.873628,0.025298,[15 13] ; [3 3],[14.82352941 13.17647059] ; [3.17647059 2.82352941],0
u3,1,0.880905,0.022447,[10  8] ; [1 1],[9.9 8.1] ; [1.1 0.9],0
a6,1,0.93869,0.005916,[15 14] ; [3 3],[14.91428571 14.08571429] ; [3.08571429 2.91428571],0
d3,1,0.954891,0.0032,[ 9 19] ; [2 4],[ 9.05882353 18.94117647] ; [1.94117647 4.05882353],0
s8,1,0.956941,0.002915,[10 19] ; [2 4],[ 9.94285714 19.05714286] ; [2.05714286 3.94285714],0
n6,1,0.972877,0.001156,[24  5] ; [5 1],[24.02857143  4.97142857] ; [4.97142857 1.02857143],0
