Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,5.9e-05,16.150144,[17 74] ; [26 25],[27.55633803 63.44366197] ; [15.44366197 35.55633803],1
r1,1,8.7e-05,15.399855,[45 47] ; [42  9],[55.97202797 36.02797203] ; [31.02797203 19.97202797],1
r3,1,0.000106,15.029658,[65 26] ; [50  1],[73.6971831 17.3028169] ; [41.3028169  9.6971831],1
r4,1,0.000578,11.845064,[56 36] ; [45  6],[64.97902098 27.02097902] ; [36.02097902 14.97902098],1
a7,1,0.000767,11.318941,[43 49] ; [38 12],[52.47887324 39.52112676] ; [28.52112676 21.47887324],1
p11,1,0.001823,9.719845,[52 40] ; [42  9],[60.47552448 31.52447552] ; [33.52447552 17.47552448],0
p3,1,0.002073,9.483385,[21 71] ; [24 26],[29.15492958 62.84507042] ; [15.84507042 34.15492958],0
v4,1,0.006543,7.394295,[70 22] ; [48  3],[75.91608392 16.08391608] ; [42.08391608  8.91608392],0
n6,1,0.006622,7.372647,[57 34] ; [43  8],[64.08450704 26.91549296] ; [35.91549296 15.08450704],0
a5,1,0.008391,6.948126,[34 58] ; [30 20],[41.46478873 50.53521127] ; [22.53521127 27.46478873],0
v1,1,0.010124,6.612882,[27 63] ; [26 24],[34.07142857 55.92857143] ; [18.92857143 31.07142857],0
p10,1,0.010453,6.556036,[46 44] ; [36 13],[53.09352518 36.90647482] ; [28.90647482 20.09352518],0
d3,1,0.016728,5.724669,[29 63] ; [26 24],[35.63380282 56.36619718] ; [19.36619718 30.63380282],0
p8,1,0.053019,3.743316,[30 60] ; [25 25],[35.35714286 54.64285714] ; [19.64285714 30.35714286],0
a3,1,0.062705,3.464358,[37 52] ; [29 21],[42.25899281 46.74100719] ; [23.74100719 26.25899281],0
p7,1,0.063679,3.438885,[38 51] ; [29 20],[43.21014493 45.78985507] ; [23.78985507 25.21014493],0
r2,1,0.071865,3.239903,[72 20] ; [46  5],[75.91608392 16.08391608] ; [42.08391608  8.91608392],0
p6,1,0.07254,3.224589,[18 71] ; [17 33],[22.41007194 66.58992806] ; [12.58992806 37.41007194],0
p9,1,0.073158,3.210702,[55 36] ; [37 12],[59.8 31.2] ; [32.2 16.8],0
a4,1,0.07776,3.111111,[22 68] ; [ 6 44],[18. 72.] ; [10. 40.],0
a1,1,0.078947,3.086445,[ 9 83] ; [ 1 50],[ 6.43356643 85.56643357] ; [ 3.56643357 47.43356643],0
b2,1,0.08032,3.058423,[20 37] ; [ 4 21],[16.68292683 40.31707317] ; [ 7.31707317 17.68292683],0
b3,1,0.08032,3.058423,[20 37] ; [ 4 21],[16.68292683 40.31707317] ; [ 7.31707317 17.68292683],0
a6,1,0.08479,2.970608,[45 47] ; [32 18],[49.88732394 42.11267606] ; [27.11267606 22.88732394],0
p12,1,0.096461,2.763108,[ 2 89] ; [ 4 45],[ 3.9 87.1] ; [ 2.1 46.9],0
d1,1,0.105297,2.62343,[ 2 90] ; [ 4 47],[ 3.86013986 88.13986014] ; [ 2.13986014 48.86013986],0
p4,1,0.105636,2.618324,[28 62] ; [22 27],[32.37410072 57.62589928] ; [17.62589928 31.37410072],0
n4,1,0.183433,1.769585,[54 38] ; [35 15],[57.66197183 34.33802817] ; [31.33802817 18.66197183],0
n5,1,0.212027,1.557535,[56 35] ; [36 14],[59.37588652 31.62411348] ; [32.62411348 17.37588652],0
u2,1,0.225658,1.468021,[20 34] ; [11 10],[22.32 31.68] ; [ 8.68 12.32],0
s6,1,0.25288,1.307325,[36 54] ; [25 25],[39.21428571 50.78571429] ; [21.78571429 28.21428571],0
b5,1,0.308953,1.035146,[55 37] ; [26 25],[52.11188811 39.88811189] ; [28.88811189 22.11188811],0
d2,1,0.383723,0.75874,[22 70] ; [ 9 42],[19.94405594 72.05594406] ; [11.05594406 39.94405594],0
p2,1,0.399566,0.709631,[56 36] ; [34 16],[58.30985915 33.69014085] ; [31.69014085 18.30985915],0
n1,1,0.421246,0.646838,[11 22] ; [2 8],[ 9.97674419 23.02325581] ; [3.02325581 6.97674419],0
s4,1,0.496428,0.462564,[17 75] ; [ 7 43],[15.54929577 76.45070423] ; [ 8.45070423 41.54929577],0
s2,1,0.526223,0.40168,[28 63] ; [18 32],[29.68794326 61.31205674] ; [16.31205674 33.68794326],0
b4,1,0.53554,0.383868,[51 41] ; [31 20],[52.75524476 39.24475524] ; [29.24475524 21.75524476],0
n2,1,0.556901,0.345098,[24 10] ; [8 2],[24.72727273  9.27272727] ; [7.27272727 2.72727273],0
s3,1,0.639746,0.219075,[40 49] ; [20 29],[38.69565217 50.30434783] ; [21.30434783 27.69565217],0
b1,1,0.695284,0.153425,[41 51] ; [21 30],[39.88811189 52.11188811] ; [22.11188811 28.88811189],0
n3,1,0.711465,0.136818,[21 12] ; [7 3],[21.48837209 11.51162791] ; [6.51162791 3.48837209],0
a8,1,0.757137,0.095631,[ 8 79] ; [ 5 41],[ 8.5037594 78.4962406] ; [ 4.4962406 41.5037594],0
u3,1,0.77794,0.079527,[24 30] ; [ 9 13],[23.44736842 30.55263158] ; [ 9.55263158 12.44736842],0
d4,1,0.804475,0.061286,[44 48] ; [25 25],[44.70422535 47.29577465] ; [24.29577465 25.70422535],0
p5,1,0.872036,0.025944,[ 8 83] ; [ 4 46],[ 7.74468085 83.25531915] ; [ 4.25531915 45.74468085],0
p1,1,0.872078,0.025927,[10 82] ; [ 5 45],[ 9.71830986 82.28169014] ; [ 5.28169014 44.71830986],0
s7,1,0.885284,0.020815,[18 71] ; [10 37],[18.32352941 70.67647059] ; [ 9.67647059 37.32352941],0
