Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000528,12.015645,[ 3 56] ; [5 8],[ 6.55555556 52.44444444] ; [ 1.44444444 11.55555556],1
a3,1,0.015812,5.823663,[26 34] ; [ 1 12],[22.19178082 37.80821918] ; [4.80821918 8.19178082],0
s6,1,0.016651,5.732815,[14 45] ; [7 5],[17.45070423 41.54929577] ; [3.54929577 8.45070423],0
s2,1,0.018349,5.562498,[13 47] ; [7 6],[16.43835616 43.56164384] ; [3.56164384 9.43835616],0
s7,1,0.04567,3.993743,[11 45] ; [6 7],[13.79710145 42.20289855] ; [3.20289855 9.79710145],0
n5,1,0.078896,3.08749,[41 19] ; [12  1],[43.56164384 16.43835616] ; [9.43835616 3.56164384],0
s1,1,0.083459,2.996228,[ 2 58] ; [ 2 11],[ 3.28767123 56.71232877] ; [ 0.71232877 12.28767123],0
u3,1,0.086657,2.935399,[ 8 26] ; [6 6],[10.34782609 23.65217391] ; [3.65217391 8.34782609],0
n4,1,0.118758,2.433621,[32 28] ; [10  3],[34.52054795 25.47945205] ; [7.47945205 5.52054795],0
a5,1,0.13864,2.192992,[22 38] ; [ 2 11],[19.7260274 40.2739726] ; [4.2739726 8.7260274],0
n6,1,0.13864,2.192992,[38 22] ; [11  2],[40.2739726 19.7260274] ; [8.7260274 4.2739726],0
a6,1,0.140137,2.176453,[32 28] ; [4 9],[29.5890411 30.4109589] ; [6.4109589 6.5890411],0
p7,1,0.155073,2.021624,[28 31] ; [9 4],[30.31944444 28.68055556] ; [6.68055556 6.31944444],0
b1,1,0.207603,1.588061,[30 30] ; [4 9],[27.94520548 32.05479452] ; [6.05479452 6.94520548],0
n1,1,0.29203,1.11024,[ 8 12] ; [1 5],[ 6.92307692 13.07692308] ; [2.07692308 3.92307692],0
p11,1,0.294964,1.096826,[32 28] ; [9 4],[33.69863014 26.30136986] ; [7.30136986 5.69863014],0
p6,1,0.440392,0.59526,[15 44] ; [ 2 11],[13.93055556 45.06944444] ; [3.06944444 9.93055556],0
p12,1,0.472901,0.515189,[ 2 58] ; [ 1 12],[ 2.46575342 57.53424658] ; [ 0.53424658 12.46575342],0
v3,1,0.475428,0.509333,[ 9 50] ; [ 1 12],[ 8.19444444 50.80555556] ; [ 1.80555556 11.19444444],0
r3,1,0.517858,0.418158,[40 19] ; [10  3],[40.97222222 18.02777778] ; [9.02777778 3.97222222],0
p4,1,0.53491,0.385055,[24 36] ; [4 9],[23.01369863 36.98630137] ; [4.98630137 8.01369863],0
p9,1,0.544964,0.366417,[40 17] ; [8 5],[39.08571429 17.91428571] ; [8.91428571 4.08571429],0
s3,1,0.5528,0.352326,[22 37] ; [6 7],[22.94444444 36.05555556] ; [5.05555556 7.94444444],0
n3,1,0.557307,0.344388,[15  6] ; [5 1],[15.55555556  5.44444444] ; [4.44444444 1.55555556],0
r4,1,0.562128,0.336034,[27 33] ; [7 6],[27.94520548 32.05479452] ; [6.05479452 6.94520548],0
n2,1,0.675422,0.175325,[12  9] ; [4 2],[12.44444444  8.55555556] ; [3.55555556 2.44444444],0
r2,1,0.692211,0.156702,[44 15] ; [9 4],[43.43055556 15.56944444] ; [9.56944444 3.43055556],0
a4,1,0.701571,0.146843,[12 48] ; [ 2 11],[11.50684932 48.49315068] ; [ 2.49315068 10.50684932],0
b4,1,0.71852,0.129915,[29 31] ; [7 6],[29.5890411 30.4109589] ; [6.4109589 6.5890411],0
v1,1,0.763655,0.090411,[16 44] ; [4 9],[16.43835616 43.56164384] ; [3.56164384 9.43835616],0
p1,1,0.784924,0.074479,[ 6 53] ; [ 1 12],[ 5.73611111 53.26388889] ; [ 1.26388889 11.73611111],0
d2,1,0.789144,0.071515,[16 44] ; [ 3 10],[15.61643836 44.38356164] ; [3.38356164 9.61643836],0
s8,1,0.80342,0.061963,[12 48] ; [ 3 10],[12.32876712 47.67123288] ; [ 2.67123288 10.32876712],0
p10,1,0.809815,0.05792,[33 24] ; [8 5],[33.38571429 23.61428571] ; [7.61428571 5.38571429],0
p2,1,0.828483,0.046936,[39 20] ; [9 4],[39.33333333 19.66666667] ; [8.66666667 4.33333333],0
v4,1,0.834733,0.043529,[43 15] ; [10  3],[43.29577465 14.70422535] ; [9.70422535 3.29577465],0
b5,1,0.852593,0.034525,[34 26] ; [7 6],[33.69863014 26.30136986] ; [7.30136986 5.69863014],0
d3,1,0.871734,0.026068,[11 48] ; [ 2 10],[10.8028169 48.1971831] ; [2.1971831 9.8028169],0
u2,1,0.902418,0.015033,[12 22] ; [4 8],[11.82608696 22.17391304] ; [4.17391304 7.82608696],0
d5,1,0.914424,0.011548,[24 36] ; [5 7],[24.16666667 35.83333333] ; [4.83333333 7.16666667],0
v2,1,0.925057,0.008848,[14 45] ; [3 9],[14.12676056 44.87323944] ; [2.87323944 9.12676056],0
p8,1,0.936946,0.006258,[22 37] ; [5 8],[22.125 36.875] ; [4.875 8.125],0
p3,1,0.956299,0.003003,[18 42] ; [4 9],[18.08219178 41.91780822] ; [3.91780822 9.08219178],0
a7,1,1.0,0.0,[25 35] ; [5 7],[25. 35.] ; [5. 7.],0
