Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,61.519091,[31 45] ; [366  79],[57.91170825 18.08829175] ; [339.08829175 105.91170825],1
n4,1,0.0,47.076962,[39 37] ; [380  66],[61.00383142 14.99616858] ; [357.99616858  88.00383142],1
v4,1,1e-06,23.325161,[65 10] ; [436   9],[72.25961538  2.74038462] ; [428.74038462  16.25961538],1
p11,1,3e-06,21.948476,[44 32] ; [365  81],[59.54789272 16.45210728] ; [349.45210728  96.54789272],1
r4,1,3e-06,21.60926,[61 15] ; [424  22],[70.61302682  5.38697318] ; [414.38697318  31.61302682],1
p10,1,0.000131,14.630961,[49 24] ; [379  65],[60.43326886 12.56673114] ; [367.56673114  76.43326886],1
p9,1,0.000614,11.733548,[54 20] ; [388  53],[63.51067961 10.48932039] ; [378.48932039  62.51067961],1
p2,1,0.001293,10.352736,[51 22] ; [378  66],[60.57446809 12.42553191] ; [368.42553191  75.57446809],0
s7,1,0.001551,10.017178,[25 45] ; [240 188],[37.24899598 32.75100402] ; [227.75100402 200.24899598],0
r3,1,0.003063,8.769528,[69  7] ; [432  11],[73.36416185  2.63583815] ; [427.63583815  15.36416185],0
v3,1,0.003175,8.704239,[18 50] ; [194 232],[29.18218623 38.81781377] ; [182.81781377 243.18218623],0
p8,1,0.003324,8.62073,[28 45] ; [249 189],[39.57142857 33.42857143] ; [237.42857143 200.57142857],0
a5,1,0.005974,7.558002,[56 20] ; [384  62],[64.06130268 11.93869732] ; [375.93869732  70.06130268],0
p4,1,0.006343,7.45029,[37 37] ; [295 149],[47.42857143 26.57142857] ; [284.57142857 159.42857143],0
p6,1,0.007644,7.114948,[18 53] ; [185 255],[28.20547945 42.79452055] ; [174.79452055 265.20547945],0
a8,1,0.009881,6.656141,[ 2 66] ; [ 56 340],[ 8.5 59.5] ; [ 49.5 346.5],0
u1,1,0.011592,6.372303,[12 64] ; [133 313],[21.11111111 54.88888889] ; [123.88888889 322.11111111],0
s8,1,0.013007,6.168135,[28 48] ; [231 211],[38. 38.] ; [221. 221.],0
p7,1,0.033801,4.504742,[38 34] ; [286 149],[46.01183432 25.98816568] ; [277.98816568 157.01183432],0
p3,1,0.033906,4.499436,[31 43] ; [245 199],[39.42857143 34.57142857] ; [236.57142857 207.42857143],0
s5,1,0.039106,4.25627,[19 52] ; [169 258],[26.80321285 44.19678715] ; [161.19678715 265.80321285],0
v1,1,0.044026,4.055546,[34 41] ; [251 183],[41.99410609 33.00589391] ; [243.00589391 190.99410609],0
