Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.650793,[ 3 24] ; [74 19],[17.325  9.675] ; [59.675 33.325],1
v4,1,1e-06,25.11733,[12 15] ; [82 10],[21.32773109  5.67226891] ; [72.67226891 19.32773109],1
p11,1,5e-06,20.992952,[ 7 20] ; [69 24],[17.1  9.9] ; [58.9 34.1],1
p9,1,7.1e-05,15.795185,[ 8 16] ; [70 22],[16.13793103  7.86206897] ; [61.86206897 30.13793103],1
s6,1,0.000483,12.178768,[ 6 21] ; [55 36],[13.95762712 13.04237288] ; [47.04237288 43.95762712],1
v2,1,0.00253,9.118677,[ 2 23] ; [35 52],[ 8.25892857 16.74107143] ; [28.74107143 58.25892857],0
r2,1,0.003318,8.623602,[17  9] ; [83 10],[21.8487395  4.1512605] ; [78.1512605 14.8487395],0
p10,1,0.003424,8.566593,[ 8 18] ; [58 34],[14.54237288 11.45762712] ; [51.45762712 40.54237288],0
a4,1,0.004439,8.094766,[ 5 21] ; [47 46],[11.36134454 14.63865546] ; [40.63865546 52.36134454],0
d5,1,0.007874,7.061849,[10 17] ; [61 32],[15.975 11.025] ; [55.025 37.975],0
r1,1,0.007874,7.061849,[10 17] ; [61 32],[15.975 11.025] ; [55.025 37.975],0
p4,1,0.009102,6.802766,[ 3 24] ; [35 58],[ 8.55 18.45] ; [29.45 63.55],0
n3,1,0.010764,6.503946,[ 5 11] ; [23 10],[9.14285714 6.85714286] ; [18.85714286 14.14285714],0
s7,1,0.01307,6.159571,[ 4 21] ; [38 50],[ 9.2920354 15.7079646] ; [32.7079646 55.2920354],0
u3,1,0.013787,6.065153,[ 1 12] ; [14 16],[4.53488372 8.46511628] ; [10.46511628 19.53488372],0
n6,1,0.015096,5.905287,[14 13] ; [70 22],[19.05882353  7.94117647] ; [64.94117647 27.05882353],0
v1,1,0.015157,5.898148,[ 5 22] ; [40 50],[10.38461538 16.61538462] ; [34.61538462 55.38461538],0
p2,1,0.01797,5.599078,[ 9 18] ; [55 38],[14.4 12.6] ; [49.6 43.4],0
a5,1,0.020319,5.384309,[11 16] ; [61 32],[16.2 10.8] ; [55.8 37.2],0
u2,1,0.020524,5.366792,[ 2 11] ; [16 14],[5.44186047 7.55813953] ; [12.55813953 17.44186047],0
d4,1,0.02069,5.352678,[12 15] ; [64 29],[17.1  9.9] ; [58.9 34.1],0
b5,1,0.023486,5.132185,[ 9 18] ; [54 39],[14.175 12.825] ; [48.825 44.175],0
n2,1,0.030053,4.706255,[8 9] ; [27  8],[11.44230769  5.55769231] ; [23.55769231 11.44230769],0
s2,1,0.034849,4.45258,[ 5 22] ; [37 54],[ 9.61016949 17.38983051] ; [32.38983051 58.61016949],0
n5,1,0.040623,4.191693,[23  4] ; [60 33],[18.675  8.325] ; [64.325 28.675],0
s8,1,0.040623,4.191693,[ 4 23] ; [33 60],[ 8.325 18.675] ; [28.675 64.325],0
d1,1,0.050479,3.82548,[ 6 21] ; [40 53],[10.35 16.65] ; [35.65 57.35],0
p8,1,0.077839,3.10946,[ 2 25] ; [21 72],[ 5.175 21.825] ; [17.825 75.175],0
s3,1,0.087033,2.928409,[ 7 19] ; [42 50],[10.79661017 15.20338983] ; [38.20338983 53.79661017],0
b4,1,0.119037,2.429943,[12 15] ; [57 36],[15.525 11.475] ; [53.475 39.525],0
a3,1,0.129553,2.297847,[14 13] ; [63 30],[17.325  9.675] ; [59.675 33.325],0
p3,1,0.166742,1.911991,[ 5 22] ; [30 63],[ 7.875 19.125] ; [27.125 65.875],0
a1,1,0.183797,1.766649,[ 3 24] ; [ 4 89],[ 1.575 25.425] ; [ 5.425 87.575],0
v3,1,0.2247,1.4741,[ 4 22] ; [23 62],[ 6.32432432 19.67567568] ; [20.67567568 64.32432432],0
b1,1,0.233425,1.419869,[16 11] ; [43 50],[13.275 13.725] ; [45.725 47.275],0
p1,1,0.247952,1.334804,[ 4 23] ; [ 7 86],[ 2.475 24.525] ; [ 8.525 84.475],0
s1,1,0.300368,1.072558,[ 3 24] ; [ 5 87],[ 1.81512605 25.18487395] ; [ 6.18487395 85.81512605],0
s5,1,0.336355,0.924275,[ 4 23] ; [20 65],[ 5.78571429 21.21428571] ; [18.21428571 66.78571429],0
n1,1,0.365842,0.817739,[ 6 11] ; [17 18],[7.51923077 9.48076923] ; [15.48076923 19.51923077],0
d2,1,0.453702,0.561387,[10 16] ; [43 49],[11.6779661 14.3220339] ; [41.3220339 50.6779661],0
d3,1,0.466357,0.530595,[ 7 20] ; [31 62],[ 8.55 18.45] ; [29.45 63.55],0
s4,1,0.474705,0.511004,[ 5 22] ; [12 80],[ 3.85714286 23.14285714] ; [13.14285714 78.85714286],0
a6,1,0.683856,0.165817,[11 16] ; [42 51],[11.925 15.075] ; [41.075 51.925],0
b2,1,0.708992,0.139286,[9 9] ; [27 33],[8.30769231 9.69230769] ; [27.69230769 32.30769231],0
b3,1,0.708992,0.139286,[9 9] ; [27 33],[8.30769231 9.69230769] ; [27.69230769 32.30769231],0
p5,1,0.717761,0.130648,[ 1 26] ; [ 5 87],[ 1.36134454 25.63865546] ; [ 4.63865546 87.36134454],0
n4,1,0.86517,0.028831,[19  8] ; [67 26],[19.35  7.65] ; [66.65 26.35],0
p12,1,0.871629,0.026111,[ 2 25] ; [ 6 86],[ 1.81512605 25.18487395] ; [ 6.18487395 85.81512605],0
