Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,7e-06,20.15374,[123  14] ; [37 22],[111.83673469  25.16326531] ; [48.16326531 10.83673469],1
p8,1,1.9e-05,18.312665,[104  31] ; [27 32],[91.15979381 43.84020619] ; [39.84020619 19.15979381],1
p7,1,0.000309,13.015126,[123  13] ; [39 17],[114.75  21.25] ; [47.25  8.75],1
p5,1,0.005207,7.806033,[39 98] ; [ 6 53],[ 31.45408163 105.54591837] ; [13.54591837 45.45408163],0
a3,1,0.009894,6.65391,[117  18] ; [42 17],[110.6443299  24.3556701] ; [48.3556701 10.6443299],0
r3,1,0.014354,5.994029,[134   3] ; [53  6],[130.70918367   6.29081633] ; [56.29081633  2.70918367],0
p12,1,0.014996,5.916952,[ 25 111] ; [ 3 56],[ 19.52820513 116.47179487] ; [ 8.47179487 50.52820513],0
p9,1,0.023021,5.16689,[130   6] ; [51  8],[126.23589744   9.76410256] ; [54.76410256  4.23589744],0
d1,1,0.03334,4.528236,[98 39] ; [33 26],[91.56632653 45.43367347] ; [39.43367347 19.56632653],0
p10,1,0.038598,4.278455,[123  13] ; [47 12],[118.56410256  17.43589744] ; [51.43589744  7.56410256],0
v2,1,0.04369,4.068495,[89 47] ; [29 29],[82.72164948 53.27835052] ; [35.27835052 22.72164948],0
s1,1,0.068887,3.309332,[  5 132] ; [ 6 53],[  7.68877551 129.31122449] ; [ 3.31122449 55.68877551],0
p11,1,0.074517,3.180603,[113  24] ; [42 17],[108.34183673  28.65816327] ; [46.65816327 12.34183673],0
p1,1,0.078151,3.102936,[ 25 111] ; [ 5 54],[ 20.92307692 115.07692308] ; [ 9.07692308 49.92307692],0
a5,1,0.096578,2.761164,[114  23] ; [43 16],[109.73979592  27.26020408] ; [47.26020408 11.73979592],0
v3,1,0.119963,2.417801,[68 65] ; [23 36],[63.03645833 69.96354167] ; [27.96354167 31.03645833],0
b5,1,0.139271,2.186,[75 62] ; [39 20],[79.68367347 57.31632653] ; [34.31632653 24.68367347],0
n5,1,0.162548,1.950359,[117  19] ; [46 13],[113.68205128  22.31794872] ; [49.31794872  9.68205128],0
p2,1,0.177476,1.818632,[125  12] ; [50  9],[122.32142857  14.67857143] ; [52.67857143  6.32142857],0
u3,1,0.179339,1.803093,[14  6] ; [15  2],[15.67567568  4.32432432] ; [13.32432432  3.67567568],0
b1,1,0.19595,1.672305,[60 77] ; [20 39],[55.91836735 81.08163265] ; [24.08163265 34.91836735],0
d5,1,0.20996,1.571699,[116  20] ; [46 13],[112.98461538  23.01538462] ; [49.01538462  9.98461538],0
u4,1,0.267766,1.228157,[  7 130] ; [ 1 58],[  5.59183673 131.40816327] ; [ 2.40816327 56.59183673],0
a8,1,0.283556,1.149966,[ 18 108] ; [11 42],[ 20.41340782 105.58659218] ; [ 8.58659218 44.41340782],0
a1,1,0.301609,1.067065,[ 13 124] ; [ 3 56],[ 11.18367347 125.81632653] ; [ 4.81632653 54.18367347],0
a4,1,0.302265,1.064173,[76 61] ; [28 31],[72.69387755 64.30612245] ; [31.30612245 27.69387755],0
v1,1,0.315746,1.006486,[90 46] ; [34 24],[86.92783505 49.07216495] ; [37.07216495 20.92783505],0
d4,1,0.408617,0.682821,[119  17] ; [49 10],[117.16923077  18.83076923] ; [50.83076923  8.16923077],0
