Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,70.108127,[42 91] ; [219  76],[81.10514019 51.89485981] ; [179.89485981 115.10514019],1
a6,1,0.0,44.220702,[59 74] ; [228  68],[88.97668998 44.02331002] ; [198.02331002  97.97668998],1
d5,1,0.0,26.171498,[79 54] ; [244  52],[100.13752914  32.86247086] ; [222.86247086  73.13752914],1
r3,1,2e-06,22.77805,[105  28] ; [278  17],[119.01635514  13.98364486] ; [263.98364486  31.01635514],1
a2,1,1.9e-05,18.316416,[  7 126] ; [ 65 231],[ 22.32167832 110.67832168] ; [ 49.67832168 246.32167832],1
d1,1,7.5e-05,15.678426,[48 85] ; [168 128],[66.96503497 66.03496503] ; [149.03496503 146.96503497],1
d4,1,7.8e-05,15.60077,[86 47] ; [243  53],[101.997669  31.002331] ; [227.002331  68.997669],1
u1,1,8.2e-05,15.513487,[  2 131] ; [ 41 255],[ 13.33100233 119.66899767] ; [ 29.66899767 266.33100233],1
p2,1,8.7e-05,15.396583,[82 47] ; [239  55],[97.89361702 31.10638298] ; [223.10638298  70.89361702],1
r1,1,0.000128,14.66575,[78 55] ; [225  68],[94.59859155 38.40140845] ; [208.40140845  84.59859155],1
r4,1,0.000142,14.480239,[94 39] ; [255  41],[108.1981352  24.8018648] ; [240.8018648  55.1981352],1
p10,1,0.000555,11.922371,[75 54] ; [218  73],[89.99285714 39.00714286] ; [203.00714286  87.99285714],1
a5,1,0.003111,8.740965,[72 61] ; [204  92],[85.56643357 47.43356643] ; [190.43356643 105.56643357],0
r2,1,0.003922,8.319389,[109  22] ; [270  22],[117.37352246  13.62647754] ; [261.62647754  30.37352246],0
u3,1,0.004587,8.035463,[22 43] ; [59 46],[30.97058824 34.02941176] ; [50.02941176 54.97058824],0
v4,1,0.007747,7.091001,[110  23] ; [269  25],[118.04918033  14.95081967] ; [260.95081967  33.04918033],0
p9,1,0.010088,6.619251,[86 44] ; [227  64],[96.65083135 33.34916865] ; [216.34916865  74.65083135],0
b5,1,0.010821,6.494502,[69 64] ; [192 104],[80.91608392 52.08391608] ; [180.08391608 115.91608392],0
a3,1,0.015404,5.869675,[68 64] ; [188 106],[79.32394366 52.67605634] ; [176.67605634 117.32394366],0
p8,1,0.020001,5.411834,[48 82] ; [143 148],[58.97862233 71.02137767] ; [132.02137767 158.97862233],0
p4,1,0.055816,3.657538,[50 78] ; [145 150],[59.0070922 68.9929078] ; [135.9929078 159.0070922],0
u2,1,0.057485,3.608491,[26 38] ; [59 47],[32. 32.] ; [53. 53.],0
s5,1,0.065593,3.390004,[32 96] ; [ 50 240],[ 25.11004785 102.88995215] ; [ 56.88995215 233.11004785],0
b1,1,0.065973,3.380471,[61 72] ; [108 188],[52.39393939 80.60606061] ; [116.60606061 179.39393939],0
p3,1,0.069618,3.292014,[40 90] ; [118 177],[48.32941176 81.67058824] ; [109.67058824 185.32941176],0
