Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.048796,3.882353,[12  5] ; [21 28],[8.5 8.5] ; [24.5 24.5],0
s1,1,0.05673,3.630501,[ 3 14] ; [ 2 50],[ 1.23188406 15.76811594] ; [ 3.76811594 48.23188406],0
a8,1,0.07825,3.100869,[ 2 13] ; [ 1 46],[ 0.72580645 14.27419355] ; [ 2.27419355 44.72580645],0
a5,1,0.146792,2.105277,[14  3] ; [33 19],[11.57971014  5.42028986] ; [35.42028986 16.57971014],0
u3,1,0.168509,1.896162,[2 4] ; [13  7],[3.46153846 2.53846154] ; [11.53846154  8.46153846],0
n6,1,0.172604,1.860182,[14  3] ; [33 18],[11.75  5.25] ; [35.25 15.75],0
v1,1,0.177562,1.817912,[10  7] ; [20 30],[7.6119403 9.3880597] ; [22.3880597 27.6119403],0
r4,1,0.191832,1.703492,[16  1] ; [42 10],[14.28985507  2.71014493] ; [43.71014493  8.28985507],0
s8,1,0.231842,1.429522,[9 8] ; [19 33],[ 6.89855072 10.10144928] ; [21.10144928 30.89855072],0
p3,1,0.261791,1.259259,[ 6 11] ; [26 25],[8. 9.] ; [24. 27.],0
p6,1,0.263285,1.2514,[8 9] ; [16 34],[ 6.08955224 10.91044776] ; [17.91044776 32.08955224],0
b4,1,0.293045,1.105578,[14  3] ; [36 16],[12.31884058  4.68115942] ; [37.68115942 14.31884058],0
n1,1,0.363722,0.825,[1 3] ; [9 9],[1.81818182 2.18181818] ; [8.18181818 9.81818182],0
a6,1,0.364367,0.822784,[ 7 10] ; [28 24],[8.62318841 8.37681159] ; [26.37681159 25.62318841],0
s3,1,0.387347,0.747253,[9 8] ; [33 18],[10.5  6.5] ; [31.5 19.5],0
r3,1,0.398266,0.713556,[16  1] ; [51  1],[16.50724638  0.49275362] ; [50.49275362  1.50724638],0
p7,1,0.404546,0.694773,[11  6] ; [26 23],[9.53030303 7.46969697] ; [27.46969697 21.53030303],0
r2,1,0.420965,0.647619,[15  2] ; [48  3],[15.75  1.25] ; [47.25  3.75],0
a2,1,0.441813,0.591569,[ 4 13] ; [ 8 44],[ 2.95652174 14.04347826] ; [ 9.04347826 42.95652174],0
d1,1,0.444175,0.585473,[8 9] ; [30 22],[9.36231884 7.63768116] ; [28.63768116 23.36231884],0
r1,1,0.448622,0.57413,[13  4] ; [34 17],[11.75  5.25] ; [35.25 15.75],0
d3,1,0.475984,0.50805,[13  4] ; [35 17],[11.82608696  5.17391304] ; [36.17391304 15.82608696],0
p10,1,0.485292,0.486948,[14  3] ; [37 13],[12.94029851  4.05970149] ; [38.05970149 11.94029851],0
b5,1,0.527227,0.399733,[10  7] ; [26 26],[8.86956522 8.13043478] ; [27.13043478 24.86956522],0
n2,1,0.530801,0.392857,[2 2] ; [12  6],[2.54545455 1.45454545] ; [11.45454545  6.54545455],0
a7,1,0.567884,0.326235,[13  4] ; [36 16],[12.07246377  4.92753623] ; [36.92753623 15.07246377],0
v3,1,0.570206,0.322338,[ 6 11] ; [14 36],[ 5.07462687 11.92537313] ; [14.92537313 35.07462687],0
b2,1,0.573683,0.316558,[5 6] ; [10 18],[4.23076923 6.76923077] ; [10.76923077 17.23076923],0
b3,1,0.573683,0.316558,[5 6] ; [10 18],[4.23076923 6.76923077] ; [10.76923077 17.23076923],0
d5,1,0.587832,0.293744,[15  2] ; [43  9],[14.28985507  2.71014493] ; [43.71014493  8.28985507],0
d2,1,0.626725,0.236528,[9 8] ; [24 28],[8.13043478 8.86956522] ; [24.86956522 27.13043478],0
d4,1,0.635353,0.224871,[16  1] ; [47  5],[15.52173913  1.47826087] ; [47.47826087  4.52173913],0
p2,1,0.657786,0.196224,[12  5] ; [38 12],[12.68656716  4.31343284] ; [37.31343284 12.68656716],0
s4,1,0.692765,0.156109,[ 5 12] ; [18 34],[ 5.66666667 11.33333333] ; [17.33333333 34.66666667],0
