Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000433,12.382821,[13  1] ; [39 53],[6.86792453 7.13207547] ; [45.13207547 46.86792453],1
s7,1,0.003457,8.549325,[8 4] ; [22 65],[3.63636364 8.36363636] ; [26.36363636 60.63636364],0
p4,1,0.009009,6.820948,[10  4] ; [32 60],[5.54716981 8.45283019] ; [36.45283019 55.54716981],0
s4,1,0.062493,3.469964,[5 9] ; [14 78],[ 2.50943396 11.49056604] ; [16.49056604 75.50943396],0
p5,1,0.069871,3.286059,[ 2 12] ; [ 3 89],[ 0.66037736 13.33962264] ; [ 4.33962264 87.66037736],0
s2,1,0.079706,3.07088,[8 6] ; [30 61],[5.06666667 8.93333333] ; [32.93333333 58.06666667],0
n6,1,0.087669,2.916667,[13  1] ; [65 26],[10.4  3.6] ; [67.6 23.4],0
v1,1,0.097215,2.750646,[ 3 11] ; [40 49],[5.84466019 8.15533981] ; [37.15533981 51.84466019],0
b4,1,0.116224,2.467477,[10  4] ; [45 47],[7.26415094 6.73584906] ; [47.73584906 44.26415094],0
d2,1,0.162624,1.949651,[6 8] ; [23 69],[ 3.83018868 10.16981132] ; [25.16981132 66.83018868],0
s1,1,0.18809,1.732518,[ 2 11] ; [ 5 85],[ 0.88349515 12.11650485] ; [ 6.11650485 83.88349515],0
a3,1,0.190652,1.712568,[10  4] ; [48 43],[7.73333333 6.26666667] ; [50.26666667 40.73333333],0
u3,1,0.221406,1.495232,[3 1] ; [19 25],[1.83333333 2.16666667] ; [20.16666667 23.83333333],0
s8,1,0.229438,1.444341,[6 8] ; [25 67],[4.09433962 9.90566038] ; [26.90566038 65.09433962],0
p2,1,0.256152,1.289434,[11  3] ; [58 34],[9.11320755 4.88679245] ; [59.88679245 32.11320755],0
v4,1,0.316807,1.002084,[13  1] ; [74 16],[11.71153846  2.28846154] ; [75.28846154 14.71153846],0
n5,1,0.319626,0.990476,[12  2] ; [66 24],[10.5  3.5] ; [67.5 22.5],0
d3,1,0.319626,0.990476,[ 2 12] ; [24 66],[ 3.5 10.5] ; [22.5 67.5],0
p10,1,0.335091,0.929124,[9 4] ; [49 40],[7.39215686 5.60784314] ; [50.60784314 38.39215686],0
r2,1,0.365296,0.819604,[13  1] ; [76 15],[11.86666667  2.13333333] ; [77.13333333 13.86666667],0
n4,1,0.388257,0.744395,[10  3] ; [59 32],[8.625 4.375] ; [60.375 30.625],0
n1,1,0.452193,0.565149,[1 4] ; [13 22],[1.75 3.25] ; [12.25 22.75],0
a5,1,0.467945,0.526825,[8 6] ; [43 49],[6.73584906 7.26415094] ; [44.26415094 47.73584906],0
r4,1,0.490102,0.476303,[11  3] ; [64 28],[9.90566038 4.09433962] ; [65.09433962 26.90566038],0
r3,1,0.498777,0.457537,[12  2] ; [70 20],[11.03846154  2.96153846] ; [70.96153846 19.03846154],0
a4,1,0.517091,0.419692,[ 4 10] ; [19 72],[ 3.06666667 10.93333333] ; [19.93333333 71.06666667],0
s3,1,0.540224,0.375126,[8 6] ; [44 47],[6.93333333 7.06666667] ; [45.06666667 45.93333333],0
a7,1,0.565566,0.330159,[8 6] ; [44 46],[7. 7.] ; [45. 45.],0
p3,1,0.567894,0.326219,[5 9] ; [26 66],[4.09433962 9.90566038] ; [26.90566038 65.09433962],0
u2,1,0.589639,0.290909,[2 2] ; [16 28],[1.5 2.5] ; [16.5 27.5],0
d5,1,0.645859,0.211161,[8 6] ; [46 45],[7.2 6.8] ; [46.8 44.2],0
b5,1,0.64723,0.209411,[7 7] ; [52 40],[7.79245283 6.20754717] ; [51.20754717 40.79245283],0
v2,1,0.663996,0.188706,[ 4 10] ; [30 57],[4.71287129 9.28712871] ; [29.28712871 57.71287129],0
a8,1,0.710779,0.1375,[ 2 11] ; [10 75],[ 1.59183673 11.40816327] ; [10.40816327 74.59183673],0
n2,1,0.713013,0.135286,[4 1] ; [26 10],[3.65853659 1.34146341] ; [26.34146341  9.65853659],0
p7,1,0.716302,0.132063,[6 8] ; [34 56],[5.38461538 8.61538462] ; [34.61538462 55.38461538],0
p9,1,0.73653,0.1132,[9 5] ; [53 36],[8.42718447 5.57281553] ; [53.57281553 35.42718447],0
r1,1,0.739941,0.110178,[8 5] ; [51 39],[7.44660194 5.55339806] ; [51.55339806 38.44660194],0
v3,1,0.740084,0.110053,[ 3 11] ; [23 67],[ 3.5 10.5] ; [22.5 67.5],0
n3,1,0.757027,0.09572,[4 1] ; [25  9],[3.71794872 1.28205128] ; [25.28205128  8.71794872],0
b1,1,0.79055,0.070541,[6 8] ; [36 56],[5.54716981 8.45283019] ; [36.45283019 55.54716981],0
p6,1,0.807464,0.059389,[ 3 11] ; [17 74],[ 2.66666667 11.33333333] ; [17.33333333 73.66666667],0
a6,1,0.819879,0.051848,[7 7] ; [49 43],[7.39622642 6.60377358] ; [48.60377358 43.39622642],0
b2,1,0.845102,0.03817,[2 4] ; [18 43],[1.79104478 4.20895522] ; [18.20895522 42.79104478],0
b3,1,0.845102,0.03817,[2 4] ; [18 43],[1.79104478 4.20895522] ; [18.20895522 42.79104478],0
p11,1,0.851347,0.035119,[8 6] ; [55 37],[8.32075472 5.67924528] ; [54.67924528 37.32075472],0
p1,1,0.950982,0.003779,[ 1 13] ; [ 7 85],[ 1.05660377 12.94339623] ; [ 6.94339623 85.05660377],0
