Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,56.040175,[139  12] ; [47 47],[114.63673469  36.36326531] ; [71.36326531 22.63673469],1
v4,1,2e-06,22.664775,[142   9] ; [67 26],[129.34016393  21.65983607] ; [79.65983607 13.34016393],1
r2,1,3e-06,21.774942,[142   8] ; [67 24],[130.08298755  19.91701245] ; [78.91701245 12.08298755],1
d1,1,8e-06,19.989049,[79 72] ; [22 72],[62.24897959 88.75102041] ; [38.75102041 55.24897959],1
a5,1,1.4e-05,18.80883,[105  46] ; [39 55],[88.75102041 62.24897959] ; [55.24897959 38.75102041],1
u3,1,3.1e-05,17.342799,[42 21] ; [14 37],[30.94736842 32.05263158] ; [25.05263158 25.94736842],1
r3,1,6.1e-05,16.075926,[137  14] ; [66 27],[125.62704918  25.37295082] ; [77.37295082 15.62704918],1
d4,1,0.000115,14.881118,[120  31] ; [53 41],[106.6244898  44.3755102] ; [66.3755102 27.6244898],1
d5,1,0.000176,14.069573,[116  35] ; [50 43],[102.7295082  48.2704918] ; [63.2704918 29.7295082],1
s6,1,0.000718,11.441668,[77 68] ; [29 65],[64.30962343 80.69037657] ; [41.69037657 52.30962343],1
a2,1,0.001553,10.014149,[ 30 121] ; [ 5 89],[ 21.57142857 129.42857143] ; [13.42857143 80.57142857],0
s8,1,0.002806,8.929667,[ 33 117] ; [ 7 87],[ 24.59016393 125.40983607] ; [15.40983607 78.59016393],0
p11,1,0.003344,8.609388,[111  40] ; [52 42],[100.46122449  50.53877551] ; [62.53877551 31.46122449],0
a6,1,0.004142,8.220495,[109  42] ; [51 43],[98.6122449 52.3877551] ; [61.3877551 32.6122449],0
v1,1,0.004605,8.028214,[59 91] ; [20 72],[ 48.96694215 101.03305785] ; [30.03305785 61.96694215],0
a4,1,0.005867,7.590702,[61 88] ; [22 71],[51.10330579 97.89669421] ; [31.89669421 61.10330579],0
n4,1,0.007111,7.244713,[106  45] ; [50 44],[96.14693878 54.85306122] ; [59.85306122 34.14693878],0
d3,1,0.014513,5.974695,[90 61] ; [40 52],[80.781893 70.218107] ; [49.218107 42.781893],0
a7,1,0.019948,5.416415,[108  43] ; [53 40],[99.6352459 51.3647541] ; [61.3647541 31.6352459],0
p2,1,0.022688,5.192264,[115  35] ; [58 34],[107.23140496  42.76859504] ; [65.76859504 26.23140496],0
p4,1,0.031018,4.651978,[70 79] ; [31 63],[61.93004115 87.06995885] ; [39.06995885 54.93004115],0
s5,1,0.036272,4.384262,[ 37 108] ; [13 79],[ 30.5907173 114.4092827] ; [19.4092827 72.5907173],0
u1,1,0.041273,4.164775,[ 18 133] ; [ 4 90],[ 13.55918367 137.44081633] ; [ 8.44081633 85.55918367],0
a3,1,0.044821,4.025343,[87 62] ; [42 51],[79.42561983 69.57438017] ; [49.57438017 43.42561983],0
d2,1,0.055495,3.667153,[68 83] ; [30 62],[60.89711934 90.10288066] ; [37.10288066 54.89711934],0
a1,1,0.077477,3.117042,[  5 146] ; [ 8 86],[  8.0122449 142.9877551] ; [ 4.9877551 89.0122449],0
p6,1,0.096746,2.758387,[ 40 110] ; [16 76],[ 34.7107438 115.2892562] ; [21.2892562 70.7107438],0
p7,1,0.100206,2.702257,[78 70] ; [38 53],[71.83263598 76.16736402] ; [44.16736402 46.83263598],0
n3,1,0.125578,2.34634,[33 13] ; [14 12],[30.02777778 15.97222222] ; [16.97222222  9.02777778],0
n1,1,0.130935,2.28139,[17 30] ; [ 5 21],[14.16438356 32.83561644] ; [ 7.83561644 18.16438356],0
u2,1,0.146675,2.106493,[34 29] ; [21 31],[30.13043478 32.86956522] ; [24.86956522 27.13043478],0
p8,1,0.200582,1.63813,[64 86] ; [32 61],[59.25925926 90.74074074] ; [36.74074074 56.25925926],0
n2,1,0.249982,1.323405,[33 16] ; [14 12],[30.70666667 18.29333333] ; [16.29333333  9.70666667],0
s3,1,0.274781,1.192725,[59 90] ; [30 62],[55.02489627 93.97510373] ; [33.97510373 58.02489627],0
n6,1,0.278719,1.173325,[112  39] ; [63 30],[108.29918033  42.70081967] ; [66.70081967 26.29918033],0
v3,1,0.292558,1.107812,[ 23 125] ; [10 83],[ 20.26556017 127.73443983] ; [12.73443983 80.26556017],0
n5,1,0.337017,0.921746,[101  49] ; [57 36],[97.5308642 52.4691358] ; [60.4691358 32.5308642],0
p5,1,0.341291,0.905577,[  7 143] ; [ 7 85],[  8.67768595 141.32231405] ; [ 5.32231405 86.67768595],0
p1,1,0.395493,0.721986,[ 10 140] ; [ 9 84],[ 11.72839506 138.27160494] ; [ 7.27160494 85.72839506],0
b4,1,0.44507,0.583176,[91 60] ; [52 42],[88.13469388 62.86530612] ; [54.86530612 39.13469388],0
p10,1,0.467214,0.528557,[97 52] ; [55 36],[94.36666667 54.63333333] ; [57.63333333 33.36666667],0
s2,1,0.503552,0.447442,[ 42 106] ; [23 71],[ 39.75206612 108.24793388] ; [25.24793388 68.75206612],0
s1,1,0.557889,0.343372,[  7 141] ; [ 3 91],[  6.11570248 141.88429752] ; [ 3.88429752 90.11570248],0
p12,1,0.558661,0.342028,[  3 147] ; [ 3 91],[  3.68852459 146.31147541] ; [ 2.31147541 91.68852459],0
p3,1,0.563241,0.334124,[ 50 100] ; [28 66],[ 47.95081967 102.04918033] ; [30.04918033 63.95081967],0
p9,1,0.798986,0.064852,[102  48] ; [64 28],[102.89256198  47.10743802] ; [63.10743802 28.89256198],0
b2,1,0.818838,0.052459,[29 62] ; [15 35],[28.39716312 62.60283688] ; [15.60283688 34.39716312],0
b3,1,0.818838,0.052459,[29 62] ; [15 35],[28.39716312 62.60283688] ; [15.60283688 34.39716312],0
a8,1,0.850602,0.035476,[ 17 124] ; [10 79],[ 16.55217391 124.44782609] ; [10.44782609 78.55217391],0
b1,1,0.930138,0.007686,[65 86] ; [41 53],[65.33061224 85.66938776] ; [40.66938776 53.33061224],0
b5,1,0.935571,0.006535,[94 57] ; [59 35],[94.29795918 56.70204082] ; [58.70204082 35.29795918],0
s4,1,0.977024,0.000829,[ 20 126] ; [13 81],[ 20.075 125.925] ; [12.925 81.075],0
