Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.2e-05,19.221615,[44 83] ; [23  6],[54.54487179 72.45512821] ; [12.45512821 16.54487179],1
p12,1,3.2e-05,17.283258,[  1 126] ; [ 5 24],[  4.88461538 122.11538462] ; [ 1.11538462 27.88461538],1
s2,1,0.005692,7.645398,[36 91] ; [16 13],[42.33333333 84.66666667] ; [ 9.66666667 19.33333333],0
r4,1,0.010985,6.467722,[78 49] ; [25  4],[83.8525641 43.1474359] ; [19.1474359  9.8525641],0
s4,1,0.011609,6.369578,[ 16 110] ; [ 9 19],[ 20.45454545 105.54545455] ; [ 4.54545455 23.45454545],0
s8,1,0.011914,6.32361,[28 99] ; [13 16],[33.37820513 93.62179487] ; [ 7.62179487 21.37820513],0
r3,1,0.01443,5.984723,[90 36] ; [27  2],[95.10967742 30.89032258] ; [21.89032258  7.10967742],0
n6,1,0.030715,4.66881,[77 48] ; [24  5],[81.98051948 43.01948052] ; [19.01948052  9.98051948],0
s3,1,0.0313,4.63643,[46 79] ; [17 12],[51.13636364 73.86363636] ; [11.86363636 17.13636364],0
r1,1,0.054898,3.685181,[76 50] ; [23  6],[80.47741935 45.52258065] ; [18.52258065 10.47741935],0
d4,1,0.062769,3.462675,[87 39] ; [25  4],[91.04516129 34.95483871] ; [20.95483871  8.04516129],0
v4,1,0.117645,2.4484,[91 35] ; [25  4],[94.29677419 31.70322581] ; [21.70322581  7.29677419],0
r2,1,0.119465,2.424316,[99 23] ; [27  2],[101.8013245  20.1986755] ; [24.1986755  4.8013245],0
a5,1,0.124297,2.362319,[77 50] ; [22  7],[80.59615385 46.40384615] ; [18.40384615 10.59615385],0
v2,1,0.131444,2.275368,[46 75] ; [15 13],[49.53691275 71.46308725] ; [11.46308725 16.53691275],0
u2,1,0.156644,2.006324,[22 24] ; [2 7],[20.07272727 25.92727273] ; [3.92727273 5.07272727],0
a1,1,0.169405,1.888204,[ 11 116] ; [ 5 24],[ 13.02564103 113.97435897] ; [ 2.97435897 26.02564103],0
p5,1,0.173084,1.856026,[  5 118] ; [ 3 26],[  6.47368421 116.52631579] ; [ 1.52631579 27.47368421],0
s7,1,0.192755,1.696434,[33 85] ; [11 16],[35.80689655 82.19310345] ; [ 8.19310345 18.80689655],0
p4,1,0.234534,1.413148,[27 98] ; [ 9 19],[29.41176471 95.58823529] ; [ 6.58823529 21.41176471],0
d2,1,0.235535,1.407122,[58 67] ; [17 12],[60.87662338 64.12337662] ; [14.12337662 14.87662338],0
a4,1,0.24944,1.326439,[50 75] ; [15 14],[52.75974026 72.24025974] ; [12.24025974 16.75974026],0
u3,1,0.250408,1.321026,[23 23] ; [3 7],[21.35714286 24.64285714] ; [4.64285714 5.35714286],0
n4,1,0.279452,1.169751,[83 43] ; [16 13],[80.47741935 45.52258065] ; [18.52258065 10.47741935],0
p7,1,0.301697,1.066677,[32 89] ; [ 5 24],[29.84666667 91.15333333] ; [ 7.15333333 21.84666667],0
b1,1,0.303462,1.058919,[61 66] ; [17 12],[63.5 63.5] ; [14.5 14.5],0
p8,1,0.347567,0.882321,[ 22 104] ; [ 3 26],[ 20.32258065 105.67741935] ; [ 4.67741935 24.32258065],0
p3,1,0.35331,0.861532,[29 98] ; [ 9 20],[30.93589744 96.06410256] ; [ 7.06410256 21.93589744],0
v1,1,0.363879,0.824461,[36 87] ; [11 18],[38.03289474 84.96710526] ; [ 8.96710526 20.03289474],0
p10,1,0.381792,0.764925,[60 65] ; [16 12],[62.09150327 62.90849673] ; [13.90849673 14.09150327],0
p1,1,0.442586,0.589569,[  8 119] ; [ 3 26],[  8.95512821 118.04487179] ; [ 2.04487179 26.95512821],0
d5,1,0.450719,0.568843,[82 44] ; [21  8],[83.72903226 42.27096774] ; [19.27096774  9.72903226],0
d1,1,0.517128,0.419618,[61 66] ; [12 17],[59.42948718 67.57051282] ; [13.57051282 15.42948718],0
n2,1,0.537031,0.381071,[34 20] ; [8 3],[34.89230769 19.10769231] ; [7.10769231 3.89230769],0
n3,1,0.605919,0.26616,[30 21] ; [5 5],[29.26229508 21.73770492] ; [5.73770492 4.26229508],0
b4,1,0.626894,0.236296,[72 55] ; [15 14],[70.82692308 56.17307692] ; [16.17307692 12.82692308],0
p11,1,0.642262,0.215797,[64 63] ; [16 13],[65.12820513 61.87179487] ; [14.87179487 14.12820513],0
s1,1,0.673141,0.17795,[ 10 116] ; [ 3 26],[ 10.56774194 115.43225806] ; [ 2.43225806 26.56774194],0
n1,1,0.676509,0.174082,[25 28] ; [4 6],[24.3968254 28.6031746] ; [4.6031746 5.3968254],0
a8,1,0.686983,0.162371,[ 12 109] ; [ 2 25],[ 11.44594595 109.55405405] ; [ 2.55405405 24.44594595],0
n5,1,0.782141,0.076469,[81 44] ; [18 11],[80.35714286 44.64285714] ; [18.64285714 10.35714286],0
d3,1,0.785986,0.073727,[66 60] ; [16 13],[66.65806452 59.34193548] ; [15.34193548 13.65806452],0
v3,1,0.810441,0.057532,[40 80] ; [10 18],[40.54054054 79.45945946] ; [ 9.45945946 18.54054054],0
a7,1,0.866453,0.02828,[76 50] ; [17 12],[75.6 50.4] ; [17.4 11.6],0
u1,1,0.872875,0.025602,[ 19 108] ; [ 4 25],[ 18.72435897 108.27564103] ; [ 4.27564103 24.72435897],0
a2,1,0.902639,0.014964,[ 25 102] ; [ 6 23],[ 25.23717949 101.76282051] ; [ 5.76282051 23.23717949],0
b3,1,0.902723,0.014938,[31 52] ; [ 7 11],[31.22772277 51.77227723] ; [ 6.77227723 11.22772277],0
b2,1,0.902723,0.014938,[31 52] ; [ 7 11],[31.22772277 51.77227723] ; [ 6.77227723 11.22772277],0
u4,1,0.934336,0.006788,[  4 123] ; [ 1 28],[  4.07051282 122.92948718] ; [ 0.92948718 28.07051282],0
a3,1,0.941865,0.005318,[81 44] ; [19 10],[81.16883117 43.83116883] ; [18.83116883 10.16883117],0
b5,1,0.942825,0.005144,[71 56] ; [16 13],[70.82692308 56.17307692] ; [16.17307692 12.82692308],0
a6,1,0.970141,0.001401,[70 56] ; [16 13],[69.90967742 56.09032258] ; [16.09032258 12.90967742],0
p9,1,1.0,0.0,[61 61] ; [14 14],[61. 61.] ; [14. 14.],0
