Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,7.3e-05,15.729194,[25 64] ; [19  8],[33.75862069 55.24137931] ; [10.24137931 16.75862069],1
s8,1,0.000101,15.114833,[10 80] ; [12 15],[16.92307692 73.07692308] ; [ 5.07692308 21.92307692],1
p10,1,0.000205,13.781077,[17 72] ; [15 12],[24.55172414 64.44827586] ; [ 7.44827586 19.55172414],1
s2,1,0.000756,11.346791,[17 72] ; [14 13],[23.78448276 65.21551724] ; [ 7.21551724 19.78448276],1
s6,1,0.002848,8.902593,[28 62] ; [17 10],[34.61538462 55.38461538] ; [10.38461538 16.61538462],0
n6,1,0.008278,6.972248,[51 38] ; [23  4],[56.77586207 32.22413793] ; [17.22413793  9.77586207],0
p11,1,0.010275,6.586667,[38 52] ; [19  8],[43.84615385 46.15384615] ; [13.15384615 13.84615385],0
a3,1,0.034617,4.463978,[42 47] ; [19  8],[46.80172414 42.19827586] ; [14.19827586 12.80172414],0
p2,1,0.042811,4.102864,[40 50] ; [18  9],[44.61538462 45.38461538] ; [13.38461538 13.61538462],0
r3,1,0.045672,3.993636,[62 27] ; [24  3],[65.98275862 23.01724138] ; [20.01724138  6.98275862],0
p6,1,0.051714,3.785005,[12 77] ; [ 8 19],[15.34482759 73.65517241] ; [ 4.65517241 22.34482759],0
n1,1,0.070139,3.27977,[11 27] ; [5 3],[13.2173913 24.7826087] ; [2.7826087 5.2173913],0
s4,1,0.072187,3.232586,[11 78] ; [ 7 19],[13.93043478 75.06956522] ; [ 4.06956522 21.93043478],0
p7,1,0.08773,2.915547,[33 56] ; [15 12],[36.82758621 52.17241379] ; [11.17241379 15.82758621],0
s5,1,0.104512,2.635302,[12 77] ; [ 7 19],[14.70434783 74.29565217] ; [ 4.29565217 21.70434783],0
r1,1,0.135036,2.233636,[56 34] ; [21  6],[59.23076923 30.76923077] ; [17.76923077  9.23076923],0
r2,1,0.144894,2.125198,[71 17] ; [25  2],[73.46086957 14.53913043] ; [22.53913043  4.46086957],0
r4,1,0.153102,2.041065,[53 37] ; [20  7],[56.15384615 33.84615385] ; [16.84615385 10.15384615],0
n3,1,0.196962,1.664762,[19 19] ; [6 2],[20.65217391 17.34782609] ; [4.34782609 3.65217391],0
d3,1,0.211498,1.56114,[41 49] ; [16 11],[43.84615385 46.15384615] ; [13.15384615 13.84615385],0
p4,1,0.226896,1.460216,[31 57] ; [13 14],[33.66956522 54.33043478] ; [10.33043478 16.66956522],0
d5,1,0.230978,1.434831,[59 31] ; [21  6],[61.53846154 28.46153846] ; [18.46153846  8.53846154],0
p8,1,0.260298,1.26717,[26 63] ; [11 16],[28.38793103 60.61206897] ; [ 8.61206897 18.38793103],0
