Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,7.3e-05,15.729194,[25 64] ; [19  8],[33.75862069 55.24137931] ; [10.24137931 16.75862069],1
u1,1,0.271835,1.207461,[ 7 83] ; [ 4 23],[ 8.46153846 81.53846154] ; [ 2.53846154 24.46153846],0
v4,1,0.291152,1.114286,[68 22] ; [23  4],[70. 20.] ; [21.  6.],0
u2,1,0.294909,1.097074,[20 27] ; [5 3],[21.36363636 25.63636364] ; [3.63636364 4.36363636],0
b1,1,0.325442,0.966952,[47 43] ; [17 10],[49.23076923 40.76923077] ; [14.76923077 12.23076923],0
n2,1,0.331265,0.943946,[19 20] ; [6 3],[20.3125 18.6875] ; [4.6875 4.3125],0
u3,1,0.382429,0.762878,[22 26] ; [5 3],[23.14285714 24.85714286] ; [3.85714286 4.14285714],0
a8,1,0.428149,0.627839,[ 6 79] ; [ 3 22],[ 6.95454545 78.04545455] ; [ 2.04545455 22.95454545],0
a7,1,0.443298,0.587731,[52 37] ; [18  9],[53.70689655 35.29310345] ; [16.29310345 10.70689655],0
d2,1,0.459414,0.547321,[43 45] ; [11 16],[41.32173913 46.67826087] ; [12.67826087 14.32173913],0
v3,1,0.459851,0.546258,[17 71] ; [ 7 20],[18.36521739 69.63478261] ; [ 5.63478261 21.36521739],0
a2,1,0.485045,0.4875,[ 9 81] ; [ 4 23],[10. 80.] ; [ 3. 24.],0
v2,1,0.490865,0.47463,[29 59] ; [ 7 20],[27.54782609 60.45217391] ; [ 8.45217391 18.54782609],0
d4,1,0.512434,0.429093,[60 29] ; [20  7],[61.37931034 27.62068966] ; [18.62068966  8.37931034],0
d1,1,0.516803,0.420269,[37 53] ; [13 14],[38.46153846 51.53846154] ; [11.53846154 15.46153846],0
s1,1,0.561478,0.337152,[ 6 83] ; [ 1 26],[ 5.37068966 83.62931034] ; [ 1.62931034 25.37068966],0
a1,1,0.586886,0.295234,[ 7 83] ; [ 3 24],[ 7.69230769 82.30769231] ; [ 2.30769231 24.69230769],0
a4,1,0.600073,0.274886,[25 64] ; [ 9 18],[26.0862069 62.9137931] ; [ 7.9137931 19.0862069],0
b4,1,0.601197,0.273194,[55 35] ; [18  9],[56.15384615 33.84615385] ; [16.84615385 10.15384615],0
b5,1,0.61248,0.256579,[45 45] ; [15 12],[46.15384615 43.84615385] ; [13.84615385 13.15384615],0
n4,1,0.630933,0.230797,[52 38] ; [17 10],[53.07692308 36.92307692] ; [15.92307692 11.07692308],0
b3,1,0.694831,0.153905,[16 38] ; [ 5 15],[15.32432432 38.67567568] ; [ 5.67567568 14.32432432],0
b2,1,0.694831,0.153905,[16 38] ; [ 5 15],[15.32432432 38.67567568] ; [ 5.67567568 14.32432432],0
p1,1,0.728588,0.120412,[ 8 82] ; [ 3 24],[ 8.46153846 81.53846154] ; [ 2.53846154 24.46153846],0
n5,1,0.733564,0.115865,[50 40] ; [16 11],[50.76923077 39.23076923] ; [15.23076923 11.76923077],0
a5,1,0.865957,0.028492,[45 45] ; [13 14],[44.61538462 45.38461538] ; [13.38461538 13.61538462],0
a6,1,0.918664,0.010428,[51 39] ; [15 12],[50.76923077 39.23076923] ; [15.23076923 11.76923077],0
p5,1,0.933817,0.006896,[ 3 86] ; [ 1 26],[ 3.06896552 85.93103448] ; [ 0.93103448 26.06896552],0
p3,1,0.979238,0.000677,[24 66] ; [ 7 19],[24.05172414 65.94827586] ; [ 6.94827586 19.05172414],0
