Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,94.91042,[ 42 124] ; [91 15],[81.16911765 84.83088235] ; [51.83088235 54.16911765],1
s6,1,0.0,59.541799,[ 57 107] ; [87 18],[87.79182156 76.20817844] ; [56.20817844 48.79182156],1
s7,1,0.0,47.764529,[ 35 126] ; [65 36],[61.45038168 99.54961832] ; [38.54961832 62.45038168],1
s8,1,0.0,29.591684,[ 29 138] ; [51 55],[ 48.93772894 118.06227106] ; [31.06227106 74.93772894],1
s4,1,1e-06,23.965336,[ 18 150] ; [36 66],[ 33.6 134.4] ; [20.4 81.6],1
p2,1,1.2e-05,19.091676,[108  59] ; [93 12],[123.40808824  43.59191176] ; [77.59191176 27.40808824],1
s5,1,9.7e-05,15.19371,[ 26 139] ; [38 66],[ 39.25650558 125.74349442] ; [24.74349442 79.25650558],1
p4,1,0.000204,13.796548,[ 62 104] ; [64 42],[76.89705882 89.10294118] ; [49.10294118 56.89705882],1
p10,1,0.000356,12.748207,[92 73] ; [81 24],[105.72222222  59.27777778] ; [67.27777778 37.72222222],1
p7,1,0.000575,11.854217,[71 94] ; [66 36],[84.66292135 80.33707865] ; [52.33707865 49.66292135],1
u1,1,0.000854,11.119366,[ 10 158] ; [20 86],[ 18.39416058 149.60583942] ; [11.60583942 94.39416058],1
r3,1,0.001598,9.961742,[133  35] ; [98  7],[142.15384615  25.84615385] ; [88.84615385 16.15384615],0
p6,1,0.001879,9.664009,[ 38 128] ; [43 63],[ 49.43382353 116.56617647] ; [31.56617647 74.43382353],0
r4,1,0.003091,8.75317,[118  50] ; [91 15],[128.1459854  39.8540146] ; [80.8540146 25.1459854],0
u3,1,0.003678,8.43612,[30 45] ; [25 11],[37.16216216 37.83783784] ; [17.83783784 18.16216216],0
v4,1,0.003916,8.322468,[138  30] ; [99  6],[145.84615385  22.15384615] ; [91.15384615 13.84615385],0
r2,1,0.004071,8.252053,[133  32] ; [97  7],[141.07806691  23.92193309] ; [88.92193309 15.07806691],0
p9,1,0.005645,7.660198,[103  61] ; [82 22],[113.20895522  50.79104478] ; [71.79104478 32.20895522],0
p3,1,0.008887,6.845429,[ 52 116] ; [49 56],[ 62.15384615 105.84615385] ; [38.84615385 66.15384615],0
n6,1,0.012346,6.260483,[118  49] ; [89 17],[126.62637363  40.37362637] ; [80.37362637 25.62637363],0
r1,1,0.015208,5.892191,[96 72] ; [76 30],[105.45985401  62.54014599] ; [66.54014599 39.45985401],0
d3,1,0.020562,5.363504,[92 75] ; [72 32],[101.06273063  65.93726937] ; [62.93726937 41.06273063],0
a7,1,0.022642,5.195753,[97 71] ; [75 30],[105.84615385  62.15384615] ; [66.15384615 38.84615385],0
u2,1,0.030071,4.70525,[34 42] ; [24 12],[39.35714286 36.64285714] ; [18.64285714 17.35714286],0
p8,1,0.034844,4.452804,[ 60 106] ; [52 54],[68.35294118 97.64705882] ; [43.64705882 62.35294118],0
p11,1,0.036622,4.367915,[103  65] ; [78 28],[110.97810219  57.02189781] ; [70.02189781 35.97810219],0
d1,1,0.03991,4.22171,[69 99] ; [57 49],[77.25547445 90.74452555] ; [48.74452555 57.25547445],0
n4,1,0.088511,2.901252,[107  61] ; [78 28],[113.43065693  54.56934307] ; [71.56934307 34.43065693],0
a3,1,0.101459,2.682462,[92 75] ; [69 37],[98.48717949 68.51282051] ; [62.51282051 43.48717949],0
d4,1,0.103249,2.654626,[116  52] ; [82 23],[121.84615385  46.15384615] ; [76.15384615 28.84615385],0
s1,1,0.13188,2.270237,[  8 159] ; [10 96],[ 11.01098901 155.98901099] ; [ 6.98901099 99.01098901],0
n5,1,0.1694,1.888244,[104  62] ; [75 31],[109.24264706  56.75735294] ; [69.75735294 36.24264706],0
