Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.1e-05,19.403099,[64 60] ; [62 13],[78.51256281 45.48743719] ; [47.48743719 27.51256281],1
s2,1,7.2e-05,15.762157,[44 80] ; [50 28],[57.7029703 66.2970297] ; [36.2970297 41.7029703],1
p7,1,0.001216,10.465546,[77 48] ; [64 13],[87.25247525 37.74752475] ; [53.74752475 23.25247525],0
p3,1,0.001814,9.728438,[52 73] ; [50 28],[62.80788177 62.19211823] ; [39.19211823 38.80788177],0
d4,1,0.003122,8.734833,[83 41] ; [66 11],[91.92039801 32.07960199] ; [57.07960199 19.92039801],0
b5,1,0.003412,8.573101,[68 57] ; [26 52],[57.8817734 67.1182266] ; [36.1182266 41.8817734],0
d5,1,0.003525,8.513488,[82 43] ; [65 12],[90.96534653 34.03465347] ; [56.03465347 20.96534653],0
r1,1,0.004261,8.169209,[81 44] ; [65 13],[89.90147783 35.09852217] ; [56.09852217 21.90147783],0
s4,1,0.005873,7.588828,[ 15 110] ; [21 56],[ 22.27722772 102.72277228] ; [13.72277228 63.27722772],0
d1,1,0.006024,7.543243,[49 76] ; [46 32],[58.49753695 66.50246305] ; [36.50246305 41.49753695],0
s3,1,0.006105,7.519031,[61 62] ; [54 24],[70.37313433 52.62686567] ; [44.62686567 33.37313433],0
p5,1,0.00946,6.733866,[ 10 115] ; [16 62],[ 16.00985222 108.99014778] ; [ 9.99014778 68.00985222],0
p6,1,0.009833,6.66498,[36 87] ; [36 40],[44.50251256 78.49748744] ; [27.49748744 48.50251256],0
p4,1,0.010931,6.476481,[60 64] ; [52 26],[68.75247525 55.24752475] ; [43.24752475 34.75247525],0
s7,1,0.016973,5.699118,[54 63] ; [49 28],[62.1185567 54.8814433] ; [40.8814433 36.1185567],0
r4,1,0.020856,5.338766,[94 31] ; [69  9],[100.36945813  24.63054187] ; [62.63054187 15.36945813],0
v1,1,0.027921,4.83291,[58 65] ; [48 28],[65.51758794 57.48241206] ; [40.48241206 35.51758794],0
d2,1,0.030148,4.700817,[51 74] ; [44 34],[58.49753695 66.50246305] ; [36.50246305 41.49753695],0
p10,1,0.044733,4.028685,[91 32] ; [67 11],[96.68656716 26.31343284] ; [61.31343284 16.68656716],0
p8,1,0.047409,3.930825,[59 64] ; [48 29],[65.805 57.195] ; [41.195 35.805],0
a3,1,0.048507,3.892319,[81 44] ; [60 17],[87.25247525 37.74752475] ; [53.74752475 23.25247525],0
s8,1,0.053901,3.715764,[50 75] ; [42 36],[56.65024631 68.34975369] ; [35.34975369 42.65024631],0
n2,1,0.063928,3.432442,[24 15] ; [17  3],[27.10169492 11.89830508] ; [13.89830508  6.10169492],0
d3,1,0.088746,2.896982,[52 73] ; [42 36],[57.8817734 67.1182266] ; [36.1182266 41.8817734],0
a4,1,0.090479,2.86583,[47 77] ; [39 39],[52.79207921 71.20792079] ; [33.20792079 44.79207921],0
b4,1,0.090544,2.864672,[65 60] ; [50 28],[70.81280788 54.18719212] ; [44.18719212 33.81280788],0
n5,1,0.095479,2.779484,[95 30] ; [66 11],[99.62871287 25.37128713] ; [61.37128713 15.62871287],0
n1,1,0.097903,2.739381,[11 28] ; [10 10],[13.88135593 25.11864407] ; [ 7.11864407 12.88135593],0
r2,1,0.100209,2.702216,[103  19] ; [72  6],[106.75  15.25] ; [68.25  9.75],0
a2,1,0.117512,2.450168,[  8 117] ; [10 68],[ 11.08374384 113.91625616] ; [ 6.91625616 71.08374384],0
u3,1,0.126527,2.334607,[13 31] ; [9 9],[15.61290323 28.38709677] ; [ 6.38709677 11.61290323],0
u4,1,0.128773,2.307232,[  1 124] ; [ 3 75],[  2.46305419 122.53694581] ; [ 1.53694581 76.46305419],0
p9,1,0.143472,2.140317,[100  24] ; [69  9],[103.74257426  20.25742574] ; [65.25742574 12.74257426],0
a1,1,0.143803,2.136782,[  5 120] ; [ 7 71],[  7.38916256 117.61083744] ; [ 4.61083744 73.38916256],0
v4,1,0.162185,1.953731,[111  11] ; [75  3],[113.46   8.54] ; [72.54  5.46],0
a5,1,0.179291,1.803489,[80 45] ; [57 21],[84.35960591 40.64039409] ; [52.64039409 25.35960591],0
b2,1,0.180545,1.793129,[30 51] ; [24 25],[33.64615385 47.35384615] ; [20.35384615 28.64615385],0
