Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,3e-06,21.718853,[23  3] ; [14 31],[13.54929577 12.45070423] ; [23.45070423 21.54929577],1
s2,1,0.006836,7.31564,[14 13] ; [10 37],[ 8.75675676 18.24324324] ; [15.24324324 31.75675676],0
v1,1,0.019032,5.498587,[13 14] ; [10 36],[ 8.50684932 18.49315068] ; [14.49315068 31.50684932],0
s5,1,0.035085,4.441048,[ 9 15] ; [ 7 39],[ 5.48571429 18.51428571] ; [10.51428571 35.48571429],0
r3,1,0.035787,4.407207,[21  6] ; [25 22],[16.78378378 10.21621622] ; [29.21621622 17.78378378],0
a7,1,0.041097,4.172027,[17  9] ; [19 28],[12.82191781 13.17808219] ; [23.17808219 23.82191781],0
r2,1,0.041975,4.136228,[23  3] ; [30 15],[19.4084507  6.5915493] ; [33.5915493 11.4084507],0
p6,1,0.053366,3.732416,[ 8 19] ; [ 5 39],[ 4.94366197 22.05633803] ; [ 8.05633803 35.94366197],0
r4,1,0.090795,2.860228,[14 13] ; [15 32],[10.58108108 16.41891892] ; [18.41891892 28.58108108],0
p2,1,0.090956,2.857368,[17 10] ; [20 27],[13.5 13.5] ; [23.5 23.5],0
s8,1,0.096733,2.758599,[ 6 21] ; [ 4 43],[ 3.64864865 23.35135135] ; [ 6.35135135 40.64864865],0
u3,1,0.117122,2.455385,[7 7] ; [ 6 18],[4.78947368 9.21052632] ; [ 8.21052632 15.78947368],0
a1,1,0.13562,2.226962,[ 1 26] ; [ 7 40],[ 2.91891892 24.08108108] ; [ 5.08108108 41.91891892],0
u2,1,0.139488,2.183598,[7 7] ; [ 6 17],[4.91891892 9.08108108] ; [ 8.08108108 14.91891892],0
p8,1,0.154559,2.026667,[ 8 19] ; [ 7 38],[ 5.625 21.375] ; [ 9.375 35.625],0
d3,1,0.164186,1.93524,[16  9] ; [22 25],[13.19444444 11.80555556] ; [24.80555556 22.19444444],0
s6,1,0.204505,1.609903,[10 15] ; [12 35],[ 7.63888889 17.36111111] ; [14.36111111 32.63888889],0
s3,1,0.211894,1.558442,[13 14] ; [15 30],[10.5 16.5] ; [17.5 27.5],0
v4,1,0.212037,1.557466,[21  6] ; [30 17],[18.60810811  8.39189189] ; [32.39189189 14.60810811],0
p5,1,0.276843,1.182521,[ 2 25] ; [ 1 45],[ 1.10958904 25.89041096] ; [ 1.89041096 44.10958904],0
s4,1,0.302189,1.06451,[ 8 19] ; [ 9 38],[ 6.2027027 20.7972973] ; [10.7972973 36.2027027],0
b1,1,0.312361,1.020665,[14 13] ; [30 17],[16.05405405 10.94594595] ; [27.94594595 19.05405405],0
v3,1,0.32601,0.964682,[ 8 19] ; [ 9 37],[ 6.28767123 20.71232877] ; [10.71232877 35.28767123],0
n2,1,0.338939,0.91444,[6 3] ; [ 9 10],[4.82142857 4.17857143] ; [10.17857143  8.82142857],0
a6,1,0.367592,0.811787,[12 15] ; [26 21],[13.86486486 13.13513514] ; [24.13513514 22.86486486],0
s7,1,0.416912,0.659004,[ 7 19] ; [ 8 35],[ 5.65217391 20.34782609] ; [ 9.34782609 33.65217391],0
b5,1,0.434152,0.61169,[18  9] ; [27 20],[16.41891892 10.58108108] ; [28.58108108 18.41891892],0
n1,1,0.439161,0.598475,[2 7] ; [ 7 12],[2.89285714 6.10714286] ; [ 6.10714286 12.89285714],0
v2,1,0.473625,0.513506,[ 9 18] ; [12 35],[ 7.66216216 19.33783784] ; [13.33783784 33.66216216],0
b2,1,0.518871,0.416138,[5 4] ; [13 17],[4.15384615 4.84615385] ; [13.84615385 16.15384615],0
b3,1,0.518871,0.416138,[5 4] ; [13 17],[4.15384615 4.84615385] ; [13.84615385 16.15384615],0
n6,1,0.521155,0.411608,[17 10] ; [26 21],[15.68918919 11.31081081] ; [27.31081081 19.68918919],0
b4,1,0.551987,0.353769,[14 13] ; [21 26],[12.77027027 14.22972973] ; [22.22972973 24.77027027],0
a5,1,0.583397,0.300776,[12 15] ; [24 23],[13.13513514 13.86486486] ; [22.86486486 24.13513514],0
n5,1,0.613203,0.255537,[16 11] ; [25 22],[14.95945946 12.04054054] ; [26.04054054 20.95945946],0
s1,1,0.623664,0.240752,[ 1 26] ; [ 3 44],[ 1.45945946 25.54054054] ; [ 2.54054054 44.45945946],0
d4,1,0.641745,0.216467,[17 10] ; [27 20],[16.05405405 10.94594595] ; [27.94594595 19.05405405],0
p3,1,0.65094,0.204717,[ 8 19] ; [16 30],[ 8.87671233 18.12328767] ; [15.12328767 30.87671233],0
a4,1,0.65094,0.204717,[ 8 19] ; [16 30],[ 8.87671233 18.12328767] ; [15.12328767 30.87671233],0
d1,1,0.653816,0.201123,[10 17] ; [15 32],[ 9.12162162 17.87837838] ; [15.87837838 31.12162162],0
d2,1,0.683064,0.166697,[11 16] ; [21 25],[11.83561644 15.16438356] ; [20.16438356 25.83561644],0
n3,1,0.685734,0.163743,[5 4] ; [ 9 10],[4.5 4.5] ; [9.5 9.5],0
p1,1,0.712896,0.135402,[ 3 24] ; [ 4 43],[ 2.55405405 24.44594595] ; [ 4.44594595 42.55405405],0
p4,1,0.754973,0.097399,[ 9 18] ; [17 29],[ 9.61643836 17.38356164] ; [16.38356164 29.61643836],0
a2,1,0.833929,0.04396,[ 3 24] ; [ 6 41],[ 3.28378378 23.71621622] ; [ 5.71621622 41.28378378],0
n4,1,0.844263,0.03859,[15 12] ; [25 22],[14.59459459 12.40540541] ; [25.40540541 21.59459459],0
u1,1,0.865787,0.028565,[ 2 25] ; [ 3 44],[ 1.82432432 25.17567568] ; [ 3.17567568 43.82432432],0
