Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000352,12.772482,[14 30] ; [21  7],[21.38888889 22.61111111] ; [13.61111111 14.38888889],1
b1,1,0.008686,6.88628,[14 31] ; [18 11],[19.45945946 25.54054054] ; [12.54054054 16.45945946],0
a3,1,0.04525,4.009293,[22 23] ; [21  8],[26.14864865 18.85135135] ; [16.85135135 12.14864865],0
b4,1,0.04801,3.90965,[32 13] ; [14 15],[27.97297297 17.02702703] ; [18.02702703 10.97297297],0
d5,1,0.121026,2.403991,[28 17] ; [23  6],[31.01351351 13.98648649] ; [19.98648649  9.01351351],0
s6,1,0.146924,2.103896,[19 25] ; [17 11],[22. 22.] ; [14. 14.],0
p9,1,0.151171,2.060397,[32 13] ; [24  4],[34.52054795 10.47945205] ; [21.47945205  6.52054795],0
p5,1,0.158436,1.989093,[ 4 40] ; [ 6 23],[ 6.02739726 37.97260274] ; [ 3.97260274 25.02739726],0
a5,1,0.160074,1.973526,[22 23] ; [19 10],[24.93243243 20.06756757] ; [16.06756757 12.93243243],0
s4,1,0.1891,1.724614,[12 33] ; [ 4 25],[ 9.72972973 35.27027027] ; [ 6.27027027 22.72972973],0
p6,1,0.193164,1.693322,[10 34] ; [10 17],[12.3943662 31.6056338] ; [ 7.6056338 19.3943662],0
s8,1,0.238712,1.388185,[11 33] ; [11 18],[13.26027397 30.73972603] ; [ 8.73972603 20.26027397],0
p4,1,0.242719,1.364731,[21 24] ; [17 11],[23.42465753 21.57534247] ; [14.57534247 13.42465753],0
p7,1,0.282264,1.156156,[20 22] ; [17 11],[22.2 19.8] ; [14.8 13.2],0
a2,1,0.283205,1.151644,[ 4 41] ; [ 5 24],[ 5.47297297 39.52702703] ; [ 3.52702703 25.47297297],0
a6,1,0.315202,1.008752,[21 24] ; [17 12],[23.10810811 21.89189189] ; [14.89189189 14.10810811],0
s1,1,0.319594,0.990607,[ 1 44] ; [ 2 27],[ 1.82432432 43.17567568] ; [ 1.17567568 27.82432432],0
r2,1,0.395458,0.722093,[26 17] ; [13 13],[24.30434783 18.69565217] ; [14.69565217 11.30434783],0
d3,1,0.47499,0.510345,[21 24] ; [16 13],[22.5 22.5] ; [14.5 14.5],0
n4,1,0.505556,0.443255,[26 19] ; [19 10],[27.36486486 17.63513514] ; [17.63513514 11.36486486],0
n1,1,0.547403,0.361991,[ 7 11] ; [6 6],[ 7.8 10.2] ; [5.2 6.8],0
d4,1,0.558267,0.342713,[29 15] ; [21  8],[30.1369863 13.8630137] ; [19.8630137  9.1369863],0
u1,1,0.571478,0.320216,[ 3 42] ; [ 3 26],[ 3.64864865 41.35135135] ; [ 2.35135135 26.64864865],0
n5,1,0.578587,0.308525,[28 15] ; [20  8],[29.07042254 13.92957746] ; [18.92957746  9.07042254],0
p3,1,0.605562,0.266688,[15 30] ; [11 17],[16.02739726 28.97260274] ; [ 9.97260274 18.02739726],0
a4,1,0.614069,0.254292,[16 29] ; [12 17],[17.02702703 27.97297297] ; [10.97297297 18.02702703],0
u3,1,0.656787,0.19745,[ 9 13] ; [4 4],[ 9.53333333 12.46666667] ; [3.46666667 4.53333333],0
p10,1,0.657934,0.196043,[31 12] ; [20  6],[31.7826087 11.2173913] ; [19.2173913  6.7826087],0
s7,1,0.684818,0.164753,[17 26] ; [12 15],[17.81428571 25.18571429] ; [11.18571429 15.81428571],0
r1,1,0.695977,0.15269,[11 34] ; [ 8 20],[11.71232877 33.28767123] ; [ 7.28767123 20.71232877],0
u2,1,0.697418,0.151172,[12 10] ; [5 3],[12.46666667  9.53333333] ; [4.53333333 3.46666667],0
b5,1,0.732651,0.116692,[23 22] ; [16 13],[23.71621622 21.28378378] ; [15.28378378 13.71621622],0
r3,1,0.74202,0.108359,[30 12] ; [21  7],[30.6 11.4] ; [20.4  7.6],0
a1,1,0.750861,0.100809,[ 1 44] ; [ 1 28],[ 1.21621622 43.78378378] ; [ 0.78378378 28.21621622],0
