Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2.7e-05,17.652013,[4 3] ; [55  1],[6.55555556 0.44444444] ; [52.44444444  3.55555556],1
r1,1,0.000282,13.189393,[1 6] ; [46 12],[5.06153846 1.93846154] ; [41.93846154 16.06153846],1
r4,1,0.002661,9.026161,[3 4] ; [51  7],[5.81538462 1.18461538] ; [48.18461538  9.81538462],0
n6,1,0.016769,5.720358,[3 4] ; [47 10],[5.46875 1.53125] ; [44.53125 12.46875],0
s2,1,0.026111,4.948669,[2 5] ; [41 17],[4.63076923 2.36923077] ; [38.36923077 19.63076923],0
s3,1,0.034747,4.457567,[2 5] ; [40 18],[4.52307692 2.47692308] ; [37.47692308 20.52307692],0
p9,1,0.130917,2.281596,[4 3] ; [45 10],[5.53225806 1.46774194] ; [43.46774194 11.53225806],0
n2,1,0.160711,1.967525,[1 1] ; [15  2],[1.68421053 0.31578947] ; [14.31578947  2.68421053],0
p2,1,0.180954,1.789773,[5 2] ; [50  6],[6.11111111 0.88888889] ; [48.88888889  7.11111111],0
v4,1,0.202999,1.620664,[6 1] ; [55  2],[6.671875 0.328125] ; [54.328125  2.671875],0
p10,1,0.209482,1.575,[4 3] ; [44 12],[5.33333333 1.66666667] ; [42.66666667 13.33333333],0
p8,1,0.21226,1.555948,[2 5] ; [30 26],[3.55555556 3.44444444] ; [28.44444444 27.55555556],0
u2,1,0.214618,1.54,[4 1] ; [14 14],[2.72727273 2.27272727] ; [15.27272727 12.72727273],0
a3,1,0.229556,1.443609,[2 5] ; [30 27],[3.5 3.5] ; [28.5 28.5],0
u3,1,0.232959,1.422704,[2 3] ; [19  9],[3.18181818 1.81818182] ; [17.81818182 10.18181818],0
b5,1,0.247102,1.339612,[2 5] ; [30 28],[3.44615385 3.55384615] ; [28.55384615 29.44615385],0
v3,1,0.256839,1.285714,[1 6] ; [20 36],[2.33333333 4.66666667] ; [18.66666667 37.33333333],0
p4,1,0.303812,1.057389,[5 2] ; [29 28],[3.71875 3.28125] ; [30.28125 26.71875],0
p7,1,0.305583,1.049669,[3 4] ; [34 20],[4.24590164 2.75409836] ; [32.75409836 21.24590164],0
d5,1,0.342519,0.90098,[4 3] ; [43 15],[5.06153846 1.93846154] ; [41.93846154 16.06153846],0
a7,1,0.345742,0.889024,[3 4] ; [35 22],[4.15625 2.84375] ; [33.84375 23.15625],0
d1,1,0.357397,0.84702,[1 6] ; [18 40],[2.04615385 4.95384615] ; [16.95384615 41.04615385],0
d3,1,0.375129,0.786605,[3 4] ; [35 23],[4.09230769 2.90769231] ; [33.90769231 24.09230769],0
s4,1,0.419025,0.653048,[3 4] ; [16 41],[2.078125 4.921875] ; [16.921875 40.078125],0
d4,1,0.435816,0.607275,[6 1] ; [41 16],[5.140625 1.859375] ; [41.859375 15.140625],0
v2,1,0.439553,0.59745,[2 5] ; [25 32],[2.953125 4.046875] ; [24.046875 32.953125],0
p11,1,0.449419,0.572117,[6 1] ; [42 16],[5.16923077 1.83076923] ; [42.83076923 15.16923077],0
p6,1,0.558761,0.341855,[2 5] ; [22 33],[2.70967742 4.29032258] ; [21.29032258 33.70967742],0
s6,1,0.58208,0.302885,[5 2] ; [45 11],[5.55555556 1.44444444] ; [44.44444444 11.55555556],0
b4,1,0.593775,0.284488,[4 3] ; [39 19],[4.63076923 2.36923077] ; [38.36923077 19.63076923],0
n5,1,0.616604,0.25067,[4 3] ; [38 19],[4.59375 2.40625] ; [37.40625 19.59375],0
d2,1,0.649739,0.20623,[2 5] ; [12 45],[1.53125 5.46875] ; [12.46875 44.53125],0
a6,1,0.657574,0.196485,[4 3] ; [28 30],[3.44615385 3.55384615] ; [28.55384615 29.44615385],0
v1,1,0.688788,0.160401,[4 3] ; [28 29],[3.5 3.5] ; [28.5 28.5],0
s8,1,0.68983,0.15927,[2 5] ; [21 37],[2.47692308 4.52307692] ; [20.52307692 37.47692308],0
s7,1,0.700375,0.148082,[3 3] ; [32 23],[3.44262295 2.55737705] ; [31.55737705 23.44262295],0
n4,1,0.730547,0.11861,[4 3] ; [37 21],[4.41538462 2.58461538] ; [36.58461538 21.41538462],0
b1,1,0.800222,0.064039,[3 4] ; [22 36],[2.69230769 4.30769231] ; [22.30769231 35.69230769],0
p5,1,0.902982,0.014858,[1 6] ; [ 9 47],[1.11111111 5.88888889] ; [ 8.88888889 47.11111111],0
n1,1,0.937193,0.006209,[1 1] ; [9 8],[1.05263158 0.94736842] ; [8.94736842 8.05263158],0
p3,1,0.969677,0.001445,[3 4] ; [24 33],[2.953125 4.046875] ; [24.046875 32.953125],0
p1,1,1.0,0.0,[1 6] ; [ 8 48],[1. 6.] ; [ 8. 48.],0
