Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.886487,[77 49] ; [ 4 34],[62.23170732 63.76829268] ; [18.76829268 19.23170732],1
r3,1,0.0,26.828466,[107  19] ; [16 21],[95.0797546 30.9202454] ; [27.9202454  9.0797546],1
p2,1,1e-06,24.785779,[93 32] ; [11 26],[80.24691358 44.75308642] ; [23.75308642 13.24691358],1
n6,1,0.000117,14.836037,[99 27] ; [17 20],[89.66871166 36.33128834] ; [26.33128834 10.66871166],1
p9,1,0.000186,13.971623,[94 28] ; [16 20],[84.93670886 37.06329114] ; [25.06329114 10.93670886],1
p10,1,0.000617,11.724113,[82 41] ; [13 24],[73.03125 49.96875] ; [21.96875 15.03125],1
r2,1,0.000685,11.530036,[100  25] ; [18 17],[92.1875 32.8125] ; [25.8125  9.1875],1
p8,1,0.001102,10.647591,[50 74] ; [ 4 32],[41.85 82.15] ; [12.15 23.85],0
n2,1,0.002731,8.979022,[36 10] ; [5 9],[31.43333333 14.56666667] ; [9.56666667 4.43333333],0
p11,1,0.003629,8.460847,[83 43] ; [15 23],[75.29268293 50.70731707] ; [22.70731707 15.29268293],0
u3,1,0.005582,7.68044,[24 33] ; [ 1 16],[19.25675676 37.74324324] ; [ 5.74324324 11.25675676],0
u2,1,0.005897,7.58143,[28 29] ; [ 2 15],[23.10810811 33.89189189] ; [ 6.89189189 10.10810811],0
s6,1,0.011405,6.401073,[54 69] ; [ 8 30],[47.36645963 75.63354037] ; [14.63354037 23.36645963],0
p7,1,0.012893,6.183687,[61 63] ; [10 28],[54.34567901 69.65432099] ; [16.65432099 21.34567901],0
p6,1,0.036672,4.365603,[30 93] ; [ 3 33],[25.52830189 97.47169811] ; [ 7.47169811 28.52830189],0
p1,1,0.040675,4.189494,[  7 119] ; [ 6 32],[  9.98780488 116.01219512] ; [ 3.01219512 34.98780488],0
s1,1,0.047446,3.929492,[  2 124] ; [ 3 35],[  3.84146341 122.15853659] ; [ 1.15853659 36.84146341],0
v1,1,0.062484,3.470204,[47 76] ; [ 8 29],[42.28125 80.71875] ; [12.71875 24.28125],0
p4,1,0.069183,3.302295,[53 71] ; [10 28],[48.22222222 75.77777778] ; [14.77777778 23.22222222],0
d2,1,0.095897,2.772492,[42 83] ; [18 19],[46.2962963 78.7037037] ; [13.7037037 23.2962963],0
b4,1,0.134919,2.234974,[69 57] ; [26 12],[72.98780488 53.01219512] ; [22.01219512 15.98780488],0
s5,1,0.158201,1.991335,[26 97] ; [ 4 33],[23.0625 99.9375] ; [ 6.9375 30.0625],0
v2,1,0.159226,1.981566,[46 79] ; [ 9 28],[42.4382716 82.5617284] ; [12.5617284 24.4382716],0
a7,1,0.1977,1.659283,[74 51] ; [18 20],[70.55214724 54.44785276] ; [21.44785276 16.55214724],0
d1,1,0.201809,1.629232,[39 87] ; [16 22],[42.25609756 83.74390244] ; [12.74390244 25.25609756],0
p3,1,0.204102,1.612773,[43 81] ; [ 9 29],[39.80246914 84.19753086] ; [12.19753086 25.80246914],0
n3,1,0.237065,1.397961,[31 15] ; [7 7],[29.13333333 16.86666667] ; [8.86666667 5.13333333],0
s2,1,0.246745,1.341642,[35 91] ; [ 7 31],[32.26829268 93.73170732] ; [ 9.73170732 28.26829268],0
v3,1,0.284271,1.146559,[31 95] ; [ 6 31],[28.60122699 97.39877301] ; [ 8.39877301 28.60122699],0
d5,1,0.292174,1.109578,[84 41] ; [22 16],[81.28834356 43.71165644] ; [24.71165644 13.28834356],0
n1,1,0.303951,1.056778,[13 33] ; [6 8],[14.56666667 31.43333333] ; [4.43333333 9.56666667],0
u1,1,0.32467,0.970043,[  5 121] ; [ 3 35],[  6.14634146 119.85365854] ; [ 1.85365854 36.14634146],0
b5,1,0.410179,0.678281,[79 47] ; [21 17],[76.82926829 49.17073171] ; [23.17073171 14.82926829],0
p5,1,0.431837,0.617879,[ 12 114] ; [ 2 35],[ 10.82208589 115.17791411] ; [ 3.17791411 33.82208589],0
d4,1,0.485973,0.485429,[84 42] ; [23 15],[82.20731707 43.79268293] ; [24.79268293 13.20731707],0
b1,1,0.490562,0.475294,[55 71] ; [19 19],[56.85365854 69.14634146] ; [17.14634146 20.85365854],0
a2,1,0.616518,0.250792,[ 10 116] ; [ 4 34],[ 10.75609756 115.24390244] ; [ 3.24390244 34.75609756],0
a1,1,0.616518,0.250792,[ 10 116] ; [ 4 34],[ 10.75609756 115.24390244] ; [ 3.24390244 34.75609756],0
a4,1,0.647072,0.209612,[39 87] ; [10 27],[37.87730061 88.12269939] ; [11.12269939 25.87730061],0
a8,1,0.678455,0.171871,[ 10 110] ; [ 4 34],[ 10.63291139 109.36708861] ; [ 3.36708861 34.63291139],0
b2,1,0.684031,0.165624,[23 42] ; [10 15],[23.83333333 41.16666667] ; [ 9.16666667 15.83333333],0
b3,1,0.684031,0.165624,[23 42] ; [10 15],[23.83333333 41.16666667] ; [ 9.16666667 15.83333333],0
p12,1,0.689156,0.160001,[  5 119] ; [ 1 37],[  4.59259259 119.40740741] ; [ 1.40740741 36.59259259],0
s4,1,0.727068,0.121821,[ 23 103] ; [ 6 32],[ 22.2804878 103.7195122] ; [ 6.7195122 31.2804878],0
s3,1,0.771724,0.08417,[40 84] ; [11 26],[39.27950311 84.72049689] ; [11.72049689 25.27950311],0
s7,1,0.803514,0.061903,[22 97] ; [ 6 30],[21.49677419 97.50322581] ; [ 6.50322581 29.49677419],0
a6,1,0.81727,0.053387,[69 57] ; [20 18],[68.37804878 57.62195122] ; [20.62195122 17.37804878],0
n4,1,0.820133,0.051699,[77 49] ; [24 14],[77.59756098 48.40243902] ; [23.40243902 14.59756098],0
a5,1,0.863766,0.029441,[61 65] ; [19 19],[61.46341463 64.53658537] ; [18.53658537 19.46341463],0
d3,1,0.879582,0.022952,[67 57] ; [20 18],[66.59259259 57.40740741] ; [20.40740741 17.59259259],0
n5,1,0.910816,0.012546,[81 44] ; [25 13],[81.28834356 43.71165644] ; [24.71165644 13.28834356],0
a3,1,0.925436,0.008759,[68 57] ; [21 17],[68.25153374 56.74846626] ; [20.74846626 17.25153374],0
