Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.587742,[69  6] ; [1 7],[63.25301205 11.74698795] ; [6.74698795 1.25301205],1
p9,1,0.003896,8.331825,[60 13] ; [3 5],[56.77777778 16.22222222] ; [6.22222222 1.77777778],0
b5,1,0.006989,7.275675,[54 21] ; [2 6],[50.60240964 24.39759036] ; [5.39759036 2.60240964],0
s2,1,0.006989,7.275675,[54 21] ; [2 6],[50.60240964 24.39759036] ; [5.39759036 2.60240964],0
s6,1,0.008471,6.930987,[65 10] ; [4 4],[62.34939759 12.65060241] ; [6.65060241 1.34939759],0
n6,1,0.008471,6.930987,[65 10] ; [4 4],[62.34939759 12.65060241] ; [6.65060241 1.34939759],0
r2,1,0.017643,5.631231,[72  3] ; [6 2],[70.48192771  4.51807229] ; [7.51807229 0.48192771],0
v1,1,0.028099,4.821985,[40 35] ; [1 7],[37.04819277 37.95180723] ; [3.95180723 4.04819277],0
n2,1,0.031232,4.640152,[19  3] ; [1 2],[17.6  4.4] ; [2.4 0.6],0
r3,1,0.035365,4.427467,[66  8] ; [5 3],[64.07317073  9.92682927] ; [6.92682927 1.07317073],0
p10,1,0.058322,3.584457,[59 15] ; [4 4],[56.85365854 17.14634146] ; [6.14634146 1.85365854],0
s7,1,0.171977,1.865621,[40 32] ; [2 5],[38.27848101 33.72151899] ; [3.72151899 3.27848101],0
b1,1,0.220568,1.50067,[30 45] ; [5 3],[31.62650602 43.37349398] ; [3.37349398 4.62650602],0
n4,1,0.306028,1.04774,[51 24] ; [4 4],[49.69879518 25.30120482] ; [5.30120482 2.69879518],0
p2,1,0.306028,1.04774,[51 24] ; [4 4],[49.69879518 25.30120482] ; [5.30120482 2.69879518],0
d2,1,0.33985,0.910998,[42 31] ; [6 2],[43.25925926 29.74074074] ; [4.74074074 3.25925926],0
p3,1,0.369548,0.805184,[31 44] ; [2 6],[29.81927711 45.18072289] ; [3.18072289 4.81927711],0
p1,1,0.372418,0.795579,[10 65] ; [2 6],[10.84337349 64.15662651] ; [1.15662651 6.84337349],0
s4,1,0.399602,0.709523,[19 54] ; [1 7],[18.02469136 54.97530864] ; [1.97530864 6.02469136],0
a1,1,0.418032,0.655842,[ 4 71] ; [1 7],[ 4.51807229 70.48192771] ; [0.48192771 7.51807229],0
p11,1,0.436484,0.605509,[48 27] ; [4 4],[46.98795181 28.01204819] ; [5.01204819 2.98795181],0
s3,1,0.472187,0.516854,[46 27] ; [4 4],[45.0617284 27.9382716] ; [4.9382716 3.0617284],0
r1,1,0.473335,0.514179,[55 19] ; [5 3],[54.14634146 19.85365854] ; [5.85365854 2.14634146],0
a4,1,0.478904,0.501358,[38 37] ; [3 5],[37.04819277 37.95180723] ; [3.95180723 4.04819277],0
a8,1,0.493167,0.469609,[ 4 62] ; [1 7],[ 4.45945946 61.54054054] ; [0.54054054 7.45945946],0
p4,1,0.548624,0.359788,[36 38] ; [3 5],[35.19512195 38.80487805] ; [3.80487805 4.19512195],0
a5,1,0.573172,0.317405,[54 21] ; [5 3],[53.31325301 21.68674699] ; [5.68674699 2.31325301],0
a7,1,0.590117,0.290162,[53 21] ; [5 3],[52.34146341 21.65853659] ; [5.65853659 2.34146341],0
b3,1,0.60894,0.261721,[17 27] ; [2 5],[16.39215686 27.60784314] ; [2.60784314 4.39215686],0
b2,1,0.60894,0.261721,[17 27] ; [2 5],[16.39215686 27.60784314] ; [2.60784314 4.39215686],0
d5,1,0.609221,0.261311,[60 15] ; [7 1],[60.54216867 14.45783133] ; [6.45783133 1.54216867],0
d3,1,0.63247,0.228726,[50 25] ; [6 2],[50.60240964 24.39759036] ; [5.39759036 2.60240964],0
n1,1,0.642271,0.215784,[11 10] ; [2 1],[11.375  9.625] ; [1.625 1.375],0
p6,1,0.655514,0.199018,[14 60] ; [1 7],[13.53658537 60.46341463] ; [1.46341463 6.53658537],0
b4,1,0.73982,0.110285,[52 23] ; [6 2],[52.40963855 22.59036145] ; [5.59036145 2.40963855],0
a3,1,0.856982,0.032478,[54 21] ; [6 2],[54.21686747 20.78313253] ; [5.78313253 2.21686747],0
p5,1,0.868434,0.027439,[11 64] ; [1 7],[10.84337349 64.15662651] ; [1.15662651 6.84337349],0
n5,1,0.873056,0.025529,[49 26] ; [5 3],[48.79518072 26.20481928] ; [5.20481928 2.79518072],0
d1,1,0.890758,0.018864,[45 30] ; [5 3],[45.18072289 29.81927711] ; [4.81927711 3.18072289],0
v2,1,0.912074,0.012193,[35 38] ; [4 4],[35.14814815 37.85185185] ; [3.85185185 4.14814815],0
d4,1,0.977869,0.00077,[65  9] ; [7 1],[64.97560976  9.02439024] ; [7.02439024 0.97560976],0
a6,1,0.992609,8.6e-05,[47 28] ; [5 3],[46.98795181 28.01204819] ; [5.01204819 2.98795181],0
