Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,7.9e-05,15.585938,[63 13] ; [63 51],[50.4 25.6] ; [75.6 38.4],1
s2,1,0.000241,13.483446,[53 27] ; [45 69],[40.41237113 39.58762887] ; [57.58762887 56.41237113],1
p3,1,0.000743,11.377618,[51 28] ; [45 68],[39.5 39.5] ; [56.5 56.5],1
s4,1,0.000885,11.054425,[25 54] ; [ 14 101],[15.8814433 63.1185567] ; [23.1185567 91.8814433],1
s3,1,0.001747,9.797839,[55 25] ; [52 61],[44.35233161 35.64766839] ; [62.64766839 50.35233161],0
p7,1,0.002242,9.339701,[61 17] ; [63 48],[51.17460317 26.82539683] ; [72.82539683 38.17460317],0
r4,1,0.003553,8.49909,[73  7] ; [86 29],[65.23076923 14.76923077] ; [93.76923077 21.23076923],0
b5,1,0.00453,8.058002,[26 54] ; [61 54],[35.69230769 44.30769231] ; [51.30769231 63.69230769],0
p5,1,0.012779,6.19944,[16 63] ; [  9 104],[10.28645833 68.71354167] ; [14.71354167 98.28645833],0
v1,1,0.01331,6.127412,[51 28] ; [52 60],[42.60209424 36.39790576] ; [60.39790576 51.60209424],0
b4,1,0.015163,5.897486,[53 27] ; [56 59],[44.71794872 35.28205128] ; [64.28205128 50.71794872],0
p6,1,0.016804,5.716724,[37 41] ; [33 76],[29.19786096 48.80213904] ; [40.80213904 68.19786096],0
p10,1,0.017308,5.664848,[67 12] ; [79 34],[60.07291667 18.92708333] ; [85.92708333 27.07291667],0
p4,1,0.021901,5.253655,[52 27] ; [55 57],[44.2565445 34.7434555] ; [62.7434555 49.2565445],0
d4,1,0.022722,5.189671,[74  6] ; [93 22],[68.51282051 11.48717949] ; [98.48717949 16.51282051],0
p1,1,0.028926,4.772013,[ 8 72] ; [  3 111],[ 4.53608247 75.46391753] ; [  6.46391753 107.53608247],0
r1,1,0.029894,4.715375,[66 14] ; [79 36],[59.48717949 20.51282051] ; [85.51282051 29.48717949],0
p8,1,0.031408,4.630498,[44 34] ; [45 66],[36.73015873 41.26984127] ; [52.26984127 58.73015873],0
p9,1,0.035677,4.41248,[68 11] ; [83 30],[62.13020833 16.86979167] ; [88.86979167 24.13020833],0
n2,1,0.059917,3.539686,[20  3] ; [24 13],[16.86666667  6.13333333] ; [27.13333333  9.86666667],0
