Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000566,11.886055,[19 47] ; [16  7],[25.95505618 40.04494382] ; [ 9.04494382 13.95505618],1
s6,1,0.00059,11.807474,[23 44] ; [18  6],[30.18681319 36.81318681] ; [10.81318681 13.18681319],1
s3,1,0.001091,10.666858,[26 41] ; [18  5],[32.75555556 34.24444444] ; [11.24444444 11.75555556],0
s7,1,0.001801,9.741629,[17 47] ; [15  9],[23.27272727 40.72727273] ; [ 8.72727273 15.27272727],0
p4,1,0.01314,6.150147,[25 42] ; [16  8],[30.18681319 36.81318681] ; [10.81318681 13.18681319],0
p6,1,0.041588,4.151875,[12 54] ; [ 9 14],[15.57303371 50.42696629] ; [ 5.42696629 17.57303371],0
n5,1,0.068737,3.312929,[36 31] ; [18  6],[39.75824176 27.24175824] ; [14.24175824  9.75824176],0
p8,1,0.076085,3.146613,[20 47] ; [12 12],[23.56043956 43.43956044] ; [ 8.43956044 15.56043956],0
d5,1,0.104106,2.641486,[44 23] ; [20  4],[47.12087912 19.87912088] ; [16.87912088  7.12087912],0
p3,1,0.106792,2.601071,[16 50] ; [10 14],[19.06666667 46.93333333] ; [ 6.93333333 17.06666667],0
p5,1,0.107283,2.593802,[ 1 66] ; [ 2 22],[ 2.20879121 64.79120879] ; [ 0.79120879 23.20879121],0
v3,1,0.133779,2.248093,[17 50] ; [10 14],[19.87912088 47.12087912] ; [ 7.12087912 16.87912088],0
u2,1,0.140501,2.17246,[15 15] ; [7 2],[16.92307692 13.07692308] ; [5.07692308 3.92307692],0
d3,1,0.144912,2.125011,[36 31] ; [17  7],[39.02197802 27.97802198] ; [13.97802198 10.02197802],0
p10,1,0.170341,1.879939,[20 46] ; [11 13],[22.73333333 43.26666667] ; [ 8.26666667 15.73333333],0
v2,1,0.170424,1.879207,[26 39] ; [13 10],[28.80681818 36.19318182] ; [10.19318182 12.80681818],0
p2,1,0.176352,1.828099,[43 24] ; [19  5],[45.64835165 21.35164835] ; [16.35164835  7.64835165],0
r2,1,0.212972,1.551111,[58  9] ; [23  1],[59.63736264  7.36263736] ; [21.36263736  2.63736264],0
u3,1,0.216222,1.529271,[17 14] ; [7 2],[18.6 12.4] ; [5.4 3.6],0
v4,1,0.265978,1.237374,[58  8] ; [23  1],[59.4  6.6] ; [21.6  2.4],0
b1,1,0.310409,1.028936,[31 36] ; [14 10],[33.13186813 33.86813187] ; [11.86813187 12.13186813],0
a4,1,0.311873,1.022727,[24 42] ; [ 6 18],[22. 44.] ; [ 8. 16.],0
d1,1,0.358784,0.842143,[29 38] ; [13 11],[30.92307692 36.07692308] ; [11.07692308 12.92307692],0
r4,1,0.36522,0.819865,[53 14] ; [21  3],[54.48351648 12.51648352] ; [19.51648352  4.48351648],0
a8,1,0.371176,0.799724,[ 7 54] ; [ 1 20],[ 5.95121951 55.04878049] ; [ 2.04878049 18.95121951],0
n2,1,0.393454,0.728241,[13  7] ; [5 1],[13.84615385  6.15384615] ; [4.15384615 1.84615385],0
s4,1,0.394526,0.724946,[ 7 59] ; [ 4 19],[ 8.15730337 57.84269663] ; [ 2.84269663 20.15730337],0
u1,1,0.422594,0.643091,[ 7 60] ; [ 4 20],[ 8.0989011 58.9010989] ; [ 2.9010989 21.0989011],0
p7,1,0.438305,0.600717,[34 32] ; [14  9],[35.59550562 30.40449438] ; [12.40449438 10.59550562],0
r3,1,0.440501,0.594977,[60  6] ; [23  1],[60.86666667  5.13333333] ; [22.13333333  1.86666667],0
a1,1,0.443249,0.587858,[ 1 66] ; [ 1 23],[ 1.47252747 65.52747253] ; [ 0.52747253 23.47252747],0
b5,1,0.457696,0.551523,[36 31] ; [15  9],[37.54945055 29.45054945] ; [13.45054945 10.54945055],0
a3,1,0.457696,0.551523,[36 31] ; [15  9],[37.54945055 29.45054945] ; [13.45054945 10.54945055],0
r1,1,0.505711,0.442932,[52 15] ; [17  7],[50.8021978 16.1978022] ; [18.1978022  5.8021978],0
n1,1,0.524471,0.405093,[ 7 14] ; [2 2],[ 7.56 13.44] ; [1.44 2.56],0
n4,1,0.559407,0.340731,[46 21] ; [18  6],[47.12087912 19.87912088] ; [16.87912088  7.12087912],0
a7,1,0.599985,0.275019,[40 26] ; [16  8],[41.06666667 24.93333333] ; [14.93333333  9.06666667],0
a5,1,0.622025,0.243031,[38 29] ; [15  9],[39.02197802 27.97802198] ; [13.97802198 10.02197802],0
d4,1,0.623535,0.240931,[46 20] ; [18  6],[46.93333333 19.06666667] ; [17.06666667  6.93333333],0
s1,1,0.664278,0.188369,[ 4 62] ; [ 2 21],[ 4.4494382 61.5505618] ; [ 1.5505618 21.4494382],0
a6,1,0.727836,0.121108,[42 25] ; [16  8],[42.7032967 24.2967033] ; [15.2967033  8.7032967],0
b2,1,0.783203,0.075706,[10 31] ; [ 5 13],[10.42372881 30.57627119] ; [ 4.57627119 13.42372881],0
b3,1,0.783203,0.075706,[10 31] ; [ 5 13],[10.42372881 30.57627119] ; [ 4.57627119 13.42372881],0
n3,1,0.82176,0.050752,[15  6] ; [4 2],[14.77777778  6.22222222] ; [4.22222222 1.77777778],0
d2,1,0.823773,0.049593,[32 34] ; [11 13],[31.53333333 34.46666667] ; [11.46666667 12.53333333],0
n6,1,0.829292,0.046488,[48 18] ; [18  6],[48.4 17.6] ; [17.6  6.4],0
b4,1,0.842855,0.0393,[46 21] ; [17  7],[46.38461538 20.61538462] ; [16.61538462  7.38461538],0
s5,1,0.855644,0.033095,[14 53] ; [ 5 17],[14.30337079 52.69662921] ; [ 4.69662921 17.30337079],0
v1,1,0.883278,0.021555,[24 43] ; [ 9 15],[24.2967033 42.7032967] ; [ 8.7032967 15.2967033],0
a2,1,0.907736,0.013432,[ 9 58] ; [ 3 21],[ 8.83516484 58.16483516] ; [ 3.16483516 20.83516484],0
