Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000105,15.038363,[36 12] ; [10 22],[27.6 20.4] ; [18.4 13.6],1
p11,1,0.005775,7.619048,[46  2] ; [24  8],[42.  6.] ; [28.  4.],0
v1,1,0.015753,5.830239,[36 12] ; [15 16],[30.98734177 17.01265823] ; [20.01265823 10.98734177],0
b1,1,0.026066,4.951644,[15 33] ; [18 14],[19.8 28.2] ; [13.2 18.8],0
a7,1,0.028434,4.801587,[38 10] ; [18 14],[33.6 14.4] ; [22.4  9.6],0
s5,1,0.030399,4.68656,[35 10] ; [15 13],[30.82191781 14.17808219] ; [19.17808219  8.82191781],0
p9,1,0.053783,3.719411,[47  1] ; [27  4],[44.96202532  3.03797468] ; [29.03797468  1.96202532],0
b3,1,0.055812,3.657658,[22 15] ; [ 7 14],[18.5 18.5] ; [10.5 10.5],0
b2,1,0.055812,3.657658,[22 15] ; [ 7 14],[18.5 18.5] ; [10.5 10.5],0
a3,1,0.079411,3.076923,[42  6] ; [23  9],[39.  9.] ; [26.  6.],0
p7,1,0.091018,2.856271,[42  5] ; [24  8],[39.26582278  7.73417722] ; [26.73417722  5.26582278],0
s6,1,0.171688,1.86814,[38  9] ; [25  2],[40.01351351  6.98648649] ; [22.98648649  4.01351351],0
s3,1,0.19153,1.70581,[27 20] ; [23  9],[29.74683544 17.25316456] ; [20.25316456 11.74683544],0
p12,1,0.195379,1.676587,[17 31] ; [ 7 25],[14.4 33.6] ; [ 9.6 22.4],0
n3,1,0.229142,1.446181,[6 3] ; [3 5],[4.76470588 4.23529412] ; [4.23529412 3.76470588],0
u2,1,0.263552,1.25,[5 1] ; [5 4],[4. 2.] ; [6. 3.],0
d4,1,0.26548,1.239954,[42  6] ; [25  7],[40.2  7.8] ; [26.8  5.2],0
d5,1,0.26548,1.239954,[42  6] ; [25  7],[40.2  7.8] ; [26.8  5.2],0
a6,1,0.288327,1.127417,[34 14] ; [19 13],[31.8 16.2] ; [21.2 10.8],0
s7,1,0.313137,1.017396,[34 10] ; [20 10],[32.10810811 11.89189189] ; [21.89189189  8.10810811],0
s8,1,0.32327,0.975669,[31 16] ; [17 14],[28.92307692 18.07692308] ; [19.07692308 11.92307692],0
s1,1,0.332449,0.939335,[ 3 45] ; [ 4 28],[ 4.2 43.8] ; [ 2.8 29.2],0
p4,1,0.345779,0.888889,[46  2] ; [29  3],[45.  3.] ; [30.  2.],0
v4,1,0.346678,0.88558,[46  1] ; [30  2],[45.21518987  1.78481013] ; [30.78481013  1.21518987],0
a4,1,0.357527,0.846561,[19 29] ; [16 16],[21. 27.] ; [14. 18.],0
b5,1,0.357527,0.846561,[19 29] ; [16 16],[21. 27.] ; [14. 18.],0
r3,1,0.35891,0.841703,[45  2] ; [29  3],[44.02531646  2.97468354] ; [29.97468354  2.02531646],0
r1,1,0.400418,0.707071,[41  7] ; [25  7],[39.6  8.4] ; [26.4  5.6],0
s2,1,0.412046,0.67289,[25 22] ; [20 12],[26.7721519 20.2278481] ; [18.2278481 13.7721519],0
n1,1,0.456605,0.554205,[4 5] ; [5 3],[4.76470588 4.23529412] ; [4.23529412 3.76470588],0
u3,1,0.474549,0.511364,[5 1] ; [6 3],[4.4 1.6] ; [6.6 2.4],0
u1,1,0.511936,0.430108,[12 36] ; [ 6 26],[10.8 37.2] ; [ 7.2 24.8],0
n4,1,0.518196,0.417482,[43  5] ; [30  2],[43.8  4.2] ; [29.2  2.8],0
u4,1,0.52982,0.394737,[ 3 45] ; [ 1 31],[ 2.4 45.6] ; [ 1.6 30.4],0
n6,1,0.549415,0.358367,[45  3] ; [30  1],[45.56962025  2.43037975] ; [29.43037975  1.56962025],0
p8,1,0.5765,0.311927,[41  7] ; [25  6],[40.10126582  7.89873418] ; [25.89873418  5.10126582],0
p2,1,0.603151,0.27027,[45  3] ; [29  3],[44.4  3.6] ; [29.6  2.4],0
s4,1,0.676226,0.174405,[ 6 41] ; [ 5 26],[ 6.62820513 40.37179487] ; [ 4.37179487 26.62820513],0
b4,1,0.710733,0.137546,[29 19] ; [18 14],[28.2 19.8] ; [18.8 13.2],0
d2,1,0.714231,0.134088,[25 23] ; [18 14],[25.8 22.2] ; [17.2 14.8],0
a5,1,0.830145,0.046017,[37 11] ; [24  8],[36.6 11.4] ; [24.4  7.6],0
d3,1,0.84547,0.037987,[32 16] ; [22 10],[32.4 15.6] ; [21.6 10.4],0
d1,1,0.849391,0.03606,[31 17] ; [20 12],[30.6 17.4] ; [20.4 11.6],0
a8,1,0.868468,0.027425,[ 5 38] ; [ 4 27],[ 5.22972973 37.77027027] ; [ 3.77027027 27.22972973],0
p6,1,0.870698,0.026495,[31 15] ; [21 11],[30.66666667 15.33333333] ; [21.33333333 10.66666667],0
r4,1,0.871674,0.026093,[44  4] ; [29  3],[43.8  4.2] ; [29.2  2.8],0
n5,1,0.871674,0.026093,[44  4] ; [29  3],[43.8  4.2] ; [29.2  2.8],0
r2,1,0.894419,0.017613,[43  4] ; [29  3],[42.83544304  4.16455696] ; [29.16455696  2.83544304],0
a1,1,0.901532,0.015308,[ 8 40] ; [ 5 27],[ 7.8 40.2] ; [ 5.2 26.8],0
a2,1,1.0,0.0,[ 9 39] ; [ 6 26],[ 9. 39.] ; [ 6. 26.],0
p1,1,1.0,0.0,[15 33] ; [10 22],[15. 33.] ; [10. 22.],0
