Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,97.175532,[128  16] ; [ 8 44],[99.91836735 44.08163265] ; [36.08163265 15.91836735],1
s7,1,0.0,30.580502,[112  25] ; [19 29],[97.01081081 39.98918919] ; [33.98918919 14.01081081],1
s6,1,0.0,27.531119,[139   5] ; [36 15],[129.23076923  14.76923077] ; [45.76923077  5.23076923],1
s8,1,9.2e-05,15.297549,[98 47] ; [19 33],[86.11675127 58.88324873] ; [30.88324873 21.11675127],1
d3,1,0.000634,11.674651,[125  21] ; [33 19],[116.50505051  29.49494949] ; [41.49494949 10.50505051],1
b5,1,0.000917,10.988295,[84 62] ; [16 36],[73.73737374 72.26262626] ; [26.26262626 25.73737374],1
v1,1,0.004745,7.974214,[101  45] ; [24 27],[92.63959391 53.36040609] ; [32.36040609 18.63959391],0
n6,1,0.004958,7.89459,[137   7] ; [43  9],[132.24489796  11.75510204] ; [47.75510204  4.24489796],0
a3,1,0.008615,6.900888,[121  25] ; [34 18],[114.29292929  31.70707071] ; [40.70707071 11.29292929],0
r2,1,0.012846,6.190191,[142   4] ; [46  6],[138.62626263   7.37373737] ; [49.37373737  2.62626263],0
d4,1,0.013101,6.1554,[133  12] ; [41 11],[128.07106599  16.92893401] ; [45.92893401  6.07106599],0
a2,1,0.016173,5.784006,[48 98] ; [ 8 44],[ 41.29292929 104.70707071] ; [14.70707071 37.29292929],0
a7,1,0.021626,5.275625,[109  37] ; [30 22],[102.49494949  43.50505051] ; [36.50505051 15.49494949],0
p9,1,0.025436,4.993927,[137   8] ; [44  8],[133.22335025  11.77664975] ; [47.77664975  4.22335025],0
n2,1,0.071673,3.244273,[25  4] ; [8 5],[22.78571429  6.21428571] ; [10.21428571  2.78571429],0
d1,1,0.090685,2.86218,[108  38] ; [32 20],[103.23232323  42.76767677] ; [36.76767677 15.23232323],0
u1,1,0.099229,2.717885,[ 39 107] ; [ 8 44],[ 34.65656566 111.34343434] ; [12.34343434 39.65656566],0
a4,1,0.117196,2.454406,[83 63] ; [23 29],[78.16161616 67.83838384] ; [27.83838384 24.16161616],0
a6,1,0.142651,2.149124,[98 48] ; [29 23],[93.64646465 52.35353535] ; [33.35353535 18.64646465],0
v4,1,0.182805,1.774674,[142   3] ; [49  3],[140.58375635   4.41624365] ; [50.41624365  1.58375635],0
n5,1,0.195638,1.674638,[123  22] ; [40 12],[119.97461929  25.02538071] ; [43.02538071  8.97461929],0
