Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000548,11.946335,[16  8] ; [19 51],[ 8.93617021 15.06382979] ; [26.06382979 43.93617021],1
p8,1,0.004021,8.274295,[12 12] ; [14 57],[ 6.56842105 17.43157895] ; [19.43157895 51.56842105],0
r4,1,0.005789,7.614935,[20  4] ; [37 35],[14.25  9.75] ; [42.75 29.25],0
a5,1,0.006422,7.427819,[19  5] ; [34 38],[13.25 10.75] ; [39.75 32.25],0
n4,1,0.00946,6.733913,[18  6] ; [32 40],[12.5 11.5] ; [37.5 34.5],0
p2,1,0.015417,5.868184,[18  6] ; [33 38],[12.88421053 11.11578947] ; [38.11578947 32.88421053],0
v4,1,0.031876,4.605172,[21  3] ; [45 25],[16.85106383  7.14893617] ; [49.14893617 20.85106383],0
s7,1,0.036664,4.36596,[ 6 14] ; [ 7 58],[ 3.05882353 16.94117647] ; [ 9.94117647 55.05882353],0
r1,1,0.05148,3.792593,[19  5] ; [41 31],[15.  9.] ; [45. 27.],0
v3,1,0.052647,3.7551,[ 9 14] ; [13 55],[ 5.56043956 17.43956044] ; [16.43956044 51.56043956],0
d4,1,0.053662,3.723189,[20  4] ; [44 27],[16.16842105  7.83157895] ; [47.83157895 23.16842105],0
p10,1,0.065878,3.382859,[15  9] ; [29 42],[11.11578947 12.88421053] ; [32.88421053 38.11578947],0
b1,1,0.075496,3.15928,[17  7] ; [36 36],[13.25 10.75] ; [39.75 32.25],0
v2,1,0.079494,3.075207,[11 12] ; [19 49],[ 7.58241758 15.41758242] ; [22.41758242 45.58241758],0
v1,1,0.082251,3.019855,[11 13] ; [19 52],[ 7.57894737 16.42105263] ; [22.42105263 48.57894737],0
p9,1,0.087111,2.926961,[16  8] ; [33 38],[12.37894737 11.62105263] ; [36.62105263 34.37894737],0
p11,1,0.098667,2.726957,[15  9] ; [31 41],[11.5 12.5] ; [34.5 37.5],0
d5,1,0.106779,2.601251,[19  5] ; [44 28],[15.75  8.25] ; [47.25 24.75],0
p4,1,0.197837,1.658271,[ 9 15] ; [17 54],[ 6.56842105 17.43157895] ; [19.43157895 51.56842105],0
a3,1,0.202156,1.62673,[18  6] ; [43 28],[15.41052632  8.58947368] ; [45.58947368 25.41052632],0
r3,1,0.203628,1.616162,[19  5] ; [47 25],[16.5  7.5] ; [49.5 22.5],0
s4,1,0.247116,1.339535,[ 4 20] ; [ 6 66],[ 2.5 21.5] ; [ 7.5 64.5],0
d1,1,0.256721,1.286352,[10 14] ; [21 51],[ 7.75 16.25] ; [23.25 48.75],0
a7,1,0.275863,1.187357,[17  7] ; [42 30],[14.75  9.25] ; [44.25 27.75],0
d3,1,0.316406,1.003745,[15  9] ; [36 35],[12.88421053 11.11578947] ; [38.11578947 32.88421053],0
u3,1,0.329919,0.949215,[4 2] ; [13 16],[2.91428571 3.08571429] ; [14.08571429 14.91428571],0
r2,1,0.351174,0.869211,[21  3] ; [56 15],[19.45263158  4.54736842] ; [57.54736842 13.45263158],0
b3,1,0.356006,0.851932,[2 9] ; [13 27],[3.23529412 7.76470588] ; [11.76470588 28.23529412],0
b2,1,0.356006,0.851932,[2 9] ; [13 27],[3.23529412 7.76470588] ; [11.76470588 28.23529412],0
p6,1,0.383641,0.759003,[ 5 18] ; [10 61],[ 3.67021277 19.32978723] ; [11.32978723 59.67021277],0
p1,1,0.405212,0.692804,[ 3 21] ; [ 5 66],[ 2.02105263 21.97894737] ; [ 5.97894737 65.02105263],0
s1,1,0.478136,0.503112,[ 1 23] ; [ 6 64],[ 1.78723404 22.21276596] ; [ 5.21276596 64.78723404],0
s8,1,0.544197,0.367816,[ 3 21] ; [ 6 66],[ 2.25 21.75] ; [ 6.75 65.25],0
a6,1,0.544936,0.366468,[16  8] ; [43 29],[14.75  9.25] ; [44.25 27.75],0
a4,1,0.548576,0.359874,[11 13] ; [28 44],[ 9.75 14.25] ; [29.25 42.75],0
a8,1,0.587758,0.293859,[ 2 20] ; [ 4 65],[ 1.45054945 20.54945055] ; [ 4.54945055 64.45054945],0
s2,1,0.663969,0.188738,[ 5 19] ; [12 59],[ 4.29473684 19.70526316] ; [12.70526316 58.29473684],0
b4,1,0.720812,0.127716,[13 11] ; [42 30],[13.75 10.25] ; [41.25 30.75],0
b5,1,0.722225,0.126371,[14 10] ; [39 33],[13.25 10.75] ; [39.75 32.25],0
u1,1,0.790857,0.07033,[ 1 23] ; [ 4 68],[ 1.25 22.75] ; [ 3.75 68.25],0
n1,1,0.793823,0.068304,[1 1] ; [13 19],[0.82352941 1.17647059] ; [13.17647059 18.82352941],0
s5,1,0.806542,0.059971,[ 2 21] ; [ 5 65],[ 1.7311828 21.2688172] ; [ 5.2688172 64.7311828],0
u2,1,0.816921,0.053596,[3 3] ; [16 13],[3.25714286 2.74285714] ; [15.74285714 13.25714286],0
s3,1,0.862851,0.029841,[ 8 16] ; [22 48],[ 7.65957447 16.34042553] ; [22.34042553 47.65957447],0
n5,1,0.864527,0.029109,[10 14] ; [31 40],[10.35789474 13.64210526] ; [30.64210526 40.35789474],0
n2,1,0.870756,0.026471,[1 1] ; [19 15],[1.11111111 0.88888889] ; [18.88888889 15.11111111],0
d2,1,0.902561,0.014988,[ 9 15] ; [26 46],[ 8.75 15.25] ; [26.25 45.75],0
a2,1,1.0,0.0,[ 3 21] ; [ 9 63],[ 3. 21.] ; [ 9. 63.],0
