Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.020457,5.372449,[15 10] ; [ 3 11],[11.53846154 13.46153846] ; [6.46153846 7.53846154],0
d1,1,0.020457,5.372449,[15 10] ; [ 3 11],[11.53846154 13.46153846] ; [6.46153846 7.53846154],0
a4,1,0.035252,4.432947,[12 13] ; [ 2 12],[ 8.97435897 16.02564103] ; [5.02564103 8.97435897],0
v3,1,0.051508,3.791667,[ 5 20] ; [7 7],[ 7.69230769 17.30769231] ; [4.30769231 9.69230769],0
b1,1,0.059613,3.54812,[10 15] ; [10  4],[12.82051282 12.17948718] ; [7.17948718 6.82051282],0
p6,1,0.158662,1.986931,[11 14] ; [ 3 11],[ 8.97435897 16.02564103] ; [5.02564103 8.97435897],0
u3,1,0.198211,1.65551,[3 4] ; [4 1],[4.08333333 2.91666667] ; [2.91666667 2.08333333],0
s3,1,0.199053,1.649306,[17  7] ; [7 7],[15.15789474  8.84210526] ; [8.84210526 5.15789474],0
r1,1,0.199053,1.649306,[ 7 17] ; [7 7],[ 8.84210526 15.15789474] ; [5.15789474 8.84210526],0
n2,1,0.211346,1.562185,[12  2] ; [5 3],[10.81818182  3.18181818] ; [6.18181818 1.81818182],0
p4,1,0.224058,1.478188,[11 14] ; [9 5],[12.82051282 12.17948718] ; [7.17948718 6.82051282],0
p3,1,0.267699,1.2285,[ 8 17] ; [7 7],[ 9.61538462 15.38461538] ; [5.38461538 8.61538462],0
b3,1,0.2839,1.148325,[ 6 14] ; [5 5],[ 7.33333333 12.66666667] ; [3.66666667 6.33333333],0
b2,1,0.2839,1.148325,[ 6 14] ; [5 5],[ 7.33333333 12.66666667] ; [3.66666667 6.33333333],0
v4,1,0.314956,1.009779,[19  5] ; [9 5],[17.68421053  6.31578947] ; [10.31578947  3.68421053],0
n3,1,0.33235,0.939719,[6 7] ; [2 6],[4.95238095 8.04761905] ; [3.04761905 4.95238095],0
v2,1,0.342093,0.902571,[11 14] ; [ 4 10],[ 9.61538462 15.38461538] ; [5.38461538 8.61538462],0
n6,1,0.37095,0.800481,[15  9] ; [10  3],[16.21621622  7.78378378] ; [8.78378378 4.21621622],0
d3,1,0.430869,0.620481,[14 11] ; [6 8],[12.82051282 12.17948718] ; [7.17948718 6.82051282],0
b4,1,0.430869,0.620481,[14 11] ; [6 8],[12.82051282 12.17948718] ; [7.17948718 6.82051282],0
b5,1,0.430869,0.620481,[14 11] ; [6 8],[12.82051282 12.17948718] ; [7.17948718 6.82051282],0
p11,1,0.435484,0.608154,[19  6] ; [9 5],[17.94871795  7.05128205] ; [10.05128205  3.94871795],0
d5,1,0.435484,0.608154,[19  6] ; [9 5],[17.94871795  7.05128205] ; [10.05128205  3.94871795],0
a7,1,0.457956,0.550886,[12 13] ; [5 9],[10.8974359 14.1025641] ; [6.1025641 7.8974359],0
p2,1,0.481582,0.495278,[17  8] ; [11  3],[17.94871795  7.05128205] ; [10.05128205  3.94871795],0
a5,1,0.497754,0.459722,[17  8] ; [8 6],[16.02564103  8.97435897] ; [8.97435897 5.02564103],0
s6,1,0.542234,0.371415,[13 11] ; [9 5],[13.89473684 10.10526316] ; [8.10526316 5.89473684],0
s2,1,0.545757,0.364973,[15 10] ; [7 7],[14.1025641 10.8974359] ; [7.8974359 6.1025641],0
s5,1,0.549667,0.357914,[ 7 16] ; [ 3 11],[ 6.21621622 16.78378378] ; [ 3.78378378 10.21621622],0
u2,1,0.558185,0.342857,[3 4] ; [3 2],[3.5 3.5] ; [2.5 2.5],0
n1,1,0.571107,0.320833,[7 7] ; [3 5],[6.36363636 7.63636364] ; [3.63636364 4.36363636],0
