Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,58.616252,[185  79] ; [104 175],[140.50828729 123.49171271] ; [148.49171271 130.50828729],1
v3,1,0.0,32.146773,[128 133] ; [ 73 212],[ 96.08241758 164.91758242] ; [104.91758242 180.08241758],1
n5,1,6e-06,20.394123,[219  53] ; [183 106],[194.90909091  77.09090909] ; [207.09090909  81.90909091],1
p3,1,0.000106,15.029693,[139 131] ; [103 189],[116.2633452 153.7366548] ; [125.7366548 166.2633452],1
p4,1,0.000186,13.967442,[168 104] ; [133 156],[145.93939394 126.06060606] ; [155.06060606 133.93939394],1
p9,1,0.000269,13.274517,[231  39] ; [211  78],[213.48837209  56.51162791] ; [228.51162791  60.48837209],1
s6,1,0.001323,10.310227,[168 104] ; [140 150],[149.06761566 122.93238434] ; [158.93238434 131.06761566],0
p2,1,0.001368,10.247924,[234  36] ; [223  70],[219.1651865  50.8348135] ; [237.8348135  55.1651865],0
r1,1,0.001408,10.195371,[228  44] ; [213  80],[212.30442478  59.69557522] ; [228.69557522  64.30442478],0
p11,1,0.001687,9.861987,[226  47] ; [210  83],[210.29681979  62.70318021] ; [225.70318021  67.29681979],0
p10,1,0.003308,8.629331,[218  51] ; [204  86],[203.07334526  65.92665474] ; [218.92665474  71.07334526],0
r2,1,0.003819,8.36801,[262   9] ; [263  27],[253.60962567  17.39037433] ; [271.39037433  18.60962567],0
p6,1,0.004325,8.141878,[ 95 170] ; [ 72 219],[ 79.59532374 185.40467626] ; [ 87.40467626 203.59532374],0
n4,1,0.004424,8.101164,[215  58] ; [199  93],[200.03893805  72.96106195] ; [213.96106195  78.03893805],0
r4,1,0.005208,7.805749,[251  22] ; [247  46],[240.20141343  32.79858657] ; [257.79858657  35.20141343],0
a5,1,0.007432,7.165446,[201  72] ; [185 108],[186.18021201  86.81978799] ; [199.81978799  93.18021201],0
u4,1,0.013874,6.054087,[  8 265] ; [  1 292],[  4.3409894 268.6590106] ; [  4.6590106 288.3409894],0
r3,1,0.016736,5.723872,[262  10] ; [268  25],[255.15044248  16.84955752] ; [274.84955752  18.15044248],0
p7,1,0.017764,5.61926,[170  93] ; [157 130],[156.36545455 106.63454545] ; [170.63454545 116.36545455],0
b3,1,0.028434,4.80157,[ 68 106] ; [ 45 117],[ 58.51785714 115.48214286] ; [ 54.48214286 107.51785714],0
b2,1,0.028434,4.80157,[ 68 106] ; [ 45 117],[ 58.51785714 115.48214286] ; [ 54.48214286 107.51785714],0
n6,1,0.032528,4.570444,[230  43] ; [226  67],[219.9434629  53.0565371] ; [236.0565371  56.9434629],0
s4,1,0.037292,4.337027,[ 24 248] ; [ 42 248],[ 31.9430605 240.0569395] ; [ 34.0569395 255.9430605],0
p12,1,0.046007,3.981336,[ 18 251] ; [  9 283],[ 12.94652406 256.05347594] ; [ 14.05347594 277.94652406],0
s7,1,0.046293,3.970901,[112 147] ; [ 98 183],[100.72222222 158.27777778] ; [109.27777778 171.72222222],0
b5,1,0.05163,3.787714,[181  92] ; [171 122],[169.78091873 103.21908127] ; [182.21908127 110.78091873],0
p8,1,0.054606,3.69409,[140 125] ; [130 161],[128.68705036 136.31294964] ; [141.31294964 149.68705036],0
s8,1,0.072971,3.214901,[104 168] ; [ 91 202],[ 93.87610619 178.12389381] ; [101.12389381 191.87610619],0
a4,1,0.116115,2.468959,[118 152] ; [109 184],[108.86323268 161.13676732] ; [118.13676732 174.86323268],0
u1,1,0.12327,2.375268,[ 46 227] ; [ 36 257],[ 39.55123675 233.44876325] ; [ 42.44876325 250.55123675],0
d1,1,0.155911,2.013447,[156 117] ; [150 143],[147.59363958 125.40636042] ; [158.40636042 134.59363958],0
p5,1,0.174796,1.841325,[ 18 252] ; [ 12 281],[ 14.38721137 255.61278863] ; [ 15.61278863 277.38721137],0
n1,1,0.197607,1.659974,[20 30] ; [27 65],[16.54929577 33.45070423] ; [30.45070423 61.54929577],0
a3,1,0.208282,1.583328,[191  80] ; [192 101],[184.03014184  86.96985816] ; [198.96985816  94.03014184],0
a8,1,0.257074,1.284447,[ 34 206] ; [ 30 246],[ 29.76744186 210.23255814] ; [ 34.23255814 241.76744186],0
p1,1,0.275726,1.188034,[ 20 252] ; [ 15 277],[ 16.87943262 255.12056738] ; [ 18.12056738 273.87943262],0
b1,1,0.291462,1.112858,[100 173] ; [120 173],[106.1130742 166.8869258] ; [113.8869258 179.1130742],0
