Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,1e-06,24.754919,[52 12] ; [22 37],[38.50406504 25.49593496] ; [35.49593496 23.50406504],1
p1,1,0.715792,0.13256,[ 3 61] ; [ 2 57],[ 2.60162602 61.39837398] ; [ 2.39837398 56.60162602],0
n5,1,0.78248,0.076225,[33 32] ; [28 30],[32.23577236 32.76422764] ; [28.76422764 29.23577236],0
u2,1,0.829813,0.0462,[8 5] ; [24 13],[8.32 4.68] ; [23.68 13.32],0
b1,1,0.843577,0.038935,[32 33] ; [28 31],[31.4516129 33.5483871] ; [28.5483871 30.4516129],0
s1,1,0.848636,0.036427,[ 5 58] ; [ 4 53],[ 4.725 58.275] ; [ 4.275 52.725],0
p8,1,0.89415,0.017704,[17 46] ; [16 41],[17.325 45.675] ; [15.675 41.325],0
s2,1,0.898449,0.016287,[21 43] ; [20 39],[21.33333333 42.66666667] ; [19.66666667 39.33333333],0
b4,1,0.936917,0.006264,[37 28] ; [34 25],[37.21774194 27.78225806] ; [33.78225806 25.21774194],0
s3,1,0.9543,0.003284,[29 34] ; [27 31],[29.15702479 33.84297521] ; [26.84297521 31.15702479],0
p9,1,0.960412,0.002464,[38 26] ; [33 23],[37.86666667 26.13333333] ; [33.13333333 22.86666667],0
