Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.006072,7.528889,[ 1 23] ; [2 2],[ 2.57142857 21.42857143] ; [0.42857143 3.57142857],0
v3,1,0.027469,4.861111,[ 2 22] ; [2 2],[ 3.42857143 20.57142857] ; [0.57142857 3.42857143],0
p4,1,0.047437,3.929825,[ 6 18] ; [3 1],[ 7.71428571 16.28571429] ; [1.28571429 2.71428571],0
d3,1,0.114169,2.495544,[ 8 16] ; [3 1],[ 9.42857143 14.57142857] ; [1.57142857 2.42857143],0
s6,1,0.132529,2.262626,[ 4 20] ; [2 2],[ 5.14285714 18.85714286] ; [0.85714286 3.14285714],0
s2,1,0.132529,2.262626,[ 4 20] ; [2 2],[ 5.14285714 18.85714286] ; [0.85714286 3.14285714],0
r4,1,0.134169,2.24359,[ 1 23] ; [1 3],[ 1.71428571 22.28571429] ; [0.28571429 3.71428571],0
p6,1,0.15789,1.994318,[ 1 21] ; [1 3],[ 1.69230769 20.30769231] ; [0.30769231 3.69230769],0
p2,1,0.160581,1.96875,[ 9 15] ; [3 1],[10.28571429 13.71428571] ; [1.71428571 2.28571429],0
n6,1,0.182698,1.775543,[ 9 14] ; [3 1],[10.22222222 12.77777778] ; [1.77777778 2.22222222],0
p10,1,0.233884,1.417081,[ 5 18] ; [2 2],[ 5.96296296 17.03703704] ; [1.03703704 2.96296296],0
p3,1,0.233884,1.417081,[ 5 18] ; [2 2],[ 5.96296296 17.03703704] ; [1.03703704 2.96296296],0
d5,1,0.280087,1.166667,[13 11] ; [1 3],[12. 12.] ; [2. 2.],0
v4,1,0.280087,1.166667,[11 13] ; [3 1],[12. 12.] ; [2. 2.],0
p7,1,0.305507,1.05,[ 6 18] ; [2 2],[ 6.85714286 17.14285714] ; [1.14285714 2.85714286],0
p9,1,0.364974,0.820707,[ 6 16] ; [2 2],[ 6.76923077 15.23076923] ; [1.23076923 2.76923077],0
u3,1,0.496329,0.462778,[ 4 11] ; [1 1],[ 4.41176471 10.58823529] ; [0.58823529 1.41176471],0
s4,1,0.508332,0.4375,[ 3 21] ; [1 3],[ 3.42857143 20.57142857] ; [0.57142857 3.42857143],0
d2,1,0.508332,0.4375,[ 3 21] ; [1 3],[ 3.42857143 20.57142857] ; [0.57142857 3.42857143],0
r1,1,0.519536,0.414815,[ 8 16] ; [2 2],[ 8.57142857 15.42857143] ; [1.42857143 2.57142857],0
b5,1,0.527458,0.399287,[14 10] ; [3 1],[14.57142857  9.42857143] ; [2.42857143 1.57142857],0
s7,1,0.56873,0.324812,[ 4 17] ; [1 2],[ 4.375 16.625] ; [0.625 2.375],0
a6,1,0.629063,0.233333,[ 9 15] ; [1 3],[ 8.57142857 15.42857143] ; [1.42857143 2.57142857],0
d4,1,0.629063,0.233333,[15  9] ; [3 1],[15.42857143  8.57142857] ; [2.57142857 1.42857143],0
u2,1,0.64315,0.214646,[ 5 10] ; [1 1],[5.29411765 9.70588235] ; [0.70588235 1.29411765],0
a3,1,0.683017,0.166749,[ 9 14] ; [2 2],[ 9.37037037 13.62962963] ; [1.62962963 2.37037037],0
v2,1,0.717675,0.130731,[ 4 19] ; [1 3],[ 4.25925926 18.74074074] ; [0.74074074 3.25925926],0
r3,1,0.755189,0.097222,[10 14] ; [2 2],[10.28571429 13.71428571] ; [1.71428571 2.28571429],0
b4,1,0.755189,0.097222,[14 10] ; [2 2],[13.71428571 10.28571429] ; [2.28571429 1.71428571],0
v1,1,0.850857,0.035354,[ 5 19] ; [1 3],[ 5.14285714 18.85714286] ; [0.85714286 3.14285714],0
d1,1,0.850857,0.035354,[ 5 19] ; [1 3],[ 5.14285714 18.85714286] ; [0.85714286 3.14285714],0
a5,1,0.864395,0.029167,[ 7 17] ; [1 3],[ 6.85714286 17.14285714] ; [1.14285714 2.85714286],0
b1,1,0.864395,0.029167,[17  7] ; [3 1],[17.14285714  6.85714286] ; [2.85714286 1.14285714],0
n5,1,0.877059,0.023932,[11 13] ; [2 2],[11.14285714 12.85714286] ; [1.85714286 2.14285714],0
n4,1,0.877059,0.023932,[13 11] ; [2 2],[12.85714286 11.14285714] ; [2.14285714 1.85714286],0
s3,1,0.963482,0.002096,[ 6 17] ; [1 3],[ 5.96296296 17.03703704] ; [1.03703704 2.96296296],0
