Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,9e-06,19.776789,[51 17] ; [13 28],[39.9266055 28.0733945] ; [24.0733945 16.9266055],1
r3,1,8.8e-05,15.38051,[61  8] ; [24 19],[52.36607143 16.63392857] ; [32.63392857 10.36607143],1
v4,1,0.000204,13.796832,[64  4] ; [29 14],[56.97297297 11.02702703] ; [36.02702703  6.97297297],1
p2,1,0.001525,10.048669,[55 14] ; [22 21],[47.4375 21.5625] ; [29.5625 13.4375],0
s6,1,0.002542,9.10991,[40 27] ; [13 30],[32.28181818 34.71818182] ; [20.71818182 22.28181818],0
n6,1,0.003866,8.345617,[58 12] ; [25 18],[51.4159292 18.5840708] ; [31.5840708 11.4159292],0
r4,1,0.005114,7.838685,[55 15] ; [23 20],[48.31858407 21.68141593] ; [29.68141593 13.31858407],0
p9,1,0.006149,7.506123,[50 19] ; [19 22],[43.28181818 25.71818182] ; [25.71818182 15.28181818],0
p8,1,0.014752,5.945829,[32 36] ; [10 32],[25.96363636 42.03636364] ; [16.03636364 25.96363636],0
n3,1,0.026763,4.906035,[18  3] ; [9 8],[14.92105263  6.07894737] ; [12.07894737  4.92105263],0
p3,1,0.031536,4.62354,[28 41] ; [ 9 34],[22.79464286 46.20535714] ; [14.20535714 28.79464286],0
b1,1,0.036326,4.38174,[25 45] ; [24 19],[30.3539823 39.6460177] ; [18.6460177 24.3539823],0
a1,1,0.060403,3.526273,[ 2 68] ; [ 5 38],[ 4.33628319 65.66371681] ; [ 2.66371681 40.33628319],0
s5,1,0.076459,3.138608,[15 52] ; [ 4 39],[11.57272727 55.42727273] ; [ 7.42727273 35.57272727],0
p7,1,0.093322,2.816117,[38 30] ; [17 26],[33.69369369 34.30630631] ; [21.30630631 21.69369369],0
s3,1,0.106878,2.59979,[35 33] ; [15 27],[30.90909091 37.09090909] ; [19.09090909 22.90909091],0
n2,1,0.118763,2.433556,[16  5] ; [10  9],[13.65  7.35] ; [12.35  6.65],0
s7,1,0.123008,2.378595,[26 41] ; [10 31],[22.33333333 44.66666667] ; [13.66666667 27.33333333],0
r1,1,0.14298,2.145594,[40 30] ; [18 24],[36.25 33.75] ; [21.75 20.25],0
u2,1,0.152719,2.044881,[15 23] ; [ 5 18],[12.45901639 25.54098361] ; [ 7.54098361 15.45901639],0
b4,1,0.168666,1.894763,[37 33] ; [17 26],[33.45132743 36.54867257] ; [20.54867257 22.45132743],0
a6,1,0.180654,1.792237,[40 30] ; [19 24],[36.54867257 33.45132743] ; [22.45132743 20.54867257],0
d5,1,0.184218,1.763265,[34 36] ; [15 27],[30.625 39.375] ; [18.375 23.625],0
v1,1,0.185478,1.75318,[26 43] ; [11 32],[22.79464286 46.20535714] ; [14.20535714 28.79464286],0
s2,1,0.185478,1.75318,[26 43] ; [11 32],[22.79464286 46.20535714] ; [14.20535714 28.79464286],0
p5,1,0.222724,1.486735,[ 8 61] ; [ 2 40],[ 6.21621622 62.78378378] ; [ 3.78378378 38.21621622],0
a4,1,0.233743,1.417941,[22 47] ; [ 9 33],[19.27027027 49.72972973] ; [11.72972973 30.27027027],0
p6,1,0.265607,1.239295,[18 52] ; [ 7 35],[15.625 54.375] ; [ 9.375 32.625],0
s8,1,0.269303,1.220291,[21 48] ; [ 9 34],[18.48214286 50.51785714] ; [11.51785714 31.48214286],0
a5,1,0.322853,0.977352,[36 34] ; [18 25],[33.45132743 36.54867257] ; [20.54867257 22.45132743],0
r2,1,0.359169,0.840796,[60 10] ; [34  9],[58.2300885 11.7699115] ; [35.7699115  7.2300885],0
p4,1,0.374535,0.788565,[32 38] ; [16 27],[29.73451327 40.26548673] ; [18.26548673 24.73451327],0
d1,1,0.395064,0.7233,[ 4 66] ; [ 1 42],[ 3.09734513 66.90265487] ; [ 1.90265487 41.09734513],0
b5,1,0.405723,0.691299,[43 27] ; [23 20],[40.88495575 29.11504425] ; [25.11504425 17.88495575],0
d3,1,0.405805,0.691058,[14 56] ; [11 30],[15.76576577 54.23423423] ; [ 9.23423423 31.76576577],0
s1,1,0.419787,0.65091,[ 5 63] ; [ 5 37],[ 6.18181818 61.81818182] ; [ 3.81818182 38.18181818],0
a7,1,0.434967,0.609524,[33 37] ; [23 19],[35. 35.] ; [21. 21.],0
d2,1,0.435317,0.608595,[21 49] ; [10 33],[19.20353982 50.79646018] ; [11.79646018 31.20353982],0
b2,1,0.514248,0.425413,[ 9 34] ; [ 8 21],[10.15277778 32.84722222] ; [ 6.84722222 22.15277778],0
b3,1,0.514248,0.425413,[ 9 34] ; [ 8 21],[10.15277778 32.84722222] ; [ 6.84722222 22.15277778],0
u3,1,0.570448,0.321933,[16 22] ; [ 8 15],[14.95081967 23.04918033] ; [ 9.04918033 13.95081967],0
a2,1,0.58274,0.301827,[ 7 63] ; [ 3 40],[ 6.19469027 63.80530973] ; [ 3.80530973 39.19469027],0
n4,1,0.640609,0.217946,[48 22] ; [27 15],[46.875 23.125] ; [28.125 13.875],0
v3,1,0.673541,0.177488,[11 58] ; [ 8 34],[11.81081081 57.18918919] ; [ 7.18918919 34.81081081],0
n5,1,0.723389,0.125269,[51 19] ; [30 13],[50.17699115 19.82300885] ; [30.82300885 12.17699115],0
a3,1,0.754701,0.097623,[32 38] ; [20 21],[32.79279279 37.20720721] ; [19.20720721 21.79279279],0
a8,1,0.772662,0.08346,[ 9 53] ; [ 5 35],[ 8.50980392 53.49019608] ; [ 5.49019608 34.50980392],0
n1,1,0.796004,0.066834,[ 8 13] ; [ 8 11],[ 8.4 12.6] ; [ 7.6 11.4],0
p1,1,0.797769,0.065657,[10 59] ; [ 7 36],[10.47321429 58.52678571] ; [ 6.52678571 36.47321429],0
p12,1,0.864495,0.029123,[ 2 68] ; [ 1 42],[ 1.85840708 68.14159292] ; [ 1.14159292 41.85840708],0
s4,1,0.993443,6.8e-05,[16 53] ; [10 33],[16.01785714 52.98214286] ; [ 9.98214286 33.01785714],0
