Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.016605,5.737654,[ 5 22] ; [4 2],[ 7.36363636 19.63636364] ; [1.63636364 4.36363636],0
p10,1,0.078403,3.097701,[ 2 25] ; [2 4],[ 3.27272727 23.72727273] ; [0.72727273 5.27272727],0
a3,1,0.099966,2.706083,[12 14] ; [5 1],[13.8125 12.1875] ; [3.1875 2.8125],0
n6,1,0.101594,2.680342,[ 8 18] ; [4 2],[ 9.75 16.25] ; [2.25 3.75],0
d1,1,0.130663,2.284615,[ 9 18] ; [4 2],[10.63636364 16.36363636] ; [2.36363636 3.63636364],0
n1,1,0.154229,2.029915,[ 4 12] ; [2 1],[ 5.05263158 10.94736842] ; [0.94736842 2.05263158],0
s6,1,0.166994,1.909722,[ 6 21] ; [3 3],[ 7.36363636 19.63636364] ; [1.63636364 4.36363636],0
v2,1,0.166994,1.909722,[ 6 21] ; [3 3],[ 7.36363636 19.63636364] ; [1.63636364 4.36363636],0
v3,1,0.169686,1.885714,[ 3 24] ; [2 4],[ 4.09090909 22.90909091] ; [0.90909091 5.09090909],0
r1,1,0.184075,1.764411,[10 17] ; [4 2],[11.45454545 15.54545455] ; [2.54545455 3.45454545],0
s3,1,0.271651,1.208392,[ 7 19] ; [3 3],[ 8.125 17.875] ; [1.875 4.125],0
a4,1,0.271651,1.208392,[ 7 19] ; [3 3],[ 8.125 17.875] ; [1.875 4.125],0
r4,1,0.287416,1.131687,[ 4 23] ; [2 4],[ 4.90909091 22.09090909] ; [1.09090909 4.90909091],0
b1,1,0.324534,0.970588,[12 15] ; [4 2],[13.09090909 13.90909091] ; [2.90909091 3.09090909],0
d5,1,0.324534,0.970588,[12 15] ; [4 2],[13.09090909 13.90909091] ; [2.90909091 3.09090909],0
v1,1,0.422018,0.644689,[ 5 22] ; [2 4],[ 5.72727273 21.27272727] ; [1.27272727 4.72727273],0
a8,1,0.47546,0.509259,[ 2 25] ; [1 5],[ 2.45454545 24.54545455] ; [0.54545455 5.45454545],0
a2,1,0.47546,0.509259,[ 2 25] ; [1 5],[ 2.45454545 24.54545455] ; [0.54545455 5.45454545],0
n4,1,0.556664,0.345513,[17 10] ; [3 3],[16.36363636 10.63636364] ; [3.63636364 2.36363636],0
r3,1,0.556664,0.345513,[10 17] ; [3 3],[10.63636364 16.36363636] ; [2.36363636 3.63636364],0
r2,1,0.568261,0.3256,[14 12] ; [4 2],[14.625 11.375] ; [3.375 2.625],0
n3,1,0.595883,0.28125,[ 5 11] ; [1 1],[ 5.33333333 10.66666667] ; [0.66666667 1.33333333],0
b4,1,0.618402,0.24812,[15 12] ; [4 2],[15.54545455 11.45454545] ; [3.45454545 2.54545455],0
a7,1,0.618402,0.24812,[12 15] ; [2 4],[11.45454545 15.54545455] ; [2.54545455 3.45454545],0
a5,1,0.618402,0.24812,[12 15] ; [2 4],[11.45454545 15.54545455] ; [2.54545455 3.45454545],0
p7,1,0.632142,0.229167,[ 7 20] ; [1 5],[ 6.54545455 20.45454545] ; [1.45454545 4.54545455],0
n5,1,0.678071,0.172306,[16 11] ; [3 3],[15.54545455 11.45454545] ; [3.45454545 2.54545455],0
s1,1,0.706063,0.142241,[ 3 24] ; [1 5],[ 3.27272727 23.72727273] ; [0.72727273 5.27272727],0
s4,1,0.706063,0.142241,[ 3 24] ; [1 5],[ 3.27272727 23.72727273] ; [0.72727273 5.27272727],0
p1,1,0.706063,0.142241,[ 3 24] ; [1 5],[ 3.27272727 23.72727273] ; [0.72727273 5.27272727],0
d3,1,0.804748,0.061111,[12 15] ; [3 3],[12.27272727 14.72727273] ; [2.72727273 3.27272727],0
a6,1,0.804748,0.061111,[12 15] ; [3 3],[12.27272727 14.72727273] ; [2.72727273 3.27272727],0
d4,1,0.864547,0.029101,[17 10] ; [4 2],[17.18181818  9.81818182] ; [3.81818182 2.18181818],0
d2,1,0.864873,0.028959,[12 14] ; [3 3],[12.1875 13.8125] ; [2.8125 3.1875],0
s5,1,0.908893,0.013095,[ 4 23] ; [1 5],[ 4.09090909 22.90909091] ; [0.90909091 5.09090909],0
s2,1,0.91528,0.011317,[ 5 22] ; [1 5],[ 4.90909091 22.09090909] ; [1.09090909 4.90909091],0
b5,1,0.934568,0.00674,[13 14] ; [3 3],[13.09090909 13.90909091] ; [2.90909091 3.09090909],0
n2,1,0.943209,0.005075,[ 5 11] ; [1 2],[ 5.05263158 10.94736842] ; [0.94736842 2.05263158],0
b2,1,0.964079,0.002028,[ 7 11] ; [2 3],[ 7.04347826 10.95652174] ; [1.95652174 3.04347826],0
b3,1,0.964079,0.002028,[ 7 11] ; [2 3],[ 7.04347826 10.95652174] ; [1.95652174 3.04347826],0
