Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,60.381096,[62 62] ; [197  27],[92.28735632 31.71264368] ; [166.71264368  57.28735632],1
v1,1,0.000328,12.904768,[61 64] ; [155  72],[76.70454545 48.29545455] ; [139.29545455  87.70454545],1
s6,1,0.000547,11.948639,[98 26] ; [213  19],[108.3258427  15.6741573] ; [202.6741573  29.3258427],1
p3,1,0.002164,9.405221,[56 70] ; [144  91],[69.80609418 56.19390582] ; [130.19390582 104.80609418],0
d5,1,0.002908,8.864377,[95 32] ; [204  30],[105.18836565  21.81163435] ; [193.81163435  40.18836565],0
a7,1,0.004634,8.016886,[103  24] ; [157  77],[91.46814404 35.53185596] ; [168.53185596  65.46814404],0
a3,1,0.005527,7.698491,[90 37] ; [195  39],[100.26315789  26.73684211] ; [184.73684211  49.26315789],0
a5,1,0.006919,7.293748,[86 41] ; [189  46],[96.47790055 30.52209945] ; [178.52209945  56.47790055],0
p4,1,0.009787,6.673193,[76 51] ; [171  63],[86.89473684 40.10526316] ; [160.10526316  73.89473684],0
d1,1,0.01156,6.377173,[73 55] ; [165  70],[83.92286501 44.07713499] ; [154.07713499  80.92286501],0
p5,1,0.011816,6.338196,[ 11 116] ; [ 43 188],[ 19.15642458 107.84357542] ; [ 34.84357542 196.15642458],0
u4,1,0.012984,6.171335,[  1 127] ; [ 15 220],[  5.64187328 122.35812672] ; [ 10.35812672 224.64187328],0
v3,1,0.016107,5.791151,[47 77] ; [115 109],[57.72413793 66.27586207] ; [104.27586207 119.72413793],0
b4,1,0.017958,5.600241,[84 44] ; [124 111],[73.34435262 54.65564738] ; [134.65564738 100.34435262],0
p6,1,0.019487,5.457262,[47 77] ; [118 114],[57.47191011 66.52808989] ; [107.52808989 124.47191011],0
p8,1,0.020262,5.389221,[60 65] ; [141  91],[70.37815126 54.62184874] ; [130.62184874 101.37815126],0
u3,1,0.022398,5.214638,[19 19] ; [30 10],[23.87179487 14.12820513] ; [25.12820513 14.87179487],0
n6,1,0.026989,4.891484,[110  16] ; [221  14],[115.52908587  10.47091413] ; [215.47091413  19.52908587],0
n1,1,0.028499,4.797616,[ 7 20] ; [24 22],[11.46575342 15.53424658] ; [19.53424658 26.46575342],0
s5,1,0.036607,4.368581,[51 74] ; [116 105],[60.33236994 64.66763006] ; [106.66763006 114.33236994],0
p9,1,0.037174,4.342429,[105  18] ; [217  18],[110.63128492  12.36871508] ; [211.36871508  23.63128492],0
v4,1,0.044347,4.043295,[120   8] ; [229   5],[123.40331492   4.59668508] ; [225.59668508   8.40331492],0
v2,1,0.051659,3.786771,[65 59] ; [142  83],[73.54727794 50.45272206] ; [133.45272206  91.54727794],0
b2,1,0.052585,3.757074,[22 48] ; [73 89],[28.6637931 41.3362069] ; [66.3362069 95.6637931],0
b3,1,0.052585,3.757074,[22 48] ; [73 89],[28.6637931 41.3362069] ; [66.3362069 95.6637931],0
d2,1,0.053696,3.722133,[59 67] ; [135 100],[67.71191136 58.28808864] ; [126.28808864 108.71191136],0
r2,1,0.09363,2.810828,[121   7] ; [227   5],[123.73333333   4.26666667] ; [224.26666667   7.73333333],0
p12,1,0.100678,2.694773,[ 10 117] ; [ 32 202],[ 14.77562327 112.22437673] ; [ 27.22437673 206.77562327],0
p10,1,0.120699,2.408225,[106  20] ; [210  24],[110.6  15.4] ; [205.4  28.6],0
s3,1,0.120756,2.407493,[105  19] ; [212  23],[109.49303621  14.50696379] ; [207.50696379  27.49303621],0
p7,1,0.1264,2.33617,[78 43] ; [165  63],[84.24928367 36.75071633] ; [158.75071633  69.24928367],0
r4,1,0.19796,1.657363,[115  13] ; [220  15],[118.12672176   9.87327824] ; [216.87327824  18.12672176],0
u1,1,0.303777,1.05754,[ 25 103] ; [ 57 178],[28.91460055 99.08539945] ; [ 53.08539945 181.91460055],0
r3,1,0.328908,0.953192,[119   7] ; [227   8],[120.76454294   5.23545706] ; [225.23545706   9.76454294],0
s1,1,0.374562,0.788474,[  8 116] ; [ 10 223],[  6.25210084 117.74789916] ; [ 11.74789916 221.25210084],0
a6,1,0.411683,0.673935,[78 48] ; [155  79],[81.55 44.45] ; [151.45  82.55],0
n2,1,0.494469,0.466787,[23  4] ; [37 10],[21.89189189  5.10810811] ; [38.10810811  8.89189189],0
r1,1,0.524511,0.405014,[105  23] ; [198  36],[107.13812155  20.86187845] ; [195.86187845  38.13812155],0
b1,1,0.555335,0.347847,[52 76] ; [103 132],[54.65564738 73.34435262] ; [100.34435262 134.65564738],0
n3,1,0.594561,0.283278,[18 10] ; [33 14],[19.04  8.96] ; [31.96 15.04],0
d4,1,0.631742,0.229706,[107  19] ; [203  31],[108.5  17.5] ; [201.5  32.5],0
p2,1,0.652797,0.202392,[108  19] ; [203  31],[109.4099723  17.5900277] ; [201.5900277  32.4099723],0
u2,1,0.672114,0.179139,[21 17] ; [24 16],[21.92307692 16.07692308] ; [23.07692308 16.92307692],0
a4,1,0.692003,0.156926,[61 66] ; [118 117],[62.79834254 64.20165746] ; [116.20165746 118.79834254],0
a2,1,0.692303,0.156603,[34 94] ; [ 67 168],[35.61432507 92.38567493] ; [ 65.38567493 169.61432507],0
s4,1,0.734493,0.115026,[28 96] ; [ 49 184],[26.74509804 97.25490196] ; [ 50.25490196 182.74509804],0
a1,1,0.779484,0.078395,[  8 120] ; [ 13 222],[  7.40495868 120.59504132] ; [ 13.59504132 221.40495868],0
p11,1,0.835899,0.042908,[104  24] ; [193  42],[104.72727273  23.27272727] ; [192.27272727  42.72727273],0
d3,1,0.866849,0.028111,[89 37] ; [164  71],[88.30470914 37.69529086] ; [164.69529086  70.30470914],0
p1,1,0.88287,0.021707,[ 13 113] ; [ 23 211],[ 12.6 113.4] ; [ 23.4 210.6],0
a8,1,0.89862,0.016232,[21 99] ; [ 39 177],[21.42857143 98.57142857] ; [ 38.57142857 177.42857143],0
n4,1,0.920781,0.00989,[115  13] ; [211  23],[115.27071823  12.72928177] ; [210.72928177  23.27071823],0
b5,1,0.949502,0.004011,[78 50] ; [144  91],[78.28099174 49.71900826] ; [143.71900826  91.28099174],0
