Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,9e-06,19.821055,[33  2] ; [4 8],[27.55319149  7.44680851] ; [9.44680851 2.55319149],1
n5,1,0.012221,6.278535,[28  7] ; [5 7],[24.57446809 10.42553191] ; [8.42553191 3.57446809],0
r1,1,0.029408,4.743544,[15 20] ; [ 1 11],[11.91489362 23.08510638] ; [4.08510638 7.91489362],0
a5,1,0.031833,4.607447,[24 11] ; [4 8],[20.85106383 14.14893617] ; [7.14893617 4.85106383],0
r3,1,0.042133,4.129857,[31  3] ; [8 4],[28.82608696  5.17391304] ; [10.17391304  1.82608696],0
r4,1,0.074054,3.190786,[16 19] ; [ 2 10],[13.40425532 21.59574468] ; [4.59574468 7.40425532],0
n6,1,0.076026,3.147866,[27  8] ; [6 6],[24.57446809 10.42553191] ; [8.42553191 3.57446809],0
v3,1,0.113346,2.506933,[11 24] ; [ 1 11],[ 8.93617021 26.06382979] ; [3.06382979 8.93617021],0
p3,1,0.141019,2.166801,[14 21] ; [ 2 10],[11.91489362 23.08510638] ; [4.08510638 7.91489362],0
n4,1,0.142965,2.145753,[23 12] ; [5 7],[20.85106383 14.14893617] ; [7.14893617 4.85106383],0
p8,1,0.21022,1.56991,[19 16] ; [4 8],[17.12765957 17.87234043] ; [5.87234043 6.12765957],0
b3,1,0.214193,1.542857,[ 6 12] ; [1 8],[ 4.66666667 13.33333333] ; [2.33333333 6.66666667],0
b2,1,0.214193,1.542857,[ 6 12] ; [1 8],[ 4.66666667 13.33333333] ; [2.33333333 6.66666667],0
p4,1,0.27031,1.215171,[21 14] ; [5 7],[19.36170213 15.63829787] ; [6.63829787 5.36170213],0
a7,1,0.27031,1.215171,[21 14] ; [5 7],[19.36170213 15.63829787] ; [6.63829787 5.36170213],0
s3,1,0.297066,1.087317,[ 9 26] ; [5 7],[10.42553191 24.57446809] ; [3.57446809 8.42553191],0
d2,1,0.333871,0.933826,[12 23] ; [6 6],[13.40425532 21.59574468] ; [4.59574468 7.40425532],0
s7,1,0.340156,0.909843,[11 22] ; [2 9],[ 9.75 23.25] ; [3.25 7.75],0
u3,1,0.350122,0.873016,[ 6 10] ; [1 5],[ 5.09090909 10.90909091] ; [1.90909091 4.09090909],0
d4,1,0.401031,0.705233,[25 10] ; [7 5],[23.82978723 11.17021277] ; [8.17021277 3.82978723],0
a2,1,0.417355,0.657751,[ 1 34] ; [ 1 11],[ 1.4893617 33.5106383] ; [ 0.5106383 11.4893617],0
a1,1,0.417355,0.657751,[ 1 34] ; [ 1 11],[ 1.4893617 33.5106383] ; [ 0.5106383 11.4893617],0
p7,1,0.433521,0.613373,[22 13] ; [6 6],[20.85106383 14.14893617] ; [7.14893617 4.85106383],0
v4,1,0.518357,0.417161,[24 11] ; [7 5],[23.08510638 11.91489362] ; [7.91489362 4.08510638],0
s6,1,0.545437,0.365556,[21 14] ; [6 6],[20.10638298 14.89361702] ; [6.89361702 5.10638298],0
n3,1,0.550985,0.355556,[7 3] ; [5 1],[7.5 2.5] ; [4.5 1.5],0
n2,1,0.550985,0.355556,[7 3] ; [5 1],[7.5 2.5] ; [4.5 1.5],0
b1,1,0.559378,0.340782,[17 18] ; [7 5],[17.87234043 17.12765957] ; [6.12765957 5.87234043],0
v2,1,0.619307,0.246843,[17 17] ; [5 7],[16.26086957 17.73913043] ; [5.73913043 6.26086957],0
a8,1,0.633938,0.226759,[ 5 29] ; [ 1 10],[ 4.53333333 29.46666667] ; [1.46666667 9.53333333],0
d1,1,0.674332,0.176577,[11 24] ; [3 9],[10.42553191 24.57446809] ; [3.57446809 8.42553191],0
s2,1,0.674332,0.176577,[11 24] ; [3 9],[10.42553191 24.57446809] ; [3.57446809 8.42553191],0
a6,1,0.679125,0.171113,[18 17] ; [7 5],[18.61702128 16.38297872] ; [6.38297872 5.61702128],0
u2,1,0.695895,0.152778,[12  4] ; [4 2],[11.63636364  4.36363636] ; [4.36363636 1.63636364],0
p12,1,0.764105,0.090057,[ 4 31] ; [ 1 11],[ 3.72340426 31.27659574] ; [ 1.27659574 10.72340426],0
v1,1,0.780866,0.07739,[13 22] ; [5 7],[13.40425532 21.59574468] ; [4.59574468 7.40425532],0
n1,1,0.789726,0.071111,[4 6] ; [2 4],[3.75 6.25] ; [2.25 3.75],0
d3,1,0.797369,0.065922,[19 16] ; [6 6],[18.61702128 16.38297872] ; [6.38297872 5.61702128],0
a3,1,0.797369,0.065922,[19 16] ; [6 6],[18.61702128 16.38297872] ; [6.38297872 5.61702128],0
b5,1,0.797369,0.065922,[19 16] ; [6 6],[18.61702128 16.38297872] ; [6.38297872 5.61702128],0
s4,1,0.80008,0.064133,[ 7 28] ; [ 2 10],[ 6.70212766 28.29787234] ; [2.29787234 9.70212766],0
b4,1,0.807715,0.059232,[19 16] ; [7 5],[19.36170213 15.63829787] ; [6.63829787 5.36170213],0
a4,1,0.811359,0.056965,[10 25] ; [3 9],[ 9.68085106 25.31914894] ; [3.31914894 8.68085106],0
p6,1,0.811359,0.056965,[10 25] ; [3 9],[ 9.68085106 25.31914894] ; [3.31914894 8.68085106],0
p2,1,0.879744,0.02289,[27  8] ; [9 3],[26.80851064  8.19148936] ; [9.19148936 2.80851064],0
d5,1,0.919135,0.010307,[21 14] ; [7 5],[20.85106383 14.14893617] ; [7.14893617 4.85106383],0
