Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,7.1e-05,15.781041,[22 49] ; [11  1],[28.22891566 42.77108434] ; [4.77108434 7.22891566],1
s5,1,0.000759,11.338893,[16 54] ; [8 3],[20.74074074 49.25925926] ; [3.25925926 7.74074074],1
p12,1,0.002637,9.042973,[ 4 67] ; [4 8],[ 6.84337349 64.15662651] ; [ 1.15662651 10.84337349],0
p1,1,0.010076,6.621416,[12 59] ; [6 6],[15.39759036 55.60240964] ; [2.60240964 9.39759036],0
p4,1,0.05309,3.741077,[38 33] ; [10  2],[41.06024096 29.93975904] ; [6.93975904 5.06024096],0
b4,1,0.055114,3.678627,[32 39] ; [9 3],[35.07228916 35.92771084] ; [5.92771084 6.07228916],0
b5,1,0.078343,3.098947,[43 28] ; [4 8],[40.20481928 30.79518072] ; [6.79518072 5.20481928],0
s6,1,0.078954,3.086306,[37 32] ; [9 2],[39.675 29.325] ; [6.325 4.675],0
n5,1,0.123042,2.378171,[50 21] ; [11  1],[52.18072289 18.81927711] ; [8.81927711 3.18072289],0
d5,1,0.128882,2.305923,[28 43] ; [ 2 10],[25.6626506 45.3373494] ; [4.3373494 7.6626506],0
u2,1,0.1455,2.11881,[18 25] ; [5 2],[19.78 23.22] ; [3.22 3.78],0
b2,1,0.187619,1.736219,[ 8 32] ; [3 4],[ 9.36170213 30.63829787] ; [1.63829787 5.36170213],0
b3,1,0.187619,1.736219,[ 8 32] ; [3 4],[ 9.36170213 30.63829787] ; [1.63829787 5.36170213],0
n6,1,0.194343,1.684383,[53 18] ; [11  1],[54.74698795 16.25301205] ; [9.25301205 2.74698795],0
s7,1,0.194696,1.681721,[29 39] ; [7 4],[30.98734177 37.01265823] ; [5.01265823 5.98734177],0
a8,1,0.219454,1.507937,[ 4 60] ; [ 2 10],[ 5.05263158 58.94736842] ; [ 0.94736842 11.05263158],0
v3,1,0.296398,1.09033,[24 46] ; [6 6],[25.6097561 44.3902439] ; [4.3902439 7.6097561],0
p11,1,0.298768,1.079684,[56 15] ; [11  1],[57.31325301 13.68674699] ; [9.68674699 2.31325301],0
d3,1,0.311575,1.023988,[22 49] ; [ 2 10],[20.53012048 50.46987952] ; [3.46987952 8.53012048],0
p3,1,0.328052,0.956573,[36 34] ; [8 4],[37.56097561 32.43902439] ; [6.43902439 5.56097561],0
p10,1,0.343149,0.898632,[57 14] ; [11  1],[58.1686747 12.8313253] ; [9.8313253 2.1686747],0
r4,1,0.343149,0.898632,[57 14] ; [11  1],[58.1686747 12.8313253] ; [9.8313253 2.1686747],0
s3,1,0.384199,0.757222,[28 41] ; [6 5],[29.325 39.675] ; [4.675 6.325],0
a5,1,0.396806,0.717984,[38 33] ; [8 4],[39.34939759 31.65060241] ; [6.65060241 5.34939759],0
p9,1,0.450067,0.570483,[59 12] ; [11  1],[59.87951807 11.12048193] ; [10.12048193  1.87951807],0
n1,1,0.465693,0.532176,[7 9] ; [2 1],[7.57894737 8.42105263] ; [1.42105263 1.57894737],0
r3,1,0.483009,0.492062,[64  7] ; [10  2],[63.30120482  7.69879518] ; [10.69879518  1.30120482],0
s2,1,0.485632,0.486189,[22 48] ; [5 7],[23.04878049 46.95121951] ; [3.95121951 8.04878049],0
s1,1,0.547569,0.361691,[ 3 67] ; [ 1 11],[ 3.41463415 66.58536585] ; [ 0.58536585 11.41463415],0
a4,1,0.563289,0.334041,[17 53] ; [ 2 10],[16.2195122 53.7804878] ; [2.7804878 9.2195122],0
v1,1,0.579136,0.307634,[29 41] ; [6 6],[29.87804878 40.12195122] ; [5.12195122 6.87804878],0
p2,1,0.586874,0.295252,[58 13] ; [9 3],[57.31325301 13.68674699] ; [9.68674699 2.31325301],0
s8,1,0.597192,0.279252,[24 47] ; [5 7],[24.80722892 46.19277108] ; [4.19277108 7.80722892],0
r1,1,0.609504,0.260898,[48 23] ; [9 3],[48.75903614 22.24096386] ; [8.24096386 3.75903614],0
a6,1,0.622886,0.241832,[42 29] ; [8 4],[42.77108434 28.22891566] ; [7.22891566 4.77108434],0
p7,1,0.648215,0.208158,[55 16] ; [10  2],[55.60240964 15.39759036] ; [9.39759036 2.60240964],0
a7,1,0.666825,0.185339,[46 25] ; [7 5],[45.3373494 25.6626506] ; [7.6626506 4.3373494],0
d1,1,0.716225,0.132139,[ 4 67] ; [ 1 11],[ 4.27710843 66.72289157] ; [ 0.72289157 11.27710843],0
d2,1,0.723276,0.125376,[15 56] ; [ 2 10],[14.54216867 56.45783133] ; [2.45783133 9.54216867],0
r2,1,0.7513,0.100442,[62  8] ; [11  1],[62.31707317  7.68292683] ; [10.68292683  1.31707317],0
n2,1,0.763573,0.090476,[12  4] ; [2 1],[11.78947368  4.21052632] ; [2.21052632 0.78947368],0
s4,1,0.787767,0.072475,[14 56] ; [ 2 10],[13.65853659 56.34146341] ; [2.34146341 9.65853659],0
b1,1,0.826338,0.048137,[32 39] ; [5 7],[31.65060241 39.34939759] ; [5.34939759 6.65060241],0
v2,1,0.886332,0.020434,[32 35] ; [6 6],[32.2278481 34.7721519] ; [5.7721519 6.2278481],0
n4,1,0.898306,0.016333,[52 19] ; [9 3],[52.18072289 18.81927711] ; [8.81927711 3.18072289],0
a3,1,0.913379,0.011833,[28 42] ; [5 7],[28.17073171 41.82926829] ; [4.82926829 7.17073171],0
u3,1,0.960484,0.002455,[18 25] ; [3 4],[18.06 24.94] ; [2.94 4.06],0
a2,1,0.989203,0.000183,[ 6 65] ; [ 1 11],[ 5.98795181 65.01204819] ; [ 1.01204819 10.98795181],0
