Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,29.987988,[72 23] ; [ 3 19],[60.8974359 34.1025641] ; [14.1025641  7.8974359],1
s6,1,0.003991,8.287933,[78 16] ; [12 10],[72.93103448 21.06896552] ; [17.06896552  4.93103448],0
r1,1,0.012811,6.194993,[72 22] ; [11 11],[67.25862069 26.74137931] ; [15.74137931  6.25862069],0
s5,1,0.014914,5.92665,[42 48] ; [ 4 18],[36.96428571 53.03571429] ; [ 9.03571429 12.96428571],0
d5,1,0.016366,5.763152,[72 23] ; [11 11],[67.39316239 27.60683761] ; [15.60683761  6.39316239],0
u2,1,0.018444,5.553514,[23 11] ; [3 8],[19.64444444 14.35555556] ; [6.35555556 4.64444444],0
a7,1,0.034509,4.469331,[73 22] ; [12 10],[69.01709402 25.98290598] ; [15.98290598  6.01709402],0
p8,1,0.040358,4.202765,[45 48] ; [ 5 16],[40.78947368 52.21052632] ; [ 9.21052632 11.78947368],0
p6,1,0.060585,3.521286,[26 66] ; [ 2 20],[22.59649123 69.40350877] ; [ 5.40350877 16.59649123],0
a6,1,0.065719,3.386842,[67 28] ; [11 11],[63.33333333 31.66666667] ; [14.66666667  7.33333333],0
b4,1,0.104606,2.633877,[61 34] ; [10 12],[57.64957265 37.35042735] ; [13.35042735  8.64957265],0
n5,1,0.110186,2.551559,[30 64] ; [11 11],[33.22413793 60.77586207] ; [ 7.77586207 14.22413793],0
a2,1,0.117874,2.445346,[17 78] ; [ 1 21],[14.61538462 80.38461538] ; [ 3.38461538 18.61538462],0
u3,1,0.130102,2.291283,[24 10] ; [5 6],[21.91111111 12.08888889] ; [7.08888889 3.91111111],0
v3,1,0.130641,2.28487,[27 61] ; [ 3 18],[24.22018349 63.77981651] ; [ 5.77981651 15.22018349],0
v2,1,0.15171,2.054968,[46 40] ; [ 8 14],[43. 43.] ; [11. 11.],0
p2,1,0.157157,2.001372,[73 22] ; [13  8],[70.43103448 24.56896552] ; [15.56896552  5.43103448],0
r2,1,0.160866,1.966071,[90  5] ; [19  3],[88.5042735  6.4957265] ; [20.4957265  1.5042735],0
n2,1,0.162957,1.946569,[23 11] ; [9 1],[24.72727273  9.27272727] ; [7.27272727 2.72727273],0
s8,1,0.176754,1.82471,[41 54] ; [13  9],[43.84615385 51.15384615] ; [10.15384615 11.84615385],0
a4,1,0.179067,1.805347,[36 59] ; [ 5 17],[33.29059829 61.70940171] ; [ 7.70940171 14.29059829],0
a8,1,0.200365,1.63971,[ 3 86] ; [ 2 18],[ 4.08256881 84.91743119] ; [ 0.91743119 19.08256881],0
b5,1,0.213973,1.544336,[57 38] ; [10 12],[54.4017094 40.5982906] ; [12.5982906  9.4017094],0
r3,1,0.220011,1.504299,[91  3] ; [20  2],[89.94827586  4.05172414] ; [21.05172414  0.94827586],0
s1,1,0.220011,1.504299,[ 3 91] ; [ 2 20],[ 4.05172414 89.94827586] ; [ 0.94827586 21.05172414],0
p10,1,0.224908,1.472776,[69 23] ; [13  8],[66.76106195 25.23893805] ; [15.23893805  5.76106195],0
s4,1,0.241549,1.371531,[34 61] ; [ 5 17],[31.66666667 63.33333333] ; [ 7.33333333 14.66666667],0
d2,1,0.250683,1.319494,[43 52] ; [ 7 15],[40.5982906 54.4017094] ; [ 9.4017094 12.5982906],0
a3,1,0.270519,1.214114,[59 35] ; [11 11],[56.72413793 37.27586207] ; [13.27586207  8.72413793],0
p3,1,0.290597,1.116853,[37 57] ; [ 6 16],[34.84482759 59.15517241] ; [ 8.15517241 13.84482759],0
n6,1,0.336881,0.922266,[53 40] ; [15  7],[54.99130435 38.00869565] ; [13.00869565  8.99130435],0
v1,1,0.383527,0.759367,[42 48] ; [ 8 14],[40.17857143 49.82142857] ; [ 9.82142857 12.17857143],0
p9,1,0.440661,0.59456,[73 18] ; [16  6],[71.67256637 19.32743363] ; [17.32743363  4.67256637],0
a5,1,0.44461,0.584357,[56 39] ; [11 11],[54.4017094 40.5982906] ; [12.5982906  9.4017094],0
n1,1,0.456775,0.553785,[12 22] ; [2 7],[11.06976744 22.93023256] ; [2.93023256 6.06976744],0
b1,1,0.665864,0.186479,[30 65] ; [ 8 14],[30.85470085 64.14529915] ; [ 7.14529915 14.85470085],0
s2,1,0.728332,0.120648,[70 25] ; [17  5],[70.64102564 24.35897436] ; [16.35897436  5.64102564],0
p7,1,0.783392,0.075571,[51 36] ; [13  8],[51.55555556 35.44444444] ; [12.44444444  8.55555556],0
v4,1,0.870566,0.026549,[87  8] ; [19  2],[86.81034483  8.18965517] ; [19.18965517  1.81034483],0
p1,1,0.881574,0.022193,[ 8 86] ; [ 2 19],[ 8.17391304 85.82608696] ; [ 1.82608696 19.17391304],0
p4,1,0.928407,0.008073,[46 48] ; [11 11],[46.18965517 47.81034483] ; [10.81034483 11.18965517],0
p11,1,0.966543,0.001759,[60 35] ; [14  8],[60.08547009 34.91452991] ; [13.91452991  8.08547009],0
s7,1,0.968362,0.001573,[39 51] ; [ 9 12],[38.91891892 51.08108108] ; [ 9.08108108 11.91891892],0
r4,1,0.974777,0.001,[78 17] ; [18  4],[77.94871795 17.05128205] ; [18.05128205  3.94871795],0
