Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,3e-05,17.419802,[74 12] ; [38 30],[62.54545455 23.45454545] ; [49.45454545 18.54545455],1
a3,1,6.7e-05,15.906454,[65 21] ; [30 38],[53.05194805 32.94805195] ; [41.94805195 26.05194805],1
d1,1,6.8e-05,15.855136,[49 37] ; [17 51],[36.85714286 49.14285714] ; [29.14285714 38.85714286],1
d4,1,0.00028,13.20143,[73 13] ; [40 28],[63.1038961 22.8961039] ; [49.8961039 18.1038961],1
a4,1,0.000355,12.757499,[37 49] ; [11 57],[26.80519481 59.19480519] ; [21.19480519 46.80519481],1
a6,1,0.000715,11.450287,[60 26] ; [29 39],[49.7012987 36.2987013] ; [39.2987013 28.7012987],1
n5,1,0.004299,8.152992,[69 16] ; [41 27],[61.11111111 23.88888889] ; [48.88888889 19.11111111],0
p10,1,0.004803,7.952169,[75  9] ; [47 19],[68.32 15.68] ; [53.68 12.32],0
d2,1,0.007711,7.099346,[39 46] ; [17 51],[31.11111111 53.88888889] ; [24.88888889 43.11111111],0
p3,1,0.015995,5.803448,[44 41] ; [22 46],[36.66666667 48.33333333] ; [29.33333333 38.66666667],0
a1,1,0.024489,5.059672,[ 9 77] ; [ 1 67],[ 5.58441558 80.41558442] ; [ 4.41558442 63.58441558],0
n4,1,0.026615,4.915641,[65 21] ; [40 28],[58.63636364 27.36363636] ; [46.36363636 21.63636364],0
s2,1,0.031142,4.645102,[44 42] ; [23 45],[37.41558442 48.58441558] ; [29.58441558 38.41558442],0
s7,1,0.032143,4.590839,[40 43] ; [20 45],[33.64864865 49.35135135] ; [26.35135135 38.64864865],0
s8,1,0.033272,4.531753,[37 49] ; [18 50],[30.71428571 55.28571429] ; [24.28571429 43.71428571],0
p4,1,0.046636,3.958476,[50 35] ; [29 39],[43.88888889 41.11111111] ; [35.11111111 32.88888889],0
p9,1,0.050254,3.832963,[77  8] ; [54 14],[72.77777778 12.22222222] ; [58.22222222  9.77777778],0
s6,1,0.093677,2.810021,[54 30] ; [34 33],[48.95364238 35.04635762] ; [39.04635762 27.95364238],0
v1,1,0.098959,2.722234,[39 41] ; [24 44],[34.05405405 45.94594595] ; [28.94594595 39.05405405],0
u1,1,0.103326,2.653443,[ 6 80] ; [ 1 67],[ 3.90909091 82.09090909] ; [ 3.09090909 64.90909091],0
n2,1,0.148513,2.087455,[26  5] ; [14  7],[23.84615385  7.15384615] ; [16.15384615  4.84615385],0
s5,1,0.162329,1.952391,[23 58] ; [12 53],[19.41780822 61.58219178] ; [15.58219178 49.41780822],0
v3,1,0.338499,0.916107,[27 56] ; [17 50],[24.34666667 58.65333333] ; [19.65333333 47.34666667],0
b1,1,0.35756,0.846443,[34 52] ; [22 46],[31.27272727 54.72727273] ; [24.72727273 43.27272727],0
s4,1,0.362294,0.829925,[14 72] ; [15 53],[16.19480519 69.80519481] ; [12.80519481 55.19480519],0
d3,1,0.388424,0.74387,[49 37] ; [34 34],[46.35064935 39.64935065] ; [36.64935065 31.35064935],0
s3,1,0.408932,0.681903,[43 43] ; [29 38],[40.47058824 45.52941176] ; [31.52941176 35.47058824],0
b3,1,0.438144,0.601139,[19 36] ; [12 32],[17.22222222 37.77777778] ; [13.77777778 30.22222222],0
b2,1,0.438144,0.601139,[19 36] ; [12 32],[17.22222222 37.77777778] ; [13.77777778 30.22222222],0
u3,1,0.441637,0.592026,[10 10] ; [15 23],[ 8.62068966 11.37931034] ; [16.37931034 21.62068966],0
b4,1,0.466051,0.531324,[52 34] ; [45 23],[54.16883117 31.83116883] ; [42.83116883 25.16883117],0
p12,1,0.500962,0.452898,[ 4 80] ; [ 5 63],[ 4.97368421 79.02631579] ; [ 4.02631579 63.97368421],0
p6,1,0.510184,0.43369,[32 51] ; [22 44],[30.08053691 52.91946309] ; [23.91946309 42.08053691],0
n6,1,0.512775,0.4284,[71 14] ; [54 14],[69.44444444 15.55555556] ; [55.55555556 12.44444444],0
n1,1,0.562916,0.33468,[12 17] ; [ 7 14],[11.02 17.98] ; [ 7.98 13.02],0
r2,1,0.606292,0.26561,[67 16] ; [51 15],[65.73154362 17.26845638] ; [52.26845638 13.73154362],0
a7,1,0.616154,0.25131,[54 32] ; [40 28],[52.49350649 33.50649351] ; [41.50649351 26.49350649],0
p5,1,0.636669,0.223126,[11 74] ; [ 7 60],[10.06578947 74.93421053] ; [ 7.93421053 59.06578947],0
r4,1,0.641649,0.216592,[55 31] ; [41 27],[53.61038961 32.38961039] ; [42.38961039 25.61038961],0
v2,1,0.681802,0.168104,[38 45] ; [28 38],[36.76510067 46.23489933] ; [29.23489933 36.76510067],0
p2,1,0.748074,0.103157,[67 17] ; [52 15],[66.1986755 17.8013245] ; [52.8013245 14.1986755],0
b5,1,0.751652,0.100148,[54 32] ; [41 27],[53.05194805 32.94805195] ; [41.94805195 26.05194805],0
a8,1,0.771623,0.084247,[ 8 75] ; [ 7 56],[ 8.52739726 74.47260274] ; [ 6.47260274 56.52739726],0
s1,1,0.779942,0.078061,[ 3 82] ; [ 3 65],[ 3.33333333 81.66666667] ; [ 2.66666667 65.33333333],0
p1,1,0.813135,0.055877,[ 8 78] ; [ 7 60],[ 8.43137255 77.56862745] ; [ 6.56862745 60.43137255],0
p7,1,0.82559,0.048559,[45 39] ; [36 29],[45.66442953 38.33557047] ; [35.33557047 29.66442953],0
n3,1,0.870382,0.026626,[23  8] ; [16  5],[23.25  7.75] ; [15.75  5.25],0
v4,1,0.878496,0.023371,[75 11] ; [57  9],[74.68421053 11.31578947] ; [57.31578947  8.68421053],0
p8,1,0.898092,0.016402,[41 43] ; [32 35],[40.60927152 43.39072848] ; [32.39072848 34.60927152],0
r3,1,0.952892,0.00349,[76  9] ; [61  7],[76.11111111  8.88888889] ; [60.88888889  7.11111111],0
u2,1,0.985273,0.000341,[11 10] ; [20 18],[11.03389831  9.96610169] ; [19.96610169 18.03389831],0
