Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,104.140153,[259  48] ; [58 96],[211.10412148  95.89587852] ; [105.89587852  48.10412148],1
n6,1,1e-06,23.881906,[264  42] ; [103  51],[244.13478261  61.86521739] ; [122.86521739  31.13478261],1
p10,1,1.1e-05,19.350233,[243  60] ; [92 59],[223.57929515  79.42070485] ; [111.42070485  39.57929515],1
s6,1,0.000113,14.903151,[205  99] ; [73 77],[186.14977974 117.85022026] ; [91.85022026 58.14977974],1
p9,1,0.000314,12.984091,[252  50] ; [103  47],[237.19026549  64.80973451] ; [117.80973451  32.19026549],1
a2,1,0.001197,10.494355,[ 73 235] ; [ 17 137],[ 60. 248.] ; [ 30. 124.],0
a5,1,0.001422,10.176466,[218  90] ; [86 68],[202.66666667 105.33333333] ; [101.33333333  52.66666667],0
p11,1,0.001487,10.094983,[244  64] ; [101  53],[230.  78.] ; [115.  39.],0
v1,1,0.00155,10.017806,[152 147] ; [53 98],[136.21111111 162.78888889] ; [68.78888889 82.21111111],0
s8,1,0.001644,9.909596,[124 183] ; [ 39 114],[108.78478261 198.21521739] ; [54.21521739 98.78478261],0
s7,1,0.002688,9.008211,[131 165] ; [ 44 105],[116.40449438 179.59550562] ; [58.59550562 90.40449438],0
p2,1,0.002747,8.968308,[249  58] ; [105  48],[236.25652174  70.74347826] ; [117.74347826  35.25652174],0
p4,1,0.005075,7.852422,[127 179] ; [ 43 110],[113.33333333 192.66666667] ; [56.66666667 96.33333333],0
p6,1,0.006744,7.339895,[ 84 218] ; [ 25 128],[ 72.34725275 229.65274725] ; [ 36.65274725 116.34725275],0
p7,1,0.008541,6.916352,[161 134] ; [63 89],[147.82997763 147.17002237] ; [76.17002237 75.82997763],0
r4,1,0.009859,6.660285,[281  27] ; [128  26],[272.66666667  35.33333333] ; [136.33333333  17.66666667],0
s2,1,0.026865,4.899461,[152 151] ; [60 93],[140.86842105 162.13157895] ; [71.13157895 81.86842105],0
v3,1,0.03015,4.700733,[105 190] ; [ 37 109],[ 94.98866213 200.01133787] ; [47.01133787 98.98866213],0
s3,1,0.033395,4.525412,[169 133] ; [69 83],[158.31718062 143.68281938] ; [79.68281938 72.31718062],0
a8,1,0.033747,4.50747,[ 50 233] ; [ 14 128],[ 42.61647059 240.38352941] ; [ 21.38352941 120.61647059],0
a4,1,0.048341,3.898104,[133 174] ; [ 52 102],[123.19956616 183.80043384] ; [61.80043384 92.19956616],0
p8,1,0.069162,3.302794,[121 179] ; [ 48 104],[112.16814159 187.83185841] ; [56.83185841 95.16814159],0
p1,1,0.078375,3.09828,[ 17 290] ; [  3 149],[ 13.37690632 293.62309368] ; [  6.62309368 145.37690632],0
n2,1,0.079774,3.069499,[67 18] ; [36 19],[62.53571429 22.46428571] ; [40.46428571 14.53571429],0
v4,1,0.084494,2.976259,[289  17] ; [136  15],[284.57330416  21.42669584] ; [140.42669584  10.57330416],0
b1,1,0.093422,2.814392,[110 198] ; [ 43 111],[102. 206.] ; [ 51. 103.],0
r1,1,0.103169,2.655858,[245  61] ; [113  41],[238.14782609  67.85217391] ; [119.85217391  34.14782609],0
a3,1,0.115067,2.483212,[210  98] ; [93 60],[202.43817787 105.56182213] ; [100.56182213  52.43817787],0
n1,1,0.123121,2.377162,[32 49] ; [15 41],[27.78832117 53.21167883] ; [19.21167883 36.78832117],0
d2,1,0.128961,2.304962,[142 164] ; [60 94],[134.37391304 171.62608696] ; [67.62608696 86.37391304],0
p12,1,0.158904,1.984621,[ 17 289] ; [  4 148],[ 14.03056769 291.96943231] ; [  6.96943231 145.03056769],0
p5,1,0.158904,1.984621,[ 17 289] ; [  4 148],[ 14.03056769 291.96943231] ; [  6.96943231 145.03056769],0
r2,1,0.165551,1.922777,[285  19] ; [137  15],[281.33333333  22.66666667] ; [140.66666667  11.33333333],0
d1,1,0.187394,1.737986,[170 138] ; [75 79],[163.33333333 144.66666667] ; [81.66666667 72.33333333],0
u4,1,0.207321,1.590033,[  7 301] ; [  1 153],[  5.33333333 302.66666667] ; [  2.66666667 151.33333333],0
b3,1,0.257705,1.281045,[ 61 113] ; [22 57],[ 57.08300395 116.91699605] ; [25.91699605 53.08300395],0
b2,1,0.257705,1.281045,[ 61 113] ; [22 57],[ 57.08300395 116.91699605] ; [25.91699605 53.08300395],0
u1,1,0.278264,1.175548,[ 43 265] ; [ 16 138],[ 39.33333333 268.66666667] ; [ 19.66666667 134.33333333],0
a7,1,0.292695,1.107185,[215  93] ; [114  39],[219.80911063  88.19088937] ; [109.19088937  43.80911063],0
s4,1,0.309993,1.030707,[ 44 259] ; [ 28 126],[ 47.73741794 255.26258206] ; [ 24.26258206 129.73741794],0
a6,1,0.345157,0.891182,[205 102] ; [96 58],[200.44902386 106.55097614] ; [100.55097614  53.44902386],0
s5,1,0.363513,0.825722,[ 83 215] ; [ 35 112],[ 79.02022472 218.97977528] ; [ 38.97977528 108.02022472],0
s1,1,0.405547,0.691817,[  9 289] ; [  7 147],[ 10.54867257 287.45132743] ; [  5.45132743 148.54867257],0
u3,1,0.421179,0.647024,[53 45] ; [28 31],[50.56050955 47.43949045] ; [30.43949045 28.56050955],0
a1,1,0.442695,0.589286,[  8 300] ; [  6 148],[  9.33333333 298.66666667] ; [  4.66666667 149.33333333],0
d5,1,0.519111,0.415659,[239  68] ; [115  38],[236.25652174  70.74347826] ; [117.74347826  35.25652174],0
d4,1,0.581406,0.303968,[249  57] ; [122  32],[246.79565217  59.20434783] ; [124.20434783  29.79565217],0
b5,1,0.631704,0.229757,[199 109] ; [96 58],[196.66666667 111.33333333] ; [98.33333333 55.66666667],0
b4,1,0.840909,0.040293,[183 125] ; [90 64],[182. 126.] ; [91. 63.],0
n3,1,0.919507,0.010212,[60 24] ; [39 15],[60.26086957 23.73913043] ; [38.73913043 15.26086957],0
v2,1,0.922968,0.00935,[148 141] ; [76 71],[148.47706422 140.52293578] ; [75.52293578 71.47706422],0
d3,1,0.943504,0.005022,[209  97] ; [104  49],[208.66666667  97.33333333] ; [104.33333333  48.66666667],0
u2,1,0.973229,0.001126,[52 45] ; [32 28],[51.89808917 45.10191083] ; [32.10191083 27.89808917],0
