Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,80.568674,[157  91] ; [ 32 138],[112.13397129 135.86602871] ; [76.86602871 93.13397129],1
v1,1,1e-06,24.568989,[177  75] ; [78 91],[152.63657957  99.36342043] ; [102.36342043  66.63657957],1
a3,1,0.002163,9.405493,[197  57] ; [108  61],[183.14420804  70.85579196] ; [121.85579196  47.14420804],0
s4,1,0.003498,8.527741,[ 30 222] ; [ 38 130],[ 40.8 211.2] ; [ 27.2 140.8],0
a5,1,0.007239,7.212567,[210  45] ; [122  49],[198.73239437  56.26760563] ; [133.26760563  37.73239437],0
p3,1,0.03046,4.683117,[174  80] ; [99 71],[163.54245283  90.45754717] ; [109.45754717  60.54245283],0
r1,1,0.03893,4.263923,[229  26] ; [141  29],[222.  33.] ; [148.  22.],0
u1,1,0.046686,3.956656,[ 50 205] ; [ 21 150],[ 42.5 212.5] ; [ 28.5 142.5],0
s1,1,0.049615,3.854437,[  3 251] ; [  7 162],[  6.00472813 247.99527187] ; [  3.99527187 165.00472813],0
a2,1,0.056818,3.627925,[ 63 192] ; [ 29 142],[ 55.07042254 199.92957746] ; [ 36.92957746 134.07042254],0
b1,1,0.060765,3.516384,[ 86 169] ; [73 98],[ 95.17605634 159.82394366] ; [ 63.82394366 107.17605634],0
p12,1,0.066789,3.360232,[ 32 222] ; [ 12 158],[ 26.35849057 227.64150943] ; [ 17.64150943 152.35849057],0
n2,1,0.067947,3.331942,[29  4] ; [20  9],[26.08064516  6.91935484] ; [22.91935484  6.08064516],0
b4,1,0.073933,3.193464,[155 100] ; [89 82],[146.05633803 108.94366197] ; [97.94366197 73.05633803],0
a6,1,0.081191,3.040901,[176  77] ; [105  66],[167.67216981  85.32783019] ; [113.32783019  57.67216981],0
p11,1,0.086659,2.935366,[224  31] ; [140  31],[217.88732394  37.11267606] ; [146.11267606  24.88732394],0
p4,1,0.103326,2.653441,[194  59] ; [119  52],[186.76650943  66.23349057] ; [126.23349057  44.76650943],0
u4,1,0.132239,2.266018,[  9 246] ; [  2 169],[  6.58450704 248.41549296] ; [  4.41549296 166.58450704],0
d4,1,0.139406,2.184508,[221  33] ; [139  31],[215.66037736  38.33962264] ; [144.33962264  25.66037736],0
d3,1,0.14968,2.075512,[190  64] ; [117  54],[183.47764706  70.52235294] ; [123.52235294  47.47764706],0
s6,1,0.156167,2.010956,[172  76] ; [125  40],[178.34382567  69.65617433] ; [118.65617433  46.34382567],0
d1,1,0.174918,1.840284,[170  85] ; [103  68],[163.41549296  91.58450704] ; [109.58450704  61.41549296],0
n5,1,0.220708,1.499765,[207  47] ; [131  40],[202.00470588  51.99529412] ; [135.99529412  35.00470588],0
d2,1,0.22807,1.452858,[131 123] ; [78 93],[124.90823529 129.09176471] ; [84.09176471 86.90823529],0
s7,1,0.261439,1.261119,[134 108] ; [81 82],[128.4691358 113.5308642] ; [86.5308642 76.4691358],0
b2,1,0.306047,1.047657,[62 93] ; [34 67],[58.125 96.875] ; [37.875 63.125],0
b3,1,0.306047,1.047657,[62 93] ; [34 67],[58.125 96.875] ; [37.875 63.125],0
p10,1,0.330988,0.94503,[225  29] ; [146  25],[221.72705882  32.27294118] ; [149.27294118  21.72705882],0
a7,1,0.368205,0.809715,[194  60] ; [124  47],[190.05176471  63.94823529] ; [127.94823529  43.05176471],0
s5,1,0.402473,0.700924,[103 144] ; [ 62 103],[ 98.91990291 148.08009709] ; [66.08009709 98.91990291],0
a4,1,0.450562,0.569238,[114 140] ; [ 70 100],[110.22641509 143.77358491] ; [73.77358491 96.22641509],0
p7,1,0.469368,0.523464,[210  42] ; [137  33],[207.21327014  44.78672986] ; [139.78672986  30.21327014],0
u2,1,0.501196,0.452403,[33 25] ; [32 31],[31.15702479 26.84297521] ; [33.84297521 29.15702479],0
s8,1,0.511483,0.431032,[130 121] ; [83 88],[126.68957346 124.31042654] ; [86.31042654 84.68957346],0
r3,1,0.513609,0.426707,[250   5] ; [165   5],[249.   6.] ; [166.   4.],0
a8,1,0.52949,0.39537,[ 38 189] ; [ 23 137],[ 35.78036176 191.21963824] ; [ 25.21963824 134.78036176],0
b5,1,0.541771,0.372267,[140 115] ; [99 72],[143.06338028 111.93661972] ; [95.93661972 75.06338028],0
p2,1,0.547824,0.361229,[233  22] ; [159  12],[234.64788732  20.35211268] ; [157.35211268  13.64788732],0
n4,1,0.614877,0.253133,[207  47] ; [136  35],[204.99294118  49.00705882] ; [138.00705882  32.99294118],0
d5,1,0.61636,0.251017,[211  43] ; [138  32],[209.07075472  44.92924528] ; [139.92924528  30.07075472],0
p6,1,0.634315,0.226255,[124 127] ; [88 82],[126.39429929 124.60570071] ; [85.60570071 84.39429929],0
p9,1,0.644084,0.213441,[229  25] ; [150  19],[227.57919622  26.42080378] ; [151.42080378  17.57919622],0
s2,1,0.706378,0.141922,[134 120] ; [86 83],[132.10401891 121.89598109] ; [87.89598109 81.10401891],0
a1,1,0.710533,0.137745,[ 14 241] ; [  8 163],[ 13.16901408 241.83098592] ; [  8.83098592 162.16901408],0
r2,1,0.718162,0.130261,[247   6] ; [165   5],[246.42080378   6.57919622] ; [165.57919622   4.42080378],0
s3,1,0.726349,0.12249,[148 106] ; [95 73],[146.26066351 107.73933649] ; [96.73933649 71.26066351],0
p5,1,0.735321,0.114282,[ 43 212] ; [ 31 140],[ 44.29577465 210.70422535] ; [ 29.70422535 141.29577465],0
