Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,54.279029,[116  53] ; [ 90 185],[78.40990991 90.59009009] ; [127.59009009 147.40990991],1
p4,1,0.0,34.002567,[101  69] ; [ 88 192],[71.4 98.6] ; [117.6 162.4],1
p2,1,0.0,31.079906,[149  22] ; [176 104],[123.22616408  47.77383592] ; [201.77383592  78.22616408],1
p3,1,0.0,26.059155,[85 86] ; [ 73 207],[ 59.90687361 111.09312639] ; [ 98.09312639 181.90687361],1
p10,1,7e-06,20.28631,[141  29] ; [175 103],[119.91071429  50.08928571] ; [196.08928571  81.91071429],1
p9,1,0.000181,14.018824,[140  29] ; [183  92],[122.94369369  46.05630631] ; [200.05630631  74.94369369],1
p11,1,0.00027,13.268055,[140  32] ; [184  97],[123.01986755  48.98013245] ; [200.98013245  80.01986755],1
v4,1,0.005213,7.803952,[161  10] ; [238  40],[151.95768374  19.04231626] ; [247.04231626  30.95768374],0
r4,1,0.013457,6.107982,[147  25] ; [213  68],[136.68874172  35.31125828] ; [223.31125828  57.68874172],0
a5,1,0.023165,5.156118,[125  47] ; [175 106],[113.90728477  58.09271523] ; [186.09271523  94.90728477],0
v2,1,0.024482,5.060152,[88 75] ; [113 151],[76.72833724 86.27166276] ; [124.27166276 139.72833724],0
r3,1,0.048328,3.898533,[159  13] ; [241  38],[152.54988914  19.45011086] ; [247.45011086  31.54988914],0
r1,1,0.056832,3.627498,[133  38] ; [194  85],[124.26  46.74] ; [202.74  76.26],0
n6,1,0.063185,3.451753,[136  35] ; [200  79],[127.68  43.32] ; [208.32  70.68],0
b2,1,0.066703,3.362342,[22 73] ; [ 58 113],[28.57142857 66.42857143] ; [ 51.42857143 119.57142857],0
b3,1,0.066703,3.362342,[22 73] ; [ 58 113],[28.57142857 66.42857143] ; [ 51.42857143 119.57142857],0
v1,1,0.079651,3.072014,[80 88] ; [106 165],[71.17995444 96.82004556] ; [114.82004556 156.17995444],0
