Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,180.442395,[377  29] ; [53 83],[322.10332103  83.89667897] ; [107.89667897  28.10332103],1
n6,1,0.0,78.08763,[376  29] ; [83 52],[344.25  60.75] ; [114.75  20.25],1
p11,1,0.0,29.8335,[339  67] ; [83 53],[316.11070111  89.88929889] ; [105.88929889  30.11070111],1
v1,1,1e-06,25.207268,[246 150] ; [48 82],[221.33840304 174.66159696] ; [72.66159696 57.33840304],1
p4,1,2e-06,23.079024,[282 121] ; [63 71],[258.91061453 144.08938547] ; [86.08938547 47.91061453],1
p10,1,2e-06,22.478056,[349  54] ; [91 42],[330.82089552  72.17910448] ; [109.17910448  23.82089552],1
p9,1,2.1e-05,18.1017,[355  45] ; [97 35],[339.84962406  60.15037594] ; [112.15037594  19.84962406],1
s8,1,0.00011,14.949174,[216 186] ; [47 89],[196.51672862 205.48327138] ; [66.48327138 69.51672862],1
s7,1,0.000459,12.273729,[218 171] ; [48 78],[200.92038835 188.07961165] ; [65.07961165 60.92038835],1
p5,1,0.000587,11.817736,[ 60 342] ; [  5 129],[ 48.75 353.25] ; [ 16.25 117.75],1
p8,1,0.000999,10.829748,[230 168] ; [55 78],[213.61581921 184.38418079] ; [71.38418079 61.61581921],1
v3,1,0.001267,10.390718,[182 205] ; [39 88],[166.39494163 220.60505837] ; [54.60505837 72.39494163],0
a3,1,0.002134,9.430553,[337  67] ; [97 39],[324.6962963  79.3037037] ; [109.3037037  26.6962963],0
p2,1,0.002233,9.347515,[342  61] ; [98 36],[330.20484171  72.79515829] ; [109.79515829  24.20484171],0
s2,1,0.002391,9.222492,[233 166] ; [59 77],[217.77196262 181.22803738] ; [74.22803738 61.77196262],0
p6,1,0.003462,8.546566,[170 229] ; [37 94],[155.83584906 243.16415094] ; [51.16415094 79.83584906],0
a8,1,0.003619,8.465733,[ 53 306] ; [  6 118],[ 43.85300207 315.14699793] ; [ 15.14699793 108.85300207],0
s3,1,0.003774,8.38959,[244 154] ; [63 71],[229.67293233 168.32706767] ; [77.32706767 56.67293233],0
p3,1,0.003824,8.365469,[227 177] ; [56 78],[212.51301115 191.48698885] ; [70.48698885 63.51301115],0
a5,1,0.004331,8.139586,[350  56] ; [103  33],[339.33210332  66.66789668] ; [113.66789668  22.33210332],0
p12,1,0.005297,7.77523,[ 44 359] ; [  4 130],[ 36.02234637 366.97765363] ; [ 11.97765363 122.02234637],0
a2,1,0.006105,7.519166,[154 252] ; [ 34 102],[140.82656827 265.17343173] ; [47.17343173 88.82656827],0
v4,1,0.007826,7.072885,[389  15] ; [123  13],[383.05185185  20.94814815] ; [128.94814815   7.05185185],0
s6,1,0.008025,7.027947,[284 113] ; [80 55],[271.63157895 125.36842105] ; [92.36842105 42.63157895],0
p7,1,0.008378,6.950911,[260 133] ; [71 62],[247.30608365 145.69391635] ; [83.69391635 49.30608365],0
u1,1,0.009367,6.751406,[121 285] ; [ 25 111],[109.36531365 296.63468635] ; [36.63468635 99.36531365],0
r4,1,0.009676,6.693626,[372  34] ; [114  22],[364.05166052  41.94833948] ; [121.94833948  14.05166052],0
s4,1,0.024999,5.023981,[ 60 337] ; [ 32 104],[ 68.52532833 328.47467167] ; [ 23.47467167 112.52532833],0
a4,1,0.033741,4.507756,[244 160] ; [68 68],[233.42222222 170.57777778] ; [78.57777778 57.42222222],0
r1,1,0.039019,4.260035,[345  59] ; [105  30],[337.29128015  66.70871985] ; [112.70871985  22.29128015],0
