Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,173.051434,[  6 112] ; [337 132],[68.95059625 49.04940375] ; [274.04940375 194.95059625],1
d3,1,0.0,101.815116,[29 88] ; [350 119],[75.67064846 41.32935154] ; [303.32935154 165.67064846],1
d5,1,0.0,96.626401,[57 61] ; [415  54],[94.88245315 23.11754685] ; [377.11754685  91.88245315],1
d2,1,0.0,36.267756,[31 87] ; [267 199],[60.21232877 57.78767123] ; [237.78767123 228.21232877],1
a3,1,0.0,33.533446,[60 56] ; [366 101],[84.76157804 31.23842196] ; [341.23842196 125.76157804],1
r3,1,0.0,28.083256,[94 23] ; [445  23],[107.8   9.2] ; [431.2  36.8],1
a4,1,1e-06,25.233344,[29 87] ; [238 229],[53.12521441 62.87478559] ; [213.87478559 253.12521441],1
u1,1,1e-06,24.379102,[  3 115] ; [104 365],[21.50936968 96.49063032] ; [ 85.49063032 383.50936968],1
a5,1,1e-06,23.630081,[68 50] ; [372  97],[88.44974446 29.55025554] ; [351.55025554 117.44974446],1
a2,1,3e-06,21.597044,[ 10 108] ; [137 332],[29.55025554 88.44974446] ; [117.44974446 351.55025554],1
s2,1,4e-06,21.50041,[34 84] ; [244 219],[56.46127367 61.53872633] ; [221.53872633 241.46127367],1
r1,1,1.9e-05,18.299954,[75 41] ; [387  81],[91.76712329 24.23287671] ; [370.23287671  97.76712329],1
n6,1,2.9e-05,17.463111,[91 27] ; [425  42],[104.08205128  13.91794872] ; [411.91794872  55.08205128],1
p2,1,0.000176,14.076419,[82 36] ; [393  72],[96.1406518 21.8593482] ; [378.8593482  86.1406518],1
r4,1,0.000296,13.095061,[92 26] ; [423  46],[103.52640545  14.47359455] ; [411.47359455  57.52640545],1
p10,1,0.000866,11.093446,[83 31] ; [399  66],[94.9015544 19.0984456] ; [387.0984456  77.9015544],1
s7,1,0.001117,10.622216,[39 69] ; [239 207],[54.19494585 53.80505415] ; [223.80505415 222.19494585],0
s8,1,0.001201,10.489362,[37 80] ; [225 241],[52.57975986 64.42024014] ; [209.42024014 256.57975986],0
r2,1,0.001383,10.228429,[102  15] ; [442  22],[109.54905336   7.45094664] ; [434.45094664  29.54905336],0
s6,1,0.00174,9.805742,[60 56] ; [311 151],[74.4567474 41.5432526] ; [296.5432526 165.4567474],0
v4,1,0.002342,9.260063,[101  16] ; [442  26],[108.6   8.4] ; [434.4  33.6],0
a7,1,0.003207,8.68557,[69 49] ; [339 129],[82.15699659 35.84300341] ; [325.84300341 142.15699659],0
v2,1,0.003677,8.436929,[50 60] ; [275 178],[63.4991119 46.5008881] ; [261.5008881 191.4991119],0
s5,1,0.006476,7.412876,[23 93] ; [150 307],[35.02268761 80.97731239] ; [137.97731239 319.02268761],0
p4,1,0.006631,7.370244,[59 59] ; [296 169],[71.85248714 46.14751286] ; [283.14751286 181.85248714],0
p11,1,0.009323,6.759877,[83 35] ; [381  88],[93.27427598 24.72572402] ; [370.72572402  98.27427598],0
n4,1,0.010452,6.556218,[97 20] ; [427  42],[104.62116041  12.37883959] ; [419.37883959  49.62116041],0
p8,1,0.010659,6.52133,[47 66] ; [254 208],[59.15304348 53.84695652] ; [241.84695652 220.15304348],0
v1,1,0.012373,6.256644,[54 61] ; [273 183],[65.85814361 49.14185639] ; [261.14185639 194.85814361],0
p7,1,0.012879,6.185674,[61 54] ; [299 157],[72.50437828 42.49562172] ; [287.49562172 168.50437828],0
