Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,57.496181,[103  19] ; [ 2 22],[87.73972603 34.26027397] ; [17.26027397  6.73972603],1
d2,1,0.368866,0.807482,[42 80] ; [ 6 18],[40.10958904 81.89041096] ; [ 7.89041096 16.10958904],0
p7,1,0.371093,0.8,[62 58] ; [10 14],[60. 60.] ; [12. 12.],0
b5,1,0.371794,0.79766,[73 49] ; [12 12],[71.02739726 50.97260274] ; [13.97260274 10.02739726],0
d3,1,0.382442,0.762837,[77 44] ; [13 11],[75.10344828 45.89655172] ; [14.89655172  9.10344828],0
s8,1,0.395814,0.721006,[ 18 103] ; [ 2 22],[ 16.68965517 104.31034483] ; [ 3.31034483 20.68965517],0
n2,1,0.39684,0.717882,[27 16] ; [7 7],[25.64912281 17.35087719] ; [8.35087719 5.64912281],0
a1,1,0.424987,0.636485,[  2 120] ; [ 1 23],[  2.50684932 119.49315068] ; [ 0.49315068 23.50684932],0
p5,1,0.466707,0.529763,[  6 116] ; [ 2 21],[  6.73103448 115.26896552] ; [ 1.26896552 21.73103448],0
p8,1,0.483746,0.490406,[52 70] ; [ 8 15],[50.48275862 71.51724138] ; [ 9.51724138 13.48275862],0
p6,1,0.58968,0.290845,[20 98] ; [ 3 21],[19.11267606 98.88732394] ; [ 3.88732394 20.11267606],0
u1,1,0.656211,0.198159,[  8 114] ; [ 1 23],[  7.52054795 114.47945205] ; [ 1.47945205 22.52054795],0
v3,1,0.664792,0.187754,[29 87] ; [ 5 19],[28.17142857 87.82857143] ; [ 5.82857143 18.17142857],0
b4,1,0.715021,0.133314,[71 51] ; [13 11],[70.19178082 51.80821918] ; [13.80821918 10.19178082],0
d4,1,0.718142,0.13028,[90 31] ; [17  7],[89.28965517 31.71034483] ; [17.71034483  6.28965517],0
s4,1,0.727336,0.121572,[ 17 105] ; [ 4 20],[ 17.54794521 104.45205479] ; [ 3.45205479 20.54794521],0
v1,1,0.75629,0.096321,[44 76] ; [ 8 16],[43.33333333 76.66666667] ; [ 8.66666667 15.33333333],0
u2,1,0.76824,0.086835,[30 24] ; [4 4],[29.61290323 24.38709677] ; [4.38709677 3.61290323],0
a2,1,0.791476,0.069905,[ 13 109] ; [ 3 21],[ 13.36986301 108.63013699] ; [ 2.63013699 21.36986301],0
b3,1,0.817627,0.053175,[16 42] ; [4 9],[16.33802817 41.66197183] ; [3.66197183 9.33802817],0
b2,1,0.817627,0.053175,[16 42] ; [4 9],[16.33802817 41.66197183] ; [3.66197183 9.33802817],0
a4,1,0.909769,0.012844,[37 85] ; [ 7 17],[36.76712329 85.23287671] ; [ 7.23287671 16.76712329],0
p4,1,0.962003,0.00227,[46 75] ; [ 9 15],[45.89655172 75.10344828] ; [ 9.10344828 14.89655172],0
